"","Date","Cases_African_American","Cases_Asian","Cases_Hispanic","Cases_Multi_Racial","Cases_Native_American","Cases_Pacific_Islander","Cases_White","Cases_Other","Cases_Race_Or_Ethnicity_Unknown","New_Cases_African_American","New_Cases_Asian","New_Cases_Hispanic","New_Cases_Multi_Racial","New_Cases_Native_American","New_Cases_Pacific_Islander","New_Cases_White","New_Cases_Other","New_Cases_Race_Or_Ethnicity_Unknown","Deaths_African_American","Deaths_Asian","Deaths_Hispanic","Deaths_Multi_Racial","Deaths_Native_American","Deaths_Pacific_Islander","Deaths_White","Deaths_Other","Deaths_Race_Or_Ethnicity_Unknown","New_Deaths_African_American","New_Deaths_Asian","New_Deaths_Hispanic","New_Deaths_Multi_Racial","New_Deaths_Native_American","New_Deaths_Pacific_Islander","New_Deaths_White","New_Deaths_Other","New_Deaths_Race_Or_Ethnicity_Unknown","Total_State_Population_African_American","Total_State_Population_Asian","Total_State_Population_Hispanic","Total_State_Population_Multi_Racial","Total_State_Population_Native_American","Total_State_Population_Pacific_Islander","Total_State_Population_White","Total_State_Population_Other","Total_State_Population_Race_Or_Ethnicity_Unknown","Pct_State_Population_African_American","Pct_State_Population_Asian","Pct_State_Population_Hispanic","Pct_State_Population_Multi_Racial","Pct_State_Population_Native_American","Pct_State_Population_Pacific_Islander","Pct_State_Population_White","Pct_State_Population_Other","Pct_State_Population_Race_Or_Ethnicity_Unknown","Cases_Per_10_000_African_American","Cases_Per_10_000_Asian","Cases_Per_10_000_Hispanic","Cases_Per_10_000_Multi_Racial","Cases_Per_10_000_Native_American","Cases_Per_10_000_Pacific_Islander","Cases_Per_10_000_White","Cases_Per_10_000_Other","Cases_Per_10_000_Race_Or_Ethnicity_Unknown","Deaths_Per_10_000_African_American","Deaths_Per_10_000_Asian","Deaths_Per_10_000_Hispanic","Deaths_Per_10_000_Multi_Racial","Deaths_Per_10_000_Native_American","Deaths_Per_10_000_Pacific_Islander","Deaths_Per_10_000_White","Deaths_Per_10_000_Other","Deaths_Per_10_000_Race_Or_Ethnicity_Unknown","Cases_Other_Race","Cases_Unknown_Race","Deaths_Other_Race","Deaths_Unknown_Race","Na","Deaths_Na","Objectid","Fips","Nonhispanic","Cases_0_10","Cases_11_17","Cases_18_24","Cases_25_34","Cases_35_44","Deaths_0_10","Deaths_11_17","Deaths_18_24","Deaths_25_34","Deaths_35_44","Male","Female","Unk_Gender","Diabetes","Cardiac_Disease","Hypertension","Cpd","Ckd","Immunocompromised","Healthcare","Nursing_Home","Jailed","Positives","Deaths_Nursing_Home","Deaths_Jailed","Deaths","Deaths_Nonhispanic","Cases_45_54","Deaths_45_54","Cases_55_64","Deaths_55_64","Cases_65","Deaths_65","Noncovid_Death","Pos_24Hr","Cases_Unknown","Deaths_Unknown","objectid_1","objectid","fips","d_age_9","age_9","hosp_age_1","hosp_age_2","hosp_age_3","hosp_age_4","hosp_age_5","hosp_age_6","hosp_age_7","hosp_age_8","active_m","active_f","active_u","active_multi_race","active_white","active_black","active_asian","active_ai_an","active_nh_pi","active_other","active_unk","active_hispanic","active_non_hispanic","active_age_1","active_age_2","active_age_3","active_age_4","active_age_5","active_age_6","active_age_7","active_age_8","active_age_9","active_age_0","active_fully_immu","hospital_fully_immu","intubated_fully_immu","deaths_fully_immu","cases_fully_immu","total_hosp","total_intub","positive_feb","deaths_feb","hosp_feb","intub_feb","active_cases","percent_fully_active","percent_fully_cases","percent_fully_deaths","percent_fully_hosp","percent_fully_intub","Hosp_0_10","Hosp_11_17","Hosp_18_24","Hosp_25_34","Hosp_35_44","Hosp_45_54","Hosp_55_64","Hosp_65","Deaths_0_17","Active_Male","Active_Female","Active_Unknown","Active_Multi_Race","Active_White","Active_Black","Active_Asian","Active_Native_American","Active_Pacific_Islander","Active_Other","Active_Unknown2","Active_Hispanic","Active_NonHispanic","Active_0_4","Active_5_11","Active_12_18","Active_19_24","Active_25_34","Active_35_44","Active_45_54","Active_55_64","Active_65_Plus","Active_fully_immu","Hospital_fully_immu","Vent_fully_immu","Deaths_fully_immu","Cases_fully_immu","Total_hosp","Total_intub"
"1:273","2020-12-10",31490,1637,22967,1178,499,2893,111120,9343,20694,307,11,219,6,4,10,1202,NA,NA,447,20,115,9,7,50,2009,NA,173,1,0,0,0,0,2,26,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,664.6334385,319.0846539,988.3763464,177.4310158,165.3522434,2396.653136,465.5053888,NA,NA,9.434460051,3.898407501,4.948982446,1.35558501,2.319570548,41.42158893,8.416129644,NA,NA,NA,NA,105,NA,NA,NA,1,5,155887,10136,14059,24758,29384,27302,0,0,4,28,54,84699,93060,1095,12309,6232,22560,4032,1529,1511,14205,10480,12806,178854,1204,56,2820,2705,25561,141,21436,346,26218,2247,25,93374,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:274","2020-12-09",31183,1626,22748,1172,495,2883,109918,9254,20121,432,18,259,15,10,13,1783,NA,NA,446,20,115,9,7,48,1983,NA,169,6,0,0,0,0,0,24,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,658.1538429,316.9405298,978.9517625,176.5272924,164.0267745,2388.368818,460.4699543,NA,NA,9.413353877,3.898407501,4.948982446,1.35558501,2.319570548,39.76472537,8.307210097,NA,NA,NA,NA,104,NA,NA,NA,1,5,153904,10089,13887,24483,28982,26923,0,0,4,28,54,83641,91910,1101,12224,6183,22412,4007,1514,1503,14086,10418,12640,176652,1183,56,2786,2671,25238,140,21163,343,25887,2217,24,91172,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:275","2020-12-08",30751,1608,22489,1157,485,2870,108135,9104,20215,378,17,241,22,11,25,1756,NA,NA,440,20,115,9,7,48,1959,NA,165,7,0,1,0,0,0,50,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,649.0359755,313.431963,967.8057933,174.2679841,160.7131023,2377.599205,453.0005869,NA,NA,9.286716829,3.898407501,4.948982446,1.35558501,2.319570548,39.76472537,8.206668976,NA,NA,NA,NA,104,NA,NA,NA,1,5,151836,9969,13613,24218,28646,26566,0,0,4,28,54,82568,90632,1125,12013,6083,22032,3951,1487,1476,13866,10258,12598,174325,1169,56,2752,2637,24909,140,20861,339,25543,2187,24,88819,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:276","2020-12-07",30373,1591,22248,1135,474,2845,106379,8996,20249,178,10,137,4,11,34,665,NA,NA,433,20,114,9,7,48,1909,NA,185,4,0,2,0,0,0,36,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,641.0578415,310.1183167,957.4344475,170.9543318,157.0680628,2356.88841,445.6443282,NA,NA,9.138973607,3.898407501,4.905947816,1.35558501,2.319570548,39.76472537,7.997208308,NA,NA,NA,NA,102,NA,NA,NA,1,5,149794,9776,13415,23977,28307,26263,0,0,4,28,53,81596,89367,1079,11837,5993,21704,3898,1469,1451,13691,10078,12566,172042,1155,55,2713,2599,24577,139,20559,335,25168,2154,24,86516,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:277","2020-12-06",30195,1581,22111,1131,463,2811,105714,8926,20103,241,17,123,3,3,31,888,NA,NA,429,20,112,9,7,48,1873,NA,173,1,0,0,0,0,0,26,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,637.3009424,308.1691129,951.5387032,170.3518496,153.4230234,2328.72173,442.8585014,NA,NA,9.054548908,3.898407501,4.819878556,1.35558501,2.319570548,39.76472537,7.846396627,NA,NA,NA,NA,101,NA,NA,NA,1,5,148813,9712,13307,23845,28132,26069,0,0,4,28,53,81061,88779,1084,11774,5965,21587,3885,1459,1442,13583,10049,12560,170924,1132,55,2660,2548,24414,138,20431,328,25014,2109,24,85397,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:278","2020-12-05",29954,1564,21988,1128,460,2780,104826,8867,19803,288,18,187,7,5,12,1270,NA,NA,428,20,112,9,7,48,1847,NA,160,4,0,0,0,0,0,24,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,632.2143543,304.8554665,946.2454437,169.899988,152.4289217,2303.040345,439.1384799,NA,NA,9.033442734,3.898407501,4.819878556,1.35558501,2.319570548,39.76472537,7.73747708,NA,NA,NA,NA,101,NA,NA,NA,1,5,147394,9617,13169,23656,27879,25831,0,0,4,28,51,80298,87985,1099,11703,5930,21433,3862,1453,1433,13475,9964,12417,169382,1120,55,2620,2508,24205,138,20252,324,24773,2075,24,83855,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:279","2020-12-04",29666,1546,21801,1121,455,2768,103556,8761,19264,337,23,252,15,13,14,1754,NA,NA,424,20,112,9,7,48,1823,NA,154,6,0,0,0,0,0,25,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,626.135776,301.3468998,938.1979679,168.8456441,150.7720856,2293.099163,433.8181789,NA,NA,8.949018035,3.898407501,4.819878556,1.35558501,2.319570548,39.76472537,7.636935959,NA,NA,NA,NA,101,NA,NA,NA,1,5,145336,9455,12938,23385,27510,25505,0,0,4,28,51,79313,86733,1091,11585,5860,21169,3817,1438,1417,13332,9828,12358,167137,1098,55,2586,2474,23915,136,19985,322,24444,2045,23,81605,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:280","2020-12-03",29329,1523,21549,1106,442,2754,101802,8661,18693,325,13,175,11,14,13,1697,NA,NA,418,20,112,9,7,48,1798,NA,155,9,0,1,0,0,0,22,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,619.0229952,296.8637312,927.3532412,166.5863357,146.4643118,2281.501118,426.4702987,NA,NA,8.822380988,3.898407501,4.819878556,1.35558501,2.319570548,39.76472537,7.532205625,NA,NA,NA,NA,100,NA,NA,NA,1,5,142761,9277,12681,23035,27033,25087,0,0,4,27,51,78066,85212,1032,11414,5768,20867,3765,1418,1384,13138,9688,12314,164310,1078,55,2555,2443,23535,136,19634,319,24028,2018,22,78764,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:281","2020-12-02",29004,1510,21374,1095,428,2741,100105,8584,18054,300,19,207,7,11,19,1596,NA,NA,409,20,111,9,7,48,1776,NA,153,0,0,1,0,0,0,6,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,612.1634884,294.3297663,919.8221809,164.9295096,141.8251707,2270.731505,419.3612036,NA,NA,8.632425416,3.898407501,4.776843926,1.35558501,2.319570548,39.76472537,7.440042931,NA,NA,NA,NA,100,NA,NA,NA,1,5,140147,9100,12401,22718,26603,24658,0,0,4,27,50,76793,83764,964,11263,5657,20556,3705,1395,1365,12940,9552,12204,161521,1064,54,2522,2411,23135,134,19328,316,23578,1991,21,75957,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:282","2020-12-01",28704,1491,21167,1088,417,2722,98509,8495,17883,251,20,159,11,14,18,1518,NA,NA,409,20,110,9,7,48,1770,NA,149,1,0,0,0,0,0,17,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,605.831636,290.6262792,910.9140125,163.8751657,138.1801312,2254.991301,412.6752191,NA,NA,8.632425416,3.898407501,4.733809296,1.35558501,2.319570548,39.76472537,7.414907651,NA,NA,NA,NA,100,NA,NA,NA,1,5,138142,8978,12172,22452,26289,24325,0,0,4,26,50,75820,82527,962,11100,5567,20245,3652,1364,1336,12770,9394,12158,159309,1061,54,2512,2402,22827,134,19054,313,23212,1985,21,73724,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:283","2020-11-30",28453,1471,21008,1077,403,2704,96991,8380,17880,177,6,82,4,-1,2,756,NA,NA,408,20,110,9,7,48,1753,NA,159,3,0,0,0,0,0,26,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,600.5339862,286.7278717,904.0715063,162.2183396,133.5409901,2240.079529,406.3159932,NA,NA,8.611319241,3.898407501,4.733809296,1.35558501,2.319570548,39.76472537,7.343691024,NA,NA,NA,NA,98,NA,NA,NA,1,5,136351,8865,12003,22219,25983,24041,0,0,4,26,50,74975,81430,954,10942,5497,19932,3606,1345,1318,12605,9303,12131,157359,1059,54,2502,2392,22542,134,18818,313,22888,1975,21,71768,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:284","2020-11-29",28276,1465,20926,1073,404,2702,96235,8351,17741,178,3,96,6,2,27,787,NA,NA,405,20,110,9,7,48,1727,NA,156,1,0,1,0,0,0,12,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,596.7981933,285.5583494,900.5426667,161.6158573,133.8723573,2238.422666,403.1489479,NA,NA,8.548000718,3.898407501,4.733809296,1.35558501,2.319570548,39.76472537,7.234771476,NA,NA,NA,NA,98,NA,NA,NA,1,5,135321,8824,11926,22082,25786,23871,0,0,4,26,50,74494,80788,965,10851,5440,19746,3573,1328,1301,12480,9227,12126,156247,1043,54,2470,2360,22392,134,18664,311,22702,1945,21,70658,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:285","2020-11-28",28098,1462,20830,1067,402,2675,95448,8285,17589,201,4,107,13,5,6,936,NA,NA,404,20,109,9,7,48,1715,NA,149,1,0,0,0,0,0,12,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,593.0412942,284.9735883,896.4113422,160.712134,133.2096229,2216.055008,399.852037,NA,NA,8.526894543,3.898407501,4.690774666,1.35558501,2.319570548,39.76472537,7.184500916,NA,NA,NA,NA,97,NA,NA,NA,1,5,134196,8788,11833,21956,25563,23677,0,0,4,25,51,73933,80079,1014,10776,5403,19597,3548,1322,1290,12390,9160,12083,155026,1035,54,2449,2340,22221,134,18492,313,22496,1922,21,69439,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:286","2020-11-27",27897,1458,20723,1054,397,2669,94512,8214,17476,85,5,83,6,4,4,492,NA,NA,403,20,109,9,7,48,1703,NA,149,0,0,0,0,0,0,0,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,588.7989531,284.1939068,891.8066368,158.7540668,131.5527868,2211.084417,395.9309333,NA,NA,8.505788368,3.898407501,4.690774666,1.35558501,2.319570548,39.76472537,7.134230356,NA,NA,NA,NA,97,NA,NA,NA,1,5,132954,8728,11747,21814,25336,23464,0,0,4,25,51,73348,79296,1033,10695,5367,19426,3528,1316,1277,12295,9067,12042,153677,1029,54,2436,2327,22001,134,18320,311,22267,1911,21,68090,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:287","2020-11-26",27812,1453,20640,1048,393,2665,94020,8169,17065,326,24,189,7,4,14,1557,NA,NA,403,20,109,9,7,48,1703,NA,149,1,0,0,0,0,0,16,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,587.0049283,283.2193049,888.2347625,157.8503434,130.2273179,2207.77069,393.8698403,NA,NA,8.505788368,3.898407501,4.690774666,1.35558501,2.319570548,39.76472537,7.134230356,NA,NA,NA,NA,97,NA,NA,NA,1,5,131985,8685,11670,21703,25148,23325,0,0,4,25,51,72889,78714,1022,10643,5344,19323,3514,1311,1264,12251,9005,12020,152625,1029,54,2436,2327,21845,134,18166,311,22083,1911,21,67038,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:288","2020-11-25",27486,1429,20451,1041,389,2651,92463,8055,16763,310,18,208,15,8,19,1565,NA,NA,402,20,109,9,7,48,1687,NA,156,4,0,1,0,0,0,8,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,580.1243154,278.5412159,880.1012174,156.7959995,128.901849,2196.172645,387.3472351,NA,NA,8.484682194,3.898407501,4.690774666,1.35558501,2.319570548,39.76472537,7.067202942,NA,NA,NA,NA,96,NA,NA,NA,1,5,129826,8557,11467,21458,24811,22948,0,0,4,25,51,71890,77496,891,10483,5263,19041,3458,1301,1247,12082,8915,11971,150277,1026,53,2425,2316,21476,132,17897,311,21663,1902,20,64681,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:289","2020-11-24",27176,1411,20243,1026,381,2632,90898,7958,16830,300,20,158,10,5,13,1529,NA,NA,398,20,108,9,7,48,1679,NA,148,0,0,1,0,0,0,35,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,573.5814012,275.0326492,871.1500144,154.5366912,126.2509113,2180.432441,380.7911162,NA,NA,8.400257495,3.898407501,4.647740036,1.35558501,2.319570548,39.76472537,7.033689235,NA,NA,NA,NA,96,NA,NA,NA,1,5,128069,8465,11304,21203,24482,22674,0,0,4,25,51,70990,76362,960,10293,5174,18702,3410,1272,1222,11906,8813,11886,148312,1015,53,2405,2297,21189,130,17614,310,21381,1885,19,62709,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:290","2020-11-23",26876,1391,20085,1016,376,2619,89369,7848,16695,159,10,99,10,4,3,693,NA,NA,398,20,107,9,7,48,1644,NA,169,2,0,0,0,0,0,20,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,567.2495489,271.1342417,864.3505429,153.0304856,124.5940752,2169.662828,374.385809,NA,NA,8.400257495,3.898407501,4.604705406,1.35558501,2.319570548,39.76472537,6.887066767,NA,NA,NA,NA,92,NA,NA,NA,1,5,126105,8379,11146,20970,24139,22345,0,0,4,25,51,70052,75259,879,10154,5072,18412,3351,1254,1209,11739,8717,11823,146190,1007,53,2387,2280,20817,129,17334,307,21060,1871,17,60567,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
