"","Date","Cases_African_American","Cases_Asian","Cases_Hispanic","Cases_Multi_Racial","Cases_Native_American","Cases_Pacific_Islander","Cases_White","Cases_Other","Cases_Race_Or_Ethnicity_Unknown","New_Cases_African_American","New_Cases_Asian","New_Cases_Hispanic","New_Cases_Multi_Racial","New_Cases_Native_American","New_Cases_Pacific_Islander","New_Cases_White","New_Cases_Other","New_Cases_Race_Or_Ethnicity_Unknown","Deaths_African_American","Deaths_Asian","Deaths_Hispanic","Deaths_Multi_Racial","Deaths_Native_American","Deaths_Pacific_Islander","Deaths_White","Deaths_Other","Deaths_Race_Or_Ethnicity_Unknown","New_Deaths_African_American","New_Deaths_Asian","New_Deaths_Hispanic","New_Deaths_Multi_Racial","New_Deaths_Native_American","New_Deaths_Pacific_Islander","New_Deaths_White","New_Deaths_Other","New_Deaths_Race_Or_Ethnicity_Unknown","Total_State_Population_African_American","Total_State_Population_Asian","Total_State_Population_Hispanic","Total_State_Population_Multi_Racial","Total_State_Population_Native_American","Total_State_Population_Pacific_Islander","Total_State_Population_White","Total_State_Population_Other","Total_State_Population_Race_Or_Ethnicity_Unknown","Pct_State_Population_African_American","Pct_State_Population_Asian","Pct_State_Population_Hispanic","Pct_State_Population_Multi_Racial","Pct_State_Population_Native_American","Pct_State_Population_Pacific_Islander","Pct_State_Population_White","Pct_State_Population_Other","Pct_State_Population_Race_Or_Ethnicity_Unknown","Cases_Per_10_000_African_American","Cases_Per_10_000_Asian","Cases_Per_10_000_Hispanic","Cases_Per_10_000_Multi_Racial","Cases_Per_10_000_Native_American","Cases_Per_10_000_Pacific_Islander","Cases_Per_10_000_White","Cases_Per_10_000_Other","Cases_Per_10_000_Race_Or_Ethnicity_Unknown","Deaths_Per_10_000_African_American","Deaths_Per_10_000_Asian","Deaths_Per_10_000_Hispanic","Deaths_Per_10_000_Multi_Racial","Deaths_Per_10_000_Native_American","Deaths_Per_10_000_Pacific_Islander","Deaths_Per_10_000_White","Deaths_Per_10_000_Other","Deaths_Per_10_000_Race_Or_Ethnicity_Unknown","Cases_Other_Race","Cases_Unknown_Race","Deaths_Other_Race","Deaths_Unknown_Race","Na","Deaths_Na","Objectid","Fips","Nonhispanic","Cases_0_10","Cases_11_17","Cases_18_24","Cases_25_34","Cases_35_44","Deaths_0_10","Deaths_11_17","Deaths_18_24","Deaths_25_34","Deaths_35_44","Male","Female","Unk_Gender","Diabetes","Cardiac_Disease","Hypertension","Cpd","Ckd","Immunocompromised","Healthcare","Nursing_Home","Jailed","Positives","Deaths_Nursing_Home","Deaths_Jailed","Deaths","Deaths_Nonhispanic","Cases_45_54","Deaths_45_54","Cases_55_64","Deaths_55_64","Cases_65","Deaths_65","Noncovid_Death","Pos_24Hr","Cases_Unknown","Deaths_Unknown","objectid_1","objectid","fips","d_age_9","age_9","hosp_age_1","hosp_age_2","hosp_age_3","hosp_age_4","hosp_age_5","hosp_age_6","hosp_age_7","hosp_age_8","active_m","active_f","active_u","active_multi_race","active_white","active_black","active_asian","active_ai_an","active_nh_pi","active_other","active_unk","active_hispanic","active_non_hispanic","active_age_1","active_age_2","active_age_3","active_age_4","active_age_5","active_age_6","active_age_7","active_age_8","active_age_9","active_age_0","active_fully_immu","hospital_fully_immu","intubated_fully_immu","deaths_fully_immu","cases_fully_immu","total_hosp","total_intub","positive_feb","deaths_feb","hosp_feb","intub_feb","active_cases","percent_fully_active","percent_fully_cases","percent_fully_deaths","percent_fully_hosp","percent_fully_intub","Hosp_0_10","Hosp_11_17","Hosp_18_24","Hosp_25_34","Hosp_35_44","Hosp_45_54","Hosp_55_64","Hosp_65","Deaths_0_17","Active_Male","Active_Female","Active_Unknown","Active_Multi_Race","Active_White","Active_Black","Active_Asian","Active_Native_American","Active_Pacific_Islander","Active_Other","Active_Unknown2","Active_Hispanic","Active_NonHispanic","Active_0_4","Active_5_11","Active_12_18","Active_19_24","Active_25_34","Active_35_44","Active_45_54","Active_55_64","Active_65_Plus","Active_fully_immu","Hospital_fully_immu","Vent_fully_immu","Deaths_fully_immu","Cases_fully_immu","Total_hosp","Total_intub"
"1:255","2020-12-28",36389,1892,25995,1364,625,3043,136351,10909,25955,192,17,85,15,7,6,1124,NA,NA,526,22,133,12,7,51,2479,NA,316,4,0,0,0,0,0,20,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,768.0325879,368.7893496,1118.685206,205.4464393,207.1045132,2520.917902,571.2034311,NA,NA,11.10184785,4.288248251,5.723605786,1.80744668,2.319570548,42.25002071,10.38505992,NA,NA,NA,NA,124,NA,NA,NA,1,5,190533,12456,17281,28819,35324,33314,0,0,5,29,65,102090,112770,1668,14647,7473,26816,4720,1784,1838,16724,12176,14109,216528,1474,57,3537,3404,30975,169,26349,410,32010,2859,26,131055,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:256","2020-12-27",36197,1875,25910,1349,618,3037,135227,10863,25711,122,9,84,6,2,7,889,NA,NA,522,22,133,12,7,51,2459,NA,285,5,2,0,0,0,0,9,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,763.9802024,365.4757032,1115.027262,203.187131,204.7849427,2515.947312,566.4947553,NA,NA,11.01742315,4.288248251,5.723605786,1.80744668,2.319570548,42.25002071,10.30127566,NA,NA,NA,NA,124,NA,NA,NA,1,5,188967,12302,17173,28653,35074,33046,0,0,5,29,65,101291,111896,1690,14514,7398,26590,4672,1763,1825,16622,12096,14080,214877,1459,57,3482,3349,30728,169,26156,408,31745,2806,26,129404,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:257","2020-12-26",36075,1866,25826,1343,616,3030,134338,10828,25873,71,3,49,3,3,1,518,NA,NA,517,20,133,12,7,51,2450,NA,260,1,0,0,0,0,0,1,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,761.4052491,363.7214198,1111.412354,202.2834076,204.1222082,2510.148289,562.7705446,NA,NA,10.91189227,3.898407501,5.723605786,1.80744668,2.319570548,42.25002071,10.26357274,NA,NA,NA,NA,124,NA,NA,NA,1,5,188143,12254,17120,28572,34941,32886,0,0,4,29,64,100873,111372,1724,14429,7360,26458,4653,1758,1811,16554,12033,14053,213969,1451,57,3441,3308,30600,168,26032,404,31564,2772,26,128496,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:258","2020-12-25",36004,1863,25777,1340,613,3029,133820,10812,25786,190,9,109,2,6,5,952,NA,NA,516,20,133,12,7,51,2449,NA,260,2,0,1,1,0,0,8,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,759.9067107,363.1366587,1109.303657,201.831546,203.1281066,2509.319858,560.6005321,NA,NA,10.8907861,3.898407501,5.723605786,1.80744668,2.319570548,42.25002071,10.25938352,NA,NA,NA,NA,123,NA,NA,NA,1,5,187490,12224,17084,28501,34824,32764,0,0,4,29,64,100533,110995,1739,14373,7335,26345,4639,1754,1801,16502,11991,14017,213267,1451,57,3438,3305,30490,167,25944,404,31436,2770,26,127794,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:259","2020-12-24",35814,1854,25668,1338,607,3024,132868,10734,24906,330,14,214,6,10,8,1756,NA,NA,514,20,132,11,7,51,2441,NA,239,0,0,0,0,0,0,8,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,755.8965375,361.3823753,1104.612882,201.5303049,201.1399032,2505.177699,556.612401,NA,NA,10.84857375,3.898407501,5.680571156,1.656826124,2.319570548,42.25002071,10.22586982,NA,NA,NA,NA,123,NA,NA,NA,1,5,185477,12108,16898,28260,34482,32462,0,0,4,29,63,99569,109925,1651,14349,7323,26293,4623,1751,1798,16450,11947,13937,211145,1444,57,3406,3274,30172,167,25637,402,31126,2741,26,125672,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:260","2020-12-23",35484,1840,25454,1332,597,3016,131112,10568,23992,307,14,221,10,2,3,2185,NA,NA,514,20,132,11,7,51,2433,NA,217,2,0,1,0,0,0,34,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,748.9314999,358.65349,1095.403471,200.6265815,197.826231,2498.550244,549.2561423,NA,NA,10.84857375,3.898407501,5.680571156,1.656826124,2.319570548,42.25002071,10.19235611,NA,NA,NA,NA,123,NA,NA,NA,1,5,182487,11956,16653,27910,33963,31972,0,0,4,29,63,98061,108295,1585,14224,7249,26043,4583,1740,1778,16273,11848,13811,207941,1442,57,3376,3244,29692,165,25162,401,30633,2714,25,122467,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:261","2020-12-22",35177,1826,25233,1322,595,3013,128927,10482,23706,276,17,163,6,5,9,1512,NA,NA,512,20,131,11,7,51,2399,NA,220,5,0,2,0,0,0,22,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,742.4519043,355.9246048,1085.892818,199.1203759,197.1634966,2496.064949,540.1027111,NA,NA,10.8063614,3.898407501,5.637536526,1.656826124,2.319570548,42.25002071,10.04992286,NA,NA,NA,NA,118,NA,NA,NA,1,5,179815,11794,16431,27592,33493,31465,0,0,4,29,63,96707,106811,1530,13988,7135,25660,4510,1721,1742,16034,11737,13656,205048,1429,57,3338,3207,29264,163,24799,397,30210,2682,25,119563,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:262","2020-12-21",34901,1809,25070,1316,590,3004,127415,10385,23687,225,7,135,15,5,8,1058,NA,NA,507,20,129,11,7,51,2377,NA,205,9,0,4,0,0,0,58,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,736.6266001,352.6109584,1078.878173,198.2166526,195.5066605,2488.609063,533.7686205,NA,NA,10.70083053,3.898407501,5.551467266,1.656826124,2.319570548,42.25002071,9.957760162,NA,NA,NA,NA,117,NA,NA,NA,1,5,178037,11686,16295,27425,33183,31136,0,0,4,29,62,95881,105716,1510,13876,7072,25446,4469,1708,1728,15911,11677,13629,203107,1419,57,3295,3166,28951,161,24555,393,29876,2646,25,117622,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:263","2020-12-20",34676,1802,24935,1301,585,2996,126357,10331,23602,184,8,116,7,6,11,866,NA,NA,498,20,125,11,7,51,2319,NA,217,1,0,2,0,0,0,16,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,731.8777108,351.2465158,1073.068498,195.9573443,193.8498244,2481.981609,529.3364328,NA,NA,10.51087496,3.898407501,5.379328746,1.656826124,2.319570548,42.25002071,9.714785787,NA,NA,NA,NA,114,NA,NA,NA,1,5,176715,11601,16167,27256,32940,30915,0,0,4,29,59,95221,104930,1499,13781,7019,25259,4438,1702,1712,15755,11601,13615,201650,1397,57,3237,3112,28777,158,24376,386,29618,2601,25,116165,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:264","2020-12-19",34492,1794,24819,1294,579,2985,125491,10286,23193,386,23,217,14,11,9,1706,NA,NA,497,20,123,11,7,51,2303,NA,189,6,0,2,1,0,1,41,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,727.9941747,349.6871528,1068.076481,194.9030004,191.861621,2472.868859,525.708574,NA,NA,10.48976878,3.898407501,5.293259486,1.656826124,2.319570548,42.25002071,9.647758373,NA,NA,NA,NA,113,NA,NA,NA,1,5,175295,11492,16032,27063,32724,30678,0,0,4,28,58,94494,104088,1532,13689,6975,25086,4414,1692,1696,15668,11531,13571,200114,1379,57,3191,3068,28582,158,24179,382,29364,2561,25,114630,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:265","2020-12-18",34106,1771,24602,1280,568,2976,123785,10136,22799,390,13,206,13,17,13,1892,NA,NA,491,20,121,10,7,50,2262,NA,187,4,0,0,1,0,0,20,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,719.8471913,345.2039842,1058.737966,192.7943126,188.2165816,2465.412973,518.561776,NA,NA,10.36313173,3.898407501,5.207190226,1.506205567,2.319570548,41.42158893,9.476000625,NA,NA,NA,NA,112,NA,NA,NA,1,5,172819,11304,15767,26790,32311,30220,0,0,4,29,58,93113,102775,1533,13558,6897,24823,4363,1676,1678,15530,11388,13364,197421,1350,57,3139,3018,28199,157,23838,378,28992,2513,26,111951,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:266","2020-12-17",33716,1758,24396,1267,551,2963,121893,10034,22361,382,18,247,10,9,14,2039,NA,NA,487,20,121,9,7,50,2242,NA,185,4,0,1,0,0,0,24,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,711.6157832,342.6700193,1049.872833,190.8362453,182.5833389,2454.64336,510.6357843,NA,NA,10.27870704,3.898407501,5.207190226,1.35558501,2.319570548,41.42158893,9.392216358,NA,NA,NA,NA,112,NA,NA,NA,1,5,170147,11124,15514,26472,31854,29726,0,0,4,29,58,91843,101295,1405,13402,6801,24500,4319,1651,1654,15331,11247,13292,194543,1340,56,3112,2991,27783,155,23459,378,28611,2488,27,109071,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:267","2020-12-16",33334,1740,24149,1257,542,2949,119854,9922,21906,440,16,230,21,16,5,1836,NA,NA,483,20,120,9,7,50,2218,NA,175,5,0,1,0,0,0,43,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,703.5532245,339.1614525,1039.243279,189.3300398,179.6010339,2443.045315,502.0939783,NA,NA,10.19428234,3.898407501,5.164155596,1.35558501,2.319570548,41.42158893,9.291675237,NA,NA,NA,NA,112,NA,NA,NA,1,5,167355,10932,15230,26127,31382,29272,0,0,4,29,57,90423,99750,1331,13230,6701,24191,4275,1627,1628,15118,11108,13165,191504,1322,56,3074,2954,27354,153,23052,376,28155,2455,25,106027,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:268","2020-12-15",32894,1724,23919,1236,526,2944,118018,9815,22041,285,18,187,12,8,1,1525,NA,NA,478,20,119,9,7,50,2175,NA,169,4,0,1,0,0,0,32,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,694.2665077,336.0427265,1029.345314,186.1670081,174.2991583,2438.903156,494.4025826,NA,NA,10.08875146,3.898407501,5.121120966,1.35558501,2.319570548,41.42158893,9.111539063,NA,NA,NA,NA,108,NA,NA,NA,1,5,165279,10794,14981,25888,31038,28887,0,0,4,29,55,89399,98527,1272,13034,6593,23831,4210,1599,1601,14912,10970,13137,189198,1305,56,3016,2897,27013,149,22751,369,27846,2410,25,103721,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:269","2020-12-14",32609,1706,23732,1224,518,2943,116493,9687,21877,178,5,136,5,3,3,848,NA,NA,474,20,118,9,7,50,2143,NA,179,6,0,1,0,0,0,33,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,688.2512479,332.5341598,1021.297838,184.3595614,171.6482206,2438.074725,488.0140322,NA,NA,10.00432677,3.898407501,5.078086336,1.35558501,2.319570548,41.42158893,8.977484235,NA,NA,NA,NA,108,NA,NA,NA,1,5,163325,10655,14817,25678,30710,28522,0,0,4,28,55,88446,97412,1199,12864,6503,23510,4154,1585,1573,14736,10874,13114,187057,1295,56,2990,2872,26676,148,22455,366,27544,2389,25,101580,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:270","2020-12-13",32431,1701,23596,1219,515,2940,115645,9658,21593,207,7,133,9,3,6,911,NA,NA,468,20,117,9,7,50,2110,NA,173,3,0,0,0,0,0,28,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,684.4943488,331.5595579,1015.445129,183.6064586,170.6541189,2435.589429,484.4615793,NA,NA,9.877689718,3.898407501,5.035051706,1.35558501,2.319570548,41.42158893,8.839240194,NA,NA,NA,NA,108,NA,NA,NA,1,5,162106,10556,14706,25549,30494,28305,0,0,4,28,54,87788,96709,1205,12763,6460,23322,4130,1579,1556,14642,10829,12993,185702,1274,56,2945,2828,26476,146,22284,359,27332,2354,25,100225,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:271","2020-12-12",32224,1694,23463,1210,512,2934,114734,9616,21328,328,40,248,16,6,26,1726,NA,NA,465,20,117,9,7,50,2082,NA,170,7,0,1,0,0,0,30,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,680.1253707,330.1951153,1009.721523,182.2508736,169.6600172,2430.618839,480.6452059,NA,NA,9.814371194,3.898407501,5.035051706,1.35558501,2.319570548,41.42158893,8.72194222,NA,NA,NA,NA,108,NA,NA,NA,1,5,160789,10469,14569,25389,30285,28088,0,0,4,28,54,87158,95904,1190,12657,6421,23148,4116,1571,1542,14554,10772,12967,184252,1251,56,2911,2794,26281,143,22086,356,27085,2326,25,98775,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:272","2020-12-11",31896,1654,23215,1194,506,2908,113008,9479,20979,406,17,248,16,7,15,1888,NA,NA,458,20,116,9,7,50,2052,NA,171,11,0,1,0,0,0,43,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,673.2025454,322.3983003,999.0489347,179.8409447,167.6718139,2409.079612,473.4146236,NA,NA,9.666627972,3.898407501,4.992017076,1.35558501,2.319570548,41.42158893,8.596265819,NA,NA,NA,NA,108,NA,NA,NA,1,5,158409,10291,14289,25103,29859,27698,0,0,4,28,54,86000,94503,1121,12499,6339,22888,4075,1548,1528,14413,10639,12912,181624,1233,56,2875,2759,25937,142,21785,351,26662,2296,25,96147,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
