"","county_nam","mydate","deaths","fhwa_numbe","fips","positive","negative","recoveries","total_tests","active_cases","pop_5yr_est_2018","confirmed_pos","probable_pos","confirmed_neg","probable_neg","confirmed_recov","probable_recov","confirmed_death","probable_death","confirmed_active","probable_active","pcr_test","antigen_test","pcr_pos_test","pcr_neg_test","antigen_pos_test","antigen_neg_test","total_pos_test","total_neg_test","New_Cases_Today","Recovered_Since_Yesterday","New_Deaths_Today","New_Tests_Dashboard","Cases_Population","Tested_Population","New_Cases_Today_10k_Pop","Active_Cases_10k_Pop","Pct_Positive_Cumulative","Pct_Positive_New_to_Dashboard","Closed","Pct_Deaths_vs_Recoveries","Pct_Recoveries_vs_Deaths","lab_prvt","lab_pub"
"10359","Lee",2020-05-20,0,0,0,0,0,0,0,0,0,12,0,176,0,6,0,1,0,5,0,188,0,0,0,0,0,0,0,0,2,0,2,0.127686742,2.000425622,0,NA,6.382978723,0,7,14.28571429,85.71428571,0,0
"10360","Lincoln",2020-05-20,0,0,0,0,0,0,0,0,0,966,0,900,0,922,0,8,0,36,0,1866,0,0,0,0,0,0,0,1,36,0,3,7.053669222,13.62541073,0.730193501,NA,51.76848875,33.33333333,930,0.860215054,99.13978495,0,0
"10361","LittleRiver",2020-05-20,0,0,0,0,0,0,0,0,0,1,0,142,0,0,0,0,0,1,0,143,0,0,0,0,0,0,0,0,0,0,5,0.008053475,1.151646936,0,NA,0.699300699,0,0,NA,NA,0,0
"10362","Logan",2020-05-20,0,0,0,0,0,0,0,0,0,4,0,221,0,4,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,3,0.018384888,1.034149929,0,NA,1.777777778,0,4,0,100,0,0
"10363","Lonoke",2020-05-20,0,0,0,0,0,0,0,0,0,46,0,1438,0,43,0,0,0,3,0,1484,0,0,0,0,0,0,0,0,0,0,50,0.063706617,2.055230867,0,NA,3.099730458,0,43,0,100,0,0
"10364","Madison",2020-05-20,0,0,0,0,0,0,0,0,0,2,0,236,0,1,0,0,0,1,0,238,0,0,0,0,0,0,0,0,0,0,8,0.012439358,1.467844259,0,NA,0.840336134,0,1,0,100,0,0
"10365","Marion",2020-05-20,0,0,0,0,0,0,0,0,0,1,0,131,0,1,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,3,0.006083465,0.796933934,0,NA,0.757575758,0,1,0,100,0,0
"10366","Miller",2020-05-20,0,0,0,0,0,0,0,0,0,42,0,545,0,37,0,1,0,4,0,587,0,0,0,0,0,0,0,0,0,0,26,0.095980255,1.245458077,0,NA,7.155025554,0,38,2.631578947,97.36842105,0,0
"10367","MissingCountyInfo",2020-05-20,0,0,0,0,0,0,0,0,0,133,0,24735,0,112,0,0,0,21,0,24868,0,0,0,0,0,0,0,3,7,0,570,NA,NA,NA,NA,0.53482387,0,112,0,100,0,0
"10368","Mississippi",2020-05-20,0,0,0,0,0,0,0,0,0,66,0,794,0,49,0,1,0,16,0,860,0,0,0,0,0,0,0,1,2,0,20,0.154093997,1.853797483,0.233475754,NA,7.674418605,5,50,2,98,0,0
"10369","Monroe",2020-05-20,0,0,0,0,0,0,0,0,0,5,0,132,0,4,0,0,0,1,0,137,0,0,0,0,0,0,0,0,0,0,4,0.068975031,1.820940819,0,NA,3.649635036,0,4,0,100,0,0
"10370","Montgomery",2020-05-20,0,0,0,0,0,0,0,0,0,1,0,131,0,1,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,4,0.01111976,1.456688536,0,NA,0.757575758,0,1,0,100,0,0
"10371","Nevada",2020-05-20,0,0,0,0,0,0,0,0,0,4,0,106,0,3,0,0,0,1,0,110,0,0,0,0,0,0,0,0,0,0,2,0.047393365,1.255924171,0,NA,3.636363636,0,3,0,100,0,0
"10372","Newton",2020-05-20,0,0,0,0,0,0,0,0,0,3,0,108,0,3,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,2,0.0382263,1.376146789,0,NA,2.702702703,0,3,0,100,0,0
"10373","Ouachita",2020-05-20,0,0,0,0,0,0,0,0,0,10,0,656,0,8,0,0,0,2,0,666,0,0,0,0,0,0,0,0,0,0,8,0.041483448,2.762797644,0,NA,1.501501502,0,8,0,100,0,0
"10374","Perry",2020-05-20,0,0,0,0,0,0,0,0,0,12,0,223,0,11,0,0,0,1,0,235,0,0,0,0,0,0,0,0,0,0,7,0.116256539,2.160434024,0,NA,5.106382979,0,11,0,100,0,0
"10375","Phillips",2020-05-20,0,0,0,0,0,0,0,0,0,5,0,332,0,3,0,1,0,1,0,337,0,0,0,0,0,0,0,0,0,0,30,0.026268782,1.770515919,0,NA,1.483679525,0,4,25,75,0,0
"10376","Pike",2020-05-20,0,0,0,0,0,0,0,0,0,3,0,457,0,3,0,0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,9,0.027757217,4.256106588,0,NA,0.652173913,0,3,0,100,0,0
"10377","Poinsett",2020-05-20,0,0,0,0,0,0,0,0,0,28,0,406,0,22,0,2,0,4,0,434,0,0,0,0,0,0,0,0,0,0,24,0.116404756,1.804273717,0,NA,6.451612903,0,24,8.333333333,91.66666667,0,0
"10378","Polk",2020-05-20,0,0,0,0,0,0,0,0,0,9,0,378,0,7,0,0,0,2,0,387,0,0,0,0,0,0,0,1,0,0,16,0.044636215,1.874721024,0.495957943,NA,2.325581395,0,7,0,100,0,0
"10379","Pope",2020-05-20,0,0,0,0,0,0,0,0,0,79,0,2048,0,47,0,0,0,32,0,2127,0,0,0,0,0,0,0,3,1,0,33,0.124127962,3.217899566,0.471372007,NA,3.714151387,9.090909091,47,0,100,0,0
"10380","Prairie",2020-05-20,0,0,0,0,0,0,0,0,0,2,0,83,0,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0.024260068,1.006792819,0,NA,2.352941176,0,2,0,100,0,0
"10381","Pulaski",2020-05-20,0,0,0,0,0,0,0,0,0,724,0,10049,0,587,0,28,0,109,0,10773,0,0,0,0,0,0,0,11,11,3,346,0.184007137,2.553988558,0.279568854,NA,6.720504966,3.179190751,615,4.552845528,95.44715447,0,0
"10382","Randolph",2020-05-20,0,0,0,0,0,0,0,0,0,24,0,779,0,21,0,0,0,3,0,803,0,0,0,0,0,0,0,1,0,0,14,0.136340397,4.561722434,0.568084986,NA,2.98879203,7.142857143,21,0,100,0,0
"10383","Saline",2020-05-20,0,0,0,0,0,0,0,0,0,82,0,2675,0,72,0,1,0,9,0,2757,0,0,0,0,0,0,0,0,0,0,70,0.069486226,2.336262488,0,NA,2.97424737,0,73,1.369863014,98.63013699,0,0
"10384","Scott",2020-05-20,0,0,0,0,0,0,0,0,0,1,0,23,0,1,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,1,0.009576709,0.229841027,0,NA,4.166666667,0,1,0,100,0,0
"10385","Searcy",2020-05-20,0,0,0,0,0,0,0,0,0,6,0,301,0,6,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,8,0.075728891,3.874794901,0,NA,1.954397394,0,6,0,100,0,0
"10386","Sebastian",2020-05-20,0,0,0,0,0,0,0,0,0,18,0,860,0,15,0,0,0,3,0,878,0,0,0,0,0,0,0,1,0,0,23,0.014121967,0.688838154,0.078455371,NA,2.050113895,4.347826087,15,0,100,0,0
"10387","Sevier",2020-05-20,0,0,0,0,0,0,0,0,0,49,0,411,0,19,0,1,0,29,0,460,0,0,0,0,0,0,0,3,1,0,11,0.284999709,2.390507765,1.744896179,NA,10.65217391,27.27272727,20,5,95,0,0
"10388","Sharp",2020-05-20,0,0,0,0,0,0,0,0,0,40,0,228,0,8,0,2,0,30,0,268,0,0,0,0,0,0,0,2,1,0,4,0.234700464,1.572493106,1.173502318,NA,14.92537313,50,10,20,80,0,0
"10389","St.Francis",2020-05-20,0,0,0,0,0,0,0,0,0,365,0,1754,0,262,0,0,0,103,0,2119,0,0,0,0,0,0,0,3,11,0,18,1.388149388,8.058872747,1.140944702,NA,17.22510618,16.66666667,262,0,100,0,0
"10390","Stone",2020-05-20,0,0,0,0,0,0,0,0,0,8,0,196,0,8,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,2,0.06427768,1.639080829,0,NA,3.921568627,0,8,0,100,0,0
"10391","Union",2020-05-20,0,0,0,0,0,0,0,0,0,121,0,713,0,75,0,4,0,42,0,834,0,0,0,0,0,0,0,4,4,0,45,0.304540421,2.099063727,1.006745193,NA,14.50839329,8.888888889,79,5.063291139,94.93670886,0,0
"10392","VanBuren",2020-05-20,0,0,0,0,0,0,0,0,0,28,0,387,0,26,0,2,0,0,0,415,0,0,0,0,0,0,0,0,0,0,8,0.167825462,2.48741309,0,NA,6.746987952,0,28,7.142857143,92.85714286,0,0
"10393","Washington",2020-05-20,0,0,0,0,0,0,0,0,0,154,0,3496,0,102,0,5,0,47,0,3650,0,0,0,0,0,0,0,3,3,0,69,0.067387509,1.597171475,0.131274368,NA,4.219178082,4.347826087,107,4.672897196,95.3271028,0,0
"10394","White",2020-05-20,0,0,0,0,0,0,0,0,0,37,0,1452,0,33,0,1,0,3,0,1489,0,0,0,0,0,0,0,0,0,0,62,0.046951931,1.889497995,0,NA,2.484889187,0,34,2.941176471,97.05882353,0,0
"10395","Woodruff",2020-05-20,0,0,0,0,0,0,0,0,0,1,0,83,0,1,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,4,0.015015015,1.261261261,0,NA,1.19047619,0,1,0,100,0,0
"10396","Yell",2020-05-20,0,0,0,0,0,0,0,0,0,38,0,278,0,6,0,1,0,31,0,316,0,0,0,0,0,0,0,8,0,0,10,0.174656432,1.452406122,3.676977524,NA,12.02531646,80,7,14.28571429,85.71428571,0,0
"10397","Arkansas",2020-05-19,0,0,0,0,0,0,0,0,0,2,0,219,0,2,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,8,0.011035092,1.219377621,0,NA,0.904977376,0,2,0,100,0,0
"10398","Arkansas_all_counties",2020-05-19,0,0,0,0,0,0,0,0,2990671,4923,0,88778,0,3739,0,102,0,1082,0,93701,0,0,0,0,0,0,0,110,94,2,6087,0.163131867,3.104939883,0.36450346,NA,5.253946062,1.807129949,3841,2.655558448,97.34444155,0,0
"10399","Ashley",2020-05-19,0,0,0,0,0,0,0,0,0,19,0,485,0,17,0,0,0,2,0,504,0,0,0,0,0,0,0,1,0,0,8,0.092515947,2.454107221,0.486926036,NA,3.76984127,12.5,17,0,100,0,0
"10400","Baxter",2020-05-19,0,0,0,0,0,0,0,0,0,6,0,475,0,5,0,0,0,1,0,481,0,0,0,0,0,0,0,0,0,0,14,0.014556394,1.166937577,0,NA,1.247401247,0,5,0,100,0,0
"10401","Benton",2020-05-19,0,0,0,0,0,0,0,0,0,155,0,7081,0,118,0,0,0,37,0,7236,0,0,0,0,0,0,0,5,1,0,418,0.059850181,2.79403815,0.193065102,NA,2.142067441,1.196172249,118,0,100,0,0
"10402","Boone",2020-05-19,0,0,0,0,0,0,0,0,0,5,0,509,0,4,0,0,0,1,0,514,0,0,0,0,0,0,0,1,0,0,16,0.01340914,1.378459558,0.268182793,NA,0.972762646,6.25,4,0,100,0,0
"10403","Bradley",2020-05-19,0,0,0,0,0,0,0,0,0,14,0,342,0,10,0,1,0,3,0,356,0,0,0,0,0,0,0,-1,0,0,1,0.127877238,3.251735477,-0.913408842,NA,3.93258427,0,11,9.090909091,90.90909091,0,0
"10404","Calhoun",2020-05-19,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,1,0,0.92272203,0,NA,0,0,0,NA,NA,0,0
"10405","Carroll",2020-05-19,0,0,0,0,0,0,0,0,0,6,0,479,0,5,0,0,0,1,0,485,0,0,0,0,0,0,0,0,0,0,28,0.021515401,1.739161617,0,NA,1.237113402,0,5,0,100,0,0
"10406","Chicot",2020-05-19,0,0,0,0,0,0,0,0,0,11,0,183,0,9,0,0,0,2,0,194,0,0,0,0,0,0,0,0,0,0,7,0.101607242,1.791982265,0,NA,5.670103093,0,9,0,100,0,0
"10407","Clark",2020-05-19,0,0,0,0,0,0,0,0,0,35,0,647,0,34,0,0,0,1,0,682,0,0,0,0,0,0,0,2,0,0,11,0.156354702,3.046683047,0.893455439,NA,5.131964809,18.18181818,34,0,100,0,0
"10408","Clay",2020-05-19,0,0,0,0,0,0,0,0,0,4,0,414,0,3,0,0,0,1,0,418,0,0,0,0,0,0,0,0,0,0,9,0.026558661,2.775380121,0,NA,0.956937799,0,3,0,100,0,0
"10409","Cleburne",2020-05-19,0,0,0,0,0,0,0,0,0,72,0,527,0,68,0,4,0,0,0,599,0,0,0,0,0,0,0,0,0,0,8,0.285374554,2.374157749,0,NA,12.02003339,0,72,5.555555556,94.44444444,0,0
"10410","Cleveland",2020-05-19,0,0,0,0,0,0,0,0,0,17,0,260,0,13,0,0,0,4,0,277,0,0,0,0,0,0,0,1,0,0,5,0.206661804,3.367371748,1.215657671,NA,6.137184116,20,13,0,100,0,0
"10411","Columbia",2020-05-19,0,0,0,0,0,0,0,0,0,18,0,276,0,12,0,2,0,4,0,294,0,0,0,0,0,0,0,2,0,0,9,0.075339026,1.230537418,0.837100285,NA,6.12244898,22.22222222,14,14.28571429,85.71428571,0,0
"10412","Conway",2020-05-19,0,0,0,0,0,0,0,0,0,14,0,460,0,12,0,1,0,1,0,474,0,0,0,0,0,0,0,0,0,0,10,0.066966421,2.267291687,0,NA,2.953586498,0,13,7.692307692,92.30769231,0,0
"10413","Craighead",2020-05-19,0,0,0,0,0,0,0,0,0,147,0,2793,0,100,0,0,0,47,0,2940,0,0,0,0,0,0,0,6,10,0,137,0.139071532,2.781430639,0.567638906,NA,5,4.379562044,100,1,100,0,0
"10414","Crawford",2020-05-19,0,0,0,0,0,0,0,0,0,12,0,515,0,6,0,0,0,6,0,527,0,0,0,0,0,0,0,1,1,0,17,0.019208605,0.843577923,0.160071712,NA,2.277039848,5.882352941,6,0,100,0,0
"10415","Crittenden",2020-05-19,0,0,0,0,0,0,0,0,0,241,0,2097,0,200,0,7,0,34,0,2338,0,0,0,0,0,0,0,4,4,0,90,0.491706282,4.770163018,0.816110012,NA,10.30795552,4.444444444,207,3.381642512,96.61835749,0,0
"10416","Cross",2020-05-19,0,0,0,0,0,0,0,0,0,39,0,487,0,27,0,0,0,12,0,526,0,0,0,0,0,0,0,3,0,0,33,0.229438758,3.094481704,1.764913519,NA,7.414448669,9.090909091,27,0,100,0,0
"10417","CumminsPrison",2020-05-19,0,0,0,0,0,0,0,0,0,872,0,1058,0,860,0,8,0,4,0,1930,0,0,0,0,0,0,0,0,NA,0,0,44.30894309,98.06910569,0,NA,45.18134715,0,868,0.921658986,99.07834101,0,0
"10418","Dallas",2020-05-19,0,0,0,0,0,0,0,0,0,1,0,121,0,1,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,6,0.013455328,1.641550054,0,NA,0.819672131,0,1,0,100,0,0
"10419","Desha",2020-05-19,0,0,0,0,0,0,0,0,0,18,0,378,0,17,0,0,0,1,0,396,0,0,0,0,0,0,0,0,0,0,0,0.151425927,3.331370405,0,NA,4.545454545,0,17,0,100,0,0
"10420","Drew",2020-05-19,0,0,0,0,0,0,0,0,0,19,0,487,0,16,0,1,0,2,0,506,0,0,0,0,0,0,0,0,0,0,5,0.102691601,2.734839477,0,NA,3.754940711,0,17,5.882352941,94.11764706,0,0
"10421","Faulkner",2020-05-19,0,0,0,0,0,0,0,0,0,95,0,2453,0,80,0,3,0,12,0,2548,0,0,0,0,0,0,0,1,0,0,48,0.077604235,2.081427264,0.081688668,NA,3.728414443,2.083333333,83,3.614457831,96.38554217,0,0
"10422","Franklin",2020-05-19,0,0,0,0,0,0,0,0,0,2,0,190,0,2,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,8,0.011248594,1.079865017,0,NA,1.041666667,0,2,0,100,0,0
"10423","Fulton",2020-05-19,0,0,0,0,0,0,0,0,0,4,0,186,0,3,0,0,0,1,0,190,0,0,0,0,0,0,0,0,0,0,2,0.032951643,1.565203065,0,NA,2.105263158,0,3,0,100,0,0
"10424","Garland",2020-05-19,0,0,0,0,0,0,0,0,0,130,0,3362,0,118,0,1,0,11,0,3492,0,0,0,0,0,0,0,0,1,0,69,0.13225091,3.552462919,0,NA,3.72279496,0,119,0.840336134,99.15966387,0,0
"10425","Grant",2020-05-19,0,0,0,0,0,0,0,0,0,16,0,394,0,15,0,0,0,1,0,410,0,0,0,0,0,0,0,0,0,0,8,0.088466217,2.26694681,0,NA,3.902439024,0,15,0,100,0,0
"10426","Greene",2020-05-19,0,0,0,0,0,0,0,0,0,25,0,1283,0,23,0,0,0,2,0,1308,0,0,0,0,0,0,0,1,1,0,44,0.05602492,2.931223808,0.22409968,NA,1.911314985,2.272727273,23,0,100,0,0
"10427","Hempstead",2020-05-19,0,0,0,0,0,0,0,0,0,9,0,182,0,6,0,1,0,2,0,191,0,0,0,0,0,0,0,0,0,0,17,0.040875647,0.867472068,0,NA,4.712041885,0,7,14.28571429,85.71428571,0,0
"10428","HotSpring",2020-05-19,0,0,0,0,0,0,0,0,0,29,0,682,0,25,0,0,0,4,0,711,0,0,0,0,0,0,0,0,3,0,18,0.086515513,2.121121718,0,NA,4.078762307,0,25,0,100,0,0
"10429","Howard",2020-05-19,0,0,0,0,0,0,0,0,0,14,0,233,0,14,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,8,0.104563448,1.844797968,0,NA,5.668016194,0,14,0,100,0,0
"10430","Independence",2020-05-19,0,0,0,0,0,0,0,0,0,26,0,594,0,18,0,0,0,8,0,620,0,0,0,0,0,0,0,0,1,0,53,0.069772435,1.663804208,0,NA,4.193548387,0,18,0,100,0,0
"10431","Izard",2020-05-19,0,0,0,0,0,0,0,0,0,14,0,161,0,10,0,0,0,4,0,175,0,0,0,0,0,0,0,1,0,0,8,0.103252452,1.290655653,0.737517516,NA,8,12.5,10,0,100,0,0
"10432","Jackson",2020-05-19,0,0,0,0,0,0,0,0,0,1,0,186,0,1,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,3,0.005805515,1.08563135,0,NA,0.534759358,0,1,0,100,0,0
"10433","Jefferson",2020-05-19,0,0,0,0,0,0,0,0,0,497,0,2145,0,196,0,20,0,281,0,2642,0,0,0,0,0,0,0,6,1,1,55,0.705725321,3.751561968,0.851982279,NA,18.81150643,10.90909091,216,9.259259259,90.74074074,0,0
"10434","Johnson",2020-05-19,0,0,0,0,0,0,0,0,0,35,0,287,0,33,0,0,0,2,0,322,0,0,0,0,0,0,0,0,0,0,10,0.133125404,1.224753718,0,NA,10.86956522,0,33,0,100,0,0
"10435","Lafayette",2020-05-19,0,0,0,0,0,0,0,0,0,9,0,36,0,8,0,1,0,0,0,45,0,0,0,0,0,0,0,0,0,0,1,0.130151844,0.650759219,0,NA,20,0,9,11.11111111,88.88888889,0,0
"10436","Lawrence",2020-05-19,0,0,0,0,0,0,0,0,0,77,0,537,0,56,0,4,0,17,0,614,0,0,0,0,0,0,0,4,1,0,27,0.461935329,3.683484312,2.399664047,NA,12.54071661,14.81481481,60,6.666666667,93.33333333,0,0
"10437","Lee",2020-05-19,0,0,0,0,0,0,0,0,0,12,0,174,0,4,0,1,0,7,0,186,0,0,0,0,0,0,0,0,1,0,14,0.127686742,1.979144499,0,NA,6.451612903,0,5,20,80,0,0
"10438","Lincoln",2020-05-19,0,0,0,0,0,0,0,0,0,965,0,898,0,886,0,8,0,71,0,1863,0,0,0,0,0,0,0,0,11,0,6,7.046367287,13.60350493,0,NA,51.79817499,0,894,0.894854586,99.10514541,0,0
"10439","LittleRiver",2020-05-19,0,0,0,0,0,0,0,0,0,1,0,137,0,0,0,0,0,1,0,138,0,0,0,0,0,0,0,0,0,0,9,0.008053475,1.11137956,0,NA,0.724637681,0,0,NA,NA,0,0
"10440","Logan",2020-05-19,0,0,0,0,0,0,0,0,0,4,0,218,0,4,0,0,0,0,0,222,0,0,0,0,0,0,0,0,1,0,9,0.018384888,1.020361263,0,NA,1.801801802,0,4,0,100,0,0
"10441","Lonoke",2020-05-19,0,0,0,0,0,0,0,0,0,46,0,1388,0,43,0,0,0,3,0,1434,0,0,0,0,0,0,0,1,1,0,43,0.063706617,1.985984544,0.138492646,NA,3.207810321,2.325581395,43,0,100,0,0
"10442","Madison",2020-05-19,0,0,0,0,0,0,0,0,0,2,0,228,0,1,0,0,0,1,0,230,0,0,0,0,0,0,0,1,0,0,14,0.012439358,1.418086827,0.621967906,NA,0.869565217,7.142857143,1,0,100,0,0
"10443","Marion",2020-05-19,0,0,0,0,0,0,0,0,0,1,0,128,0,1,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,4,0.006083465,0.778683538,0,NA,0.775193798,0,1,0,100,0,0
"10444","Miller",2020-05-19,0,0,0,0,0,0,0,0,0,42,0,519,0,37,0,1,0,4,0,561,0,0,0,0,0,0,0,0,1,0,29,0.095980255,1.186041729,0,NA,7.486631016,0,38,2.631578947,97.36842105,0,0
"10445","MissingCountyInfo",2020-05-19,0,0,0,0,0,0,0,0,0,130,0,24168,0,105,0,0,0,25,0,24298,0,0,0,0,0,0,0,0,2,0,3538,NA,NA,NA,NA,0.535023459,0,105,0,100,0,0
"10446","Mississippi",2020-05-19,0,0,0,0,0,0,0,0,0,65,0,775,0,47,0,1,0,17,0,840,0,0,0,0,0,0,0,3,17,1,41,0.15175924,1.80943709,0.700427261,NA,7.738095238,7.317073171,48,2.083333333,97.91666667,0,0
"10447","Monroe",2020-05-19,0,0,0,0,0,0,0,0,0,5,0,128,0,4,0,0,0,1,0,133,0,0,0,0,0,0,0,0,0,0,3,0.068975031,1.765760795,0,NA,3.759398496,0,4,0,100,0,0
"10448","Montgomery",2020-05-19,0,0,0,0,0,0,0,0,0,1,0,127,0,1,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,5,0.01111976,1.412209496,0,NA,0.78125,0,1,0,100,0,0
"10449","Nevada",2020-05-19,0,0,0,0,0,0,0,0,0,4,0,104,0,3,0,0,0,1,0,108,0,0,0,0,0,0,0,0,0,0,5,0.047393365,1.232227488,0,NA,3.703703704,0,3,0,100,0,0
"10450","Newton",2020-05-19,0,0,0,0,0,0,0,0,0,3,0,106,0,3,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,3,0.0382263,1.350662589,0,NA,2.752293578,0,3,0,100,0,0
"10451","Ouachita",2020-05-19,0,0,0,0,0,0,0,0,0,10,0,648,0,8,0,0,0,2,0,658,0,0,0,0,0,0,0,0,1,0,30,0.041483448,2.729610885,0,NA,1.519756839,0,8,0,100,0,0
"10452","Perry",2020-05-19,0,0,0,0,0,0,0,0,0,12,0,216,0,11,0,0,0,1,0,228,0,0,0,0,0,0,0,0,3,0,4,0.116256539,2.09261771,0,NA,5.263157895,0,11,0,100,0,0
"10453","Phillips",2020-05-19,0,0,0,0,0,0,0,0,0,5,0,302,0,3,0,1,0,1,0,307,0,0,0,0,0,0,0,0,0,0,17,0.026268782,1.612903226,0,NA,1.628664495,0,4,25,75,0,0
"10454","Pike",2020-05-19,0,0,0,0,0,0,0,0,0,3,0,448,0,3,0,0,0,0,0,451,0,0,0,0,0,0,0,0,0,0,8,0.027757217,4.172834937,0,NA,0.66518847,0,3,0,100,0,0
"10455","Poinsett",2020-05-19,0,0,0,0,0,0,0,0,0,28,0,382,0,22,0,2,0,4,0,410,0,0,0,0,0,0,0,1,0,0,12,0.116404756,1.704498212,0.415731271,NA,6.829268293,8.333333333,24,8.333333333,91.66666667,0,0
"10456","Polk",2020-05-19,0,0,0,0,0,0,0,0,0,8,0,363,0,7,0,0,0,1,0,371,0,0,0,0,0,0,0,0,0,0,5,0.039676635,1.800327332,0,NA,2.156334232,0,7,0,100,0,0
"10457","Pope",2020-05-19,0,0,0,0,0,0,0,0,0,76,0,2018,0,46,0,0,0,30,0,2094,0,0,0,0,0,0,0,0,1,0,21,0.119414242,3.170762366,0,NA,3.629417383,0,46,0,100,0,0
"10458","Prairie",2020-05-19,0,0,0,0,0,0,0,0,0,2,0,83,0,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0.024260068,1.006792819,0,NA,2.352941176,0,2,0,100,0,0
"10459","Pulaski",2020-05-19,0,0,0,0,0,0,0,0,0,713,0,9714,0,576,0,25,0,112,0,10427,0,0,0,0,0,0,0,20,16,0,401,0.181211448,2.468847134,0.508307007,NA,6.838016687,4.987531172,601,4.159733777,95.84026622,0,0
"10460","Randolph",2020-05-19,0,0,0,0,0,0,0,0,0,23,0,766,0,21,0,0,0,2,0,789,0,0,0,0,0,0,0,1,0,0,21,0.130659547,4.482190536,0.568084986,NA,2.915082383,4.761904762,21,0,100,0,0
"10461","Saline",2020-05-19,0,0,0,0,0,0,0,0,0,82,0,2605,0,72,0,1,0,9,0,2687,0,0,0,0,0,0,0,0,0,0,82,0.069486226,2.276944979,0,NA,3.051730555,0,73,1.369863014,98.63013699,0,0
"10462","Scott",2020-05-19,0,0,0,0,0,0,0,0,0,1,0,22,0,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0.009576709,0.220264317,0,NA,4.347826087,0,1,0,100,0,0
"10463","Searcy",2020-05-19,0,0,0,0,0,0,0,0,0,6,0,293,0,6,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,13,0.075728891,3.773823047,0,NA,2.006688963,0,6,0,100,0,0
"10464","Sebastian",2020-05-19,0,0,0,0,0,0,0,0,0,17,0,838,0,15,0,0,0,2,0,855,0,0,0,0,0,0,0,1,0,0,31,0.013337413,0.670793419,0.078455371,NA,1.988304094,3.225806452,15,0,100,0,0
"10465","Sevier",2020-05-19,0,0,0,0,0,0,0,0,0,46,0,403,0,18,0,1,0,27,0,449,0,0,0,0,0,0,0,14,2,0,38,0.267550747,2.3439772,8.142848834,NA,10.24498886,36.84210526,19,5.263157895,94.73684211,0,0
"10466","Sharp",2020-05-19,0,0,0,0,0,0,0,0,0,38,0,226,0,7,0,2,0,29,0,264,0,0,0,0,0,0,0,1,1,0,7,0.22296544,1.549023059,0.586751159,NA,14.39393939,14.28571429,9,22.22222222,77.77777778,0,0
"10467","St.Francis",2020-05-19,0,0,0,0,0,0,0,0,0,362,0,1739,0,251,0,0,0,111,0,2101,0,0,0,0,0,0,0,13,9,0,197,1.376739941,7.990416065,4.94409371,NA,17.22989053,6.598984772,251,0,100,0,0
"10468","Stone",2020-05-19,0,0,0,0,0,0,0,0,0,8,0,194,0,8,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,16,0.06427768,1.623011409,0,NA,3.96039604,0,8,0,100,0,0
"10469","Union",2020-05-19,0,0,0,0,0,0,0,0,0,117,0,672,0,71,0,4,0,42,0,789,0,0,0,0,0,0,0,10,2,0,101,0.294472969,1.985804893,2.516862982,NA,14.82889734,9.900990099,75,5.333333333,94.66666667,0,0
"10470","VanBuren",2020-05-19,0,0,0,0,0,0,0,0,0,28,0,379,0,26,0,2,0,0,0,407,0,0,0,0,0,0,0,0,0,0,3,0.167825462,2.439462959,0,NA,6.87960688,0,28,7.142857143,92.85714286,0,0
"10471","Washington",2020-05-19,0,0,0,0,0,0,0,0,0,151,0,3430,0,99,0,5,0,47,0,3581,0,0,0,0,0,0,0,6,2,0,116,0.066074765,1.56697837,0.262548736,NA,4.216699246,5.172413793,104,4.807692308,95.19230769,0,0
"10472","White",2020-05-19,0,0,0,0,0,0,0,0,0,37,0,1390,0,33,0,1,0,3,0,1427,0,0,0,0,0,0,0,0,0,0,27,0.046951931,1.810821786,0,NA,2.592852137,0,34,2.941176471,97.05882353,0,0
"10473","Woodruff",2020-05-19,0,0,0,0,0,0,0,0,0,1,0,79,0,1,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,2,0.015015015,1.201201201,0,NA,1.25,0,1,0,100,0,0
