"","county_nam","mydate","deaths","fhwa_numbe","fips","positive","negative","recoveries","total_tests","active_cases","pop_5yr_est_2018","confirmed_pos","probable_pos","confirmed_neg","probable_neg","confirmed_recov","probable_recov","confirmed_death","probable_death","confirmed_active","probable_active","pcr_test","antigen_test","pcr_pos_test","pcr_neg_test","antigen_pos_test","antigen_neg_test","total_pos_test","total_neg_test","New_Cases_Today","Recovered_Since_Yesterday","New_Deaths_Today","New_Tests_Dashboard","Cases_Population","Tested_Population","New_Cases_Today_10k_Pop","Active_Cases_10k_Pop","Pct_Positive_Cumulative","Pct_Positive_New_to_Dashboard","Closed","Pct_Deaths_vs_Recoveries","Pct_Recoveries_vs_Deaths","lab_prvt","lab_pub"
"2035","Independence",2020-09-05,0,0,0,0,0,0,0,0,0,806,0,8135,0,714,0,8,0,84,0,8941,0,0,0,0,0,0,0,3,7,0,24,2.16294547,23.99366681,0.805066552,22.54186346,9.014651605,12.5,722,1.108033241,98.89196676,0,0
"2036","Izard",2020-09-05,0,0,0,0,0,0,0,0,0,109,0,2835,0,92,0,0,0,17,0,2944,0,0,0,0,0,0,0,0,3,0,8,0.803894092,21.71251567,0,12.53779777,3.702445652,0,92,0,100,0,0
"2037","Jackson",2020-09-05,0,0,0,0,0,0,0,0,0,194,0,5148,0,174,0,1,0,19,0,5342,0,0,0,0,0,0,0,0,4,0,41,1.126269956,31.01306241,0,11.03047896,3.631598652,0,175,0.571428571,99.42857143,0,0
"2038","Jefferson",2020-09-05,0,0,0,0,0,0,0,0,0,2241,0,21852,0,1896,0,51,0,294,0,24093,0,0,0,0,0,0,0,50,17,0,324,3.182153811,34.2113484,7.099852323,41.74713166,9.301456855,15.43209877,1947,2.619414484,97.38058552,0,0
"2039","Johnson",2020-09-05,0,0,0,0,0,0,0,0,0,777,0,5728,0,757,0,4,0,16,0,6505,0,0,0,0,0,0,0,2,2,0,32,2.955383972,24.74230725,0.760716595,6.08573276,11.94465796,6.25,761,0.525624179,99.47437582,0,0
"2040","Lafayette",2020-09-05,0,0,0,0,0,0,0,0,0,74,0,804,0,68,0,2,0,4,0,878,0,0,0,0,0,0,0,0,0,0,2,1.070137383,12.69703543,0,5.784526392,8.428246014,0,70,2.857142857,97.14285714,0,0
"2041","Lawrence",2020-09-05,0,0,0,0,0,0,0,0,0,263,0,2923,0,231,0,11,0,21,0,3186,0,0,0,0,0,0,0,1,0,0,124,1.577779111,19.11332413,0.599916012,12.59823625,8.254865035,0.806451613,242,4.545454545,95.45454545,0,0
"2042","Lee",2020-09-05,0,0,0,0,0,0,0,0,0,1010,0,3323,0,983,0,11,0,16,0,4333,0,0,0,0,0,0,0,1,2,0,10,10.74696744,46.10555437,1.064056182,17.02489891,23.30948535,10,994,1.106639839,98.89336016,0,0
"2043","Lincoln",2020-09-05,0,0,0,0,0,0,0,0,0,1754,0,5612,0,1380,0,13,0,361,0,7366,0,0,0,0,0,0,0,17,4,0,121,12.80759401,53.7860533,12.41328952,263.599854,23.81210969,14.04958678,1393,0.933237617,99.06676238,0,0
"2044","LittleRiver",2020-09-05,0,0,0,0,0,0,0,0,0,300,0,1471,0,262,0,15,0,23,0,1771,0,0,0,0,0,0,0,1,0,0,6,2.416042522,14.26270436,0.805347507,18.52299267,16.93958216,16.66666667,277,5.415162455,94.58483755,0,0
"2045","Logan",2020-09-05,0,0,0,0,0,0,0,0,0,367,0,5416,0,353,0,1,0,13,0,5783,0,0,0,0,0,0,0,0,1,0,12,1.686813439,26.57995128,0,5.975088477,6.3461871,0,354,0.282485876,99.71751412,0,0
"2046","Lonoke",2020-09-05,0,0,0,0,0,0,0,0,0,767,0,13090,0,673,0,5,0,89,0,13857,0,0,0,0,0,0,0,5,7,1,93,1.062238595,19.19092596,0.69246323,12.3258455,5.535108609,5.376344086,678,0.737463127,99.26253687,0,0
"2047","Madison",2020-09-05,0,0,0,0,0,0,0,0,0,308,0,3450,0,296,0,2,0,10,0,3758,0,0,0,0,0,0,0,0,-1,0,11,1.915661152,23.37355392,0,6.219679065,8.195848856,0,298,0.67114094,99.32885906,0,0
"2048","Marion",2020-09-05,0,0,0,0,0,0,0,0,0,51,0,1738,0,42,0,0,0,9,0,1789,0,0,0,0,0,0,0,0,1,0,4,0.310256722,10.88331914,0,5.475118628,2.850754612,0,42,0,100,0,0
"2049","Miller",2020-09-05,0,0,0,0,0,0,0,0,0,646,0,5299,0,589,0,10,0,47,0,5945,0,0,0,0,0,0,0,4,2,1,42,1.476267739,13.58577664,0.914097671,10.74064764,10.86627418,9.523809524,599,1.669449082,98.33055092,0,0
"2050","Mississippi",2020-09-05,0,0,0,0,0,0,0,0,0,1405,0,9671,0,1283,0,32,0,90,0,11076,0,0,0,0,0,0,0,4,15,0,55,3.280334337,25.85977446,0.933903014,21.01281782,12.68508487,7.272727273,1315,2.433460076,97.56653992,0,0
"2051","Monroe",2020-09-05,0,0,0,0,0,0,0,0,0,100,0,1839,0,90,0,0,0,10,0,1939,0,0,0,0,0,0,0,3,0,0,27,1.379500621,26.74851704,4.138501862,13.79500621,5.157297576,11.11111111,90,0,100,0,0
"2052","Montgomery",2020-09-05,0,0,0,0,0,0,0,0,0,118,0,1399,0,70,0,4,0,44,0,1517,0,0,0,0,0,0,0,0,2,0,4,1.312131658,16.86867564,0,48.92694318,7.778510218,0,74,5.405405405,94.59459459,0,0
"2053","Nevada",2020-09-05,0,0,0,0,0,0,0,0,0,165,0,2239,0,147,0,12,0,6,0,2404,0,0,0,0,0,0,0,0,1,0,13,1.954976303,28.48341232,0,7.109004739,6.863560732,0,159,7.547169811,92.45283019,0,0
"2054","Newton",2020-09-05,0,0,0,0,0,0,0,0,0,138,0,1300,0,98,0,15,0,25,0,1438,0,0,0,0,0,0,0,2,3,0,19,1.758409786,18.32313965,2.54841998,31.85524975,9.596662031,10.52631579,113,13.27433628,86.72566372,0,0
"2055","Ouachita",2020-09-05,0,0,0,0,0,0,0,0,0,175,0,4324,0,135,0,5,0,35,0,4499,0,0,0,0,0,0,0,0,5,0,8,0.725960342,18.6634033,0,14.51920684,3.889753279,0,140,3.571428571,96.42857143,0,0
"2056","Perry",2020-09-05,0,0,0,0,0,0,0,0,0,63,0,2158,0,59,0,0,0,4,0,2221,0,0,0,0,0,0,0,1,0,0,20,0.610346832,21.51714784,0.968804495,3.875217981,2.836560108,5,59,0,100,0,0
"2057","Phillips",2020-09-05,0,0,0,0,0,0,0,0,0,414,0,5161,0,387,0,10,0,17,0,5575,0,0,0,0,0,0,0,0,3,0,12,2.175055164,29.28969213,0,8.931385941,7.426008969,0,397,2.518891688,97.48110831,0,0
"2058","Pike",2020-09-05,0,0,0,0,0,0,0,0,0,183,0,1803,0,175,0,1,0,7,0,1986,0,0,0,0,0,0,0,1,1,0,13,1.693190229,18.37527757,0.925240563,6.476683938,9.214501511,7.692307692,176,0.568181818,99.43181818,0,0
"2059","Poinsett",2020-09-05,0,0,0,0,0,0,0,0,0,511,0,5860,0,432,0,6,0,73,0,6371,0,0,0,0,0,0,0,2,8,0,52,2.124386796,26.48623929,0.831462543,30.34838281,8.020718882,3.846153846,438,1.369863014,98.63013699,0,0
"2060","Polk",2020-09-05,0,0,0,0,0,0,0,0,0,234,0,3201,0,214,0,4,0,16,0,3435,0,0,0,0,0,0,0,2,1,0,10,1.160541586,17.03615533,0.991915886,7.935327084,6.812227074,20,218,1.834862385,98.16513761,0,0
"2061","Pope",2020-09-05,0,0,0,0,0,0,0,0,0,1832,0,16700,0,1690,0,20,0,122,0,18532,0,0,0,0,0,0,0,13,21,1,166,2.878511721,29.1182201,2.042612029,19.16912828,9.885603281,7.831325301,1710,1.169590643,98.83040936,0,0
"2062","Prairie",2020-09-05,0,0,0,0,0,0,0,0,0,121,0,1602,0,115,0,1,0,5,0,1723,0,0,0,0,0,0,0,1,0,0,11,1.46773411,20.90004852,1.213003396,6.065016982,7.022634939,9.090909091,116,0.862068966,99.13793103,0,0
"2063","Pulaski",2020-09-05,0,0,0,0,0,0,0,0,0,7441,0,98011,0,6606,0,113,0,722,0,105452,0,0,0,0,0,0,0,74,53,0,796,1.891156221,26.80099527,1.880735927,18.34988296,7.056291014,9.296482412,6719,1.681797887,98.31820211,0,0
"2064","Randolph",2020-09-05,0,0,0,0,0,0,0,0,0,319,0,3721,0,294,0,17,0,8,0,4040,0,0,0,0,0,0,0,2,1,4,18,1.812191104,22.95063341,1.136169971,4.544679884,7.896039604,11.11111111,311,5.466237942,94.53376206,0,0
"2065","Saline",2020-09-05,0,0,0,0,0,0,0,0,0,1676,0,20772,0,1439,0,14,0,223,0,22448,0,0,0,0,0,0,0,10,11,0,143,1.42023066,19.02227796,0.847392995,18.8968638,7.466143977,6.993006993,1453,0.963523744,99.03647626,0,0
"2066","Scott",2020-09-05,0,0,0,0,0,0,0,0,0,89,0,1472,0,88,0,0,0,1,0,1561,0,0,0,0,0,0,0,0,0,0,2,0.85232714,14.94924344,0,0.957670944,5.701473414,0,88,0,100,0,0
"2067","Searcy",2020-09-05,0,0,0,0,0,0,0,0,0,114,0,1552,0,81,0,0,0,33,0,1666,0,0,0,0,0,0,0,1,8,0,4,1.438848921,21.02738862,1.262148176,41.65088981,6.842737095,25,81,0,100,0,0
"2068","Sebastian",2020-09-05,0,0,0,0,0,0,0,0,0,2983,0,32907,0,2738,0,35,0,210,0,35890,0,0,0,0,0,0,0,16,20,0,211,2.340323707,28.15763253,1.255285931,16.47562784,8.311507384,7.582938389,2773,1.262170934,98.73782907,0,0
"2069","Sevier",2020-09-05,0,0,0,0,0,0,0,0,0,1167,0,5678,0,1143,0,14,0,10,0,6845,0,0,0,0,0,0,0,3,4,0,34,6.787646135,39.81271448,1.744896179,5.816320596,17.04894083,8.823529412,1157,1.210025929,98.78997407,0,0
"2070","Sharp",2020-09-05,0,0,0,0,0,0,0,0,0,154,0,2929,0,141,0,5,0,8,0,3083,0,0,0,0,0,0,0,1,2,0,10,0.903596785,18.08953823,0.586751159,4.694009271,4.995134609,10,146,3.424657534,96.57534247,0,0
"2071","St.Francis",2020-09-05,0,0,0,0,0,0,0,0,0,1364,0,9945,0,1283,0,4,0,77,0,11309,0,0,0,0,0,0,0,2,6,0,28,5.187495246,43.00981212,0.760629801,29.28424736,12.0611902,7.142857143,1287,0.310800311,99.68919969,0,0
"2072","Stone",2020-09-05,0,0,0,0,0,0,0,0,0,231,0,2511,0,171,0,4,0,56,0,2742,0,0,0,0,0,0,0,19,5,0,67,1.856017998,22.03117467,15.2659489,44.9943757,8.424507659,28.35820896,175,2.285714286,97.71428571,0,0
"2073","Union",2020-09-05,0,0,0,0,0,0,0,0,0,724,0,7235,0,646,0,21,0,57,0,7959,0,0,0,0,0,0,0,3,3,0,17,1.822208799,20.03171247,0.755058895,14.346119,9.096620178,17.64705882,667,3.148425787,96.85157421,0,0
"2074","VanBuren",2020-09-05,0,0,0,0,0,0,0,0,0,140,0,2875,0,109,0,2,0,29,0,3015,0,0,0,0,0,0,0,2,3,0,12,0.839127308,18.07120595,1.198753297,17.3819228,4.64344942,16.66666667,111,1.801801802,98.1981982,0,0
"2075","Washington",2020-09-05,0,0,0,0,0,0,0,0,0,7577,0,61055,0,6769,0,78,0,730,0,68632,0,0,0,0,0,0,0,148,17,0,930,3.31555295,30.0320747,6.476202145,31.9434295,11.04003963,15.91397849,6847,1.139185045,98.86081496,0,0
"2076","White",2020-09-05,0,0,0,0,0,0,0,0,0,564,0,10292,0,479,0,12,0,73,0,10856,0,0,0,0,0,0,0,0,8,0,44,0.715699711,13.77595046,0,9.263489163,5.195283714,0,491,2.443991853,97.55600815,0,0
"2077","Woodruff",2020-09-05,0,0,0,0,0,0,0,0,0,28,0,1348,0,27,0,0,0,1,0,1376,0,0,0,0,0,0,0,0,0,0,11,0.42042042,20.66066066,0,1.501501502,2.034883721,0,27,0,100,0,0
"2078","Yell",2020-09-05,0,0,0,0,0,0,0,0,0,1177,0,7776,0,1124,0,25,0,28,0,8953,0,0,0,0,0,0,0,4,5,0,47,5.409753183,41.14997472,1.838488762,12.86942134,13.14643136,8.510638298,1149,2.175805048,97.82419495,0,0
"2079","Arkansas_all_counties",2020-09-05,0,0,0,65226,0,0,0,0,2990671,64690,536,700721,0,57968,0,882,0,5840,0,765411,0,0,0,0,0,0,0,548,421,9,6916,2.143611712,25.36317799,1.706538927,19.35182007,8.45166845,7.446500868,58850,1.498725573,98.50127443,0,0
"2080","MissingCountyInfo",2020-09-04,0,0,0,0,0,0,0,0,0,1230,0,22311,0,918,0,0,0,312,0,23541,0,0,0,0,0,0,0,201,145,0,4025,NA,NA,NA,NA,5.224926724,4.99378882,918,0,100,0,0
"2081","Arkansas",2020-09-04,0,0,0,0,0,0,0,0,0,293,0,4135,0,265,0,3,0,25,0,4428,0,0,0,0,0,0,0,6,2,0,28,1.616640918,24.43169278,3.310527477,13.79386449,6.616982836,21.42857143,268,1.119402985,98.88059701,0,0
"2082","Ashley",2020-09-04,0,0,0,0,0,0,0,0,0,389,0,4130,0,373,0,7,0,9,0,4519,0,0,0,0,0,0,0,1,5,0,25,1.89414228,22.00418756,0.486926036,4.382334323,8.608099137,4,380,1.842105263,98.15789474,0,0
"2083","Baxter",2020-09-04,0,0,0,0,0,0,0,0,0,147,0,2791,0,121,0,1,0,25,0,2938,0,0,0,0,0,0,0,3,2,1,67,0.35663165,7.127780878,0.727819695,6.065164123,5.003403676,4.47761194,122,0.819672131,99.18032787,0,0
"2084","Benton",2020-09-04,0,0,0,0,0,0,0,0,0,5564,0,59528,0,5185,0,58,0,321,0,65092,0,0,0,0,0,0,0,61,29,0,427,2.14842845,25.13398718,2.355394239,12.39477952,8.547901432,14.28571429,5243,1.106236887,98.89376311,0,0
"2085","Boone",2020-09-04,0,0,0,0,0,0,0,0,0,392,0,6694,0,277,0,3,0,112,0,7086,0,0,0,0,0,0,0,4,5,0,50,1.05127655,19.00343274,1.072731174,30.03647286,5.532034999,8,280,1.071428571,98.92857143,0,0
"2086","Bradley",2020-09-04,0,0,0,0,0,0,0,0,0,300,0,3066,0,269,0,6,0,25,0,3366,0,0,0,0,0,0,0,0,3,0,18,2.740226525,30.74534161,0,22.83522104,8.912655971,0,275,2.181818182,97.81818182,0,0
"2087","Calhoun",2020-09-04,0,0,0,0,0,0,0,0,0,23,0,1267,0,23,0,0,0,0,0,1290,0,0,0,0,0,0,0,0,0,0,8,0.442137639,24.79815456,0,0,1.782945736,0,23,0,100,0,0
"2088","Carroll",2020-09-04,0,0,0,0,0,0,0,0,0,482,0,5759,0,437,0,8,0,37,0,6241,0,0,0,0,0,0,0,3,4,1,67,1.728403916,22.3796034,1.075770072,13.26783089,7.723121295,4.47761194,445,1.797752809,98.20224719,0,0
"2089","Chicot",2020-09-04,0,0,0,0,0,0,0,0,0,968,0,4287,0,929,0,11,0,28,0,5255,0,0,0,0,0,0,0,4,2,0,48,8.941437281,48.54055053,3.694808794,25.86366156,18.42055186,8.333333333,940,1.170212766,98.82978723,0,0
"2090","Clark",2020-09-04,0,0,0,0,0,0,0,0,0,253,0,4763,0,214,0,4,0,35,0,5016,0,0,0,0,0,0,0,10,3,0,34,1.13022113,22.40786241,4.467277195,15.63547018,5.043859649,29.41176471,218,1.834862385,98.16513761,0,0
"2091","Clay",2020-09-04,0,0,0,0,0,0,0,0,0,198,0,3084,0,162,0,5,0,31,0,3282,0,0,0,0,0,0,0,8,7,0,39,1.314653741,21.79138171,5.311732289,20.58296262,6.032906764,20.51282051,167,2.994011976,97.00598802,0,0
"2092","Cleburne",2020-09-04,0,0,0,0,0,0,0,0,0,260,0,4514,0,243,0,7,0,10,0,4774,0,0,0,0,0,0,0,1,4,0,45,1.030519223,18.92191835,0.396353547,3.963535474,5.446166736,2.222222222,250,2.8,97.2,0,0
"2093","Cleveland",2020-09-04,0,0,0,0,0,0,0,0,0,140,0,1970,0,126,0,6,0,8,0,2110,0,0,0,0,0,0,0,1,1,1,24,1.701920739,25.65037685,1.215657671,9.725261366,6.63507109,4.166666667,132,4.545454545,95.45454545,0,0
"2094","Columbia",2020-09-04,0,0,0,0,0,0,0,0,0,312,0,3679,0,275,0,15,0,22,0,3991,0,0,0,0,0,0,0,1,6,0,38,1.305876444,16.70433618,0.418550142,9.208103131,7.817589577,2.631578947,290,5.172413793,94.82758621,0,0
"2095","Conway",2020-09-04,0,0,0,0,0,0,0,0,0,213,0,4807,0,194,0,3,0,16,0,5020,0,0,0,0,0,0,0,0,3,0,28,1.018846264,24.01224529,0,7.653305271,4.243027888,0,197,1.52284264,98.47715736,0,0
"2096","Craighead",2020-09-04,0,0,0,0,0,0,0,0,0,2009,0,24618,0,1707,0,16,0,286,0,26627,0,0,0,0,0,0,0,51,40,0,381,1.90064427,25.19086858,4.824930701,27.05745452,7.544973148,13.38582677,1723,0.928612885,99.07138712,0,0
"2097","Crawford",2020-09-04,0,0,0,0,0,0,0,0,0,966,0,14138,0,853,0,9,0,104,0,15104,0,0,0,0,0,0,0,14,7,0,196,1.546292739,24.1772314,2.24100397,16.64745806,6.39565678,7.142857143,862,1.044083527,98.95591647,0,0
"2098","Crittenden",2020-09-04,0,0,0,0,0,0,0,0,0,1693,0,11914,0,1589,0,35,0,69,0,13607,0,0,0,0,0,0,0,8,4,0,93,3.454185624,27.76202232,1.632220023,14.0778977,12.44212538,8.602150538,1624,2.155172414,97.84482759,0,0
"2099","Cross",2020-09-04,0,0,0,0,0,0,0,0,0,296,0,3371,0,244,0,5,0,47,0,3667,0,0,0,0,0,0,0,7,1,0,20,1.741381339,21.57312625,4.118131545,27.6503118,8.071993455,35,249,2.008032129,97.99196787,0,0
"2100","Dallas",2020-09-04,0,0,0,0,0,0,0,0,0,132,0,1509,0,92,0,2,0,38,0,1641,0,0,0,0,0,0,0,0,3,0,8,1.776103337,22.08019376,0,51.13024758,8.043875686,0,94,2.127659574,97.87234043,0,0
"2101","Desha",2020-09-04,0,0,0,0,0,0,0,0,0,252,0,3054,0,221,0,5,0,26,0,3306,0,0,0,0,0,0,0,3,5,0,37,2.119962985,27.81189535,2.523765458,21.87263397,7.622504537,8.108108108,226,2.212389381,97.78761062,0,0
"2102","Drew",2020-09-04,0,0,0,0,0,0,0,0,0,309,0,4631,0,290,0,5,0,14,0,4940,0,0,0,0,0,0,0,0,2,0,25,1.67008972,26.69981624,0,7.566749541,6.255060729,0,295,1.694915254,98.30508475,0,0
"2103","Faulkner",2020-09-04,0,0,0,0,0,0,0,0,0,1758,0,27774,0,1567,0,9,0,182,0,29532,0,0,0,0,0,0,0,11,20,0,289,1.436086786,24.12429748,0.89857535,14.8673376,5.952864689,3.806228374,1576,0.57106599,99.42893401,0,0
"2104","Franklin",2020-09-04,0,0,0,0,0,0,0,0,0,182,0,4177,0,154,0,2,0,26,0,4359,0,0,0,0,0,0,0,4,0,0,34,1.023622047,24.51631046,2.249718785,14.6231721,4.175269557,11.76470588,156,1.282051282,98.71794872,0,0
"2105","Fulton",2020-09-04,0,0,0,0,0,0,0,0,0,80,0,929,0,64,0,1,0,15,0,1009,0,0,0,0,0,0,0,3,5,1,15,0.659032869,8.312052064,2.47137326,12.3568663,7.92864222,20,65,1.538461538,98.46153846,0,0
"2106","Garland",2020-09-04,0,0,0,0,0,0,0,0,0,1499,0,21674,0,1314,0,31,0,154,0,23173,0,0,0,0,0,0,0,20,13,1,148,1.524954729,23.57423345,2.034629392,15.66664632,6.468735166,13.51351351,1345,2.304832714,97.69516729,0,0
"2107","Grant",2020-09-04,0,0,0,0,0,0,0,0,0,199,0,3645,0,173,0,1,0,25,0,3844,0,0,0,0,0,0,0,2,5,0,26,1.100298573,21.25400863,1.105827712,13.8228464,5.176899063,7.692307692,174,0.574712644,99.42528736,0,0
"2108","Greene",2020-09-04,0,0,0,0,0,0,0,0,0,658,0,9867,0,595,0,5,0,58,0,10525,0,0,0,0,0,0,0,6,5,0,137,1.474575891,23.58649127,1.344598077,12.99778141,6.251781473,4.379562044,600,0.833333333,99.16666667,0,0
"2109","Hempstead",2020-09-04,0,0,0,0,0,0,0,0,0,335,0,3500,0,322,0,3,0,10,0,3835,0,0,0,0,0,0,0,0,1,0,16,1.521482423,17.41756744,0,4.541738578,8.735332464,0,325,0.923076923,99.07692308,0,0
"2110","HotSpring",2020-09-04,0,0,0,0,0,0,0,0,0,1736,0,8599,0,1670,0,21,0,45,0,10335,0,0,0,0,0,0,0,5,1,0,60,5.178997613,30.8323389,1.491646778,13.424821,16.79729076,8.333333333,1691,1.241868717,98.75813128,0,0
"2111","Howard",2020-09-04,0,0,0,0,0,0,0,0,0,431,0,3215,0,393,0,5,0,33,0,3646,0,0,0,0,0,0,0,2,1,0,23,3.219060423,27.23130928,1.493763537,24.64709836,11.82117389,8.695652174,398,1.256281407,98.74371859,0,0
"2112","Independence",2020-09-04,0,0,0,0,0,0,0,0,0,803,0,8114,0,707,0,8,0,88,0,8917,0,0,0,0,0,0,0,12,5,1,65,2.154894805,23.92926149,3.220266209,23.61528553,9.005270831,18.46153846,715,1.118881119,98.88111888,0,0
"2113","Izard",2020-09-04,0,0,0,0,0,0,0,0,0,109,0,2827,0,89,0,0,0,20,0,2936,0,0,0,0,0,0,0,1,6,0,16,0.803894092,21.65351427,0.737517516,14.75035032,3.71253406,6.25,89,0,100,0,0
"2114","Jackson",2020-09-04,0,0,0,0,0,0,0,0,0,194,0,5107,0,170,0,1,0,23,0,5301,0,0,0,0,0,0,0,3,9,0,17,1.126269956,30.77503628,1.741654572,13.35268505,3.659686852,17.64705882,171,0.584795322,99.41520468,0,0
"2115","Jefferson",2020-09-04,0,0,0,0,0,0,0,0,0,2191,0,21578,0,1879,0,51,0,261,0,23769,0,0,0,0,0,0,0,25,17,0,150,3.111155288,33.75127797,3.549926162,37.06122913,9.217888847,16.66666667,1930,2.642487047,97.35751295,0,0
"2116","Johnson",2020-09-04,0,0,0,0,0,0,0,0,0,775,0,5698,0,755,0,4,0,16,0,6473,0,0,0,0,0,0,0,5,4,0,45,2.947776806,24.6205926,1.901791488,6.08573276,11.97281013,11.11111111,759,0.527009223,99.47299078,0,0
"2117","Lafayette",2020-09-04,0,0,0,0,0,0,0,0,0,74,0,802,0,68,0,2,0,4,0,876,0,0,0,0,0,0,0,-1,2,0,2,1.070137383,12.6681128,-1.446131598,5.784526392,8.447488584,-50,70,2.857142857,97.14285714,0,0
"2118","Lawrence",2020-09-04,0,0,0,0,0,0,0,0,0,262,0,2800,0,231,0,11,0,20,0,3062,0,0,0,0,0,0,0,4,0,0,31,1.571779951,18.36942828,2.399664047,11.99832024,8.55649902,12.90322581,242,4.545454545,95.45454545,0,0
"2119","Lee",2020-09-04,0,0,0,0,0,0,0,0,0,1009,0,3314,0,981,0,11,0,17,0,4323,0,0,0,0,0,0,0,2,1,0,7,10.73632688,45.99914876,2.128112364,18.0889551,23.34027296,28.57142857,992,1.108870968,98.89112903,0,0
"2120","Lincoln",2020-09-04,0,0,0,0,0,0,0,0,0,1737,0,5508,0,1376,0,13,0,348,0,7245,0,0,0,0,0,0,0,120,4,0,300,12.68346112,52.90251917,87.62322015,254.1073384,23.97515528,40,1389,0.935925126,99.06407487,0,0
"2121","LittleRiver",2020-09-04,0,0,0,0,0,0,0,0,0,299,0,1466,0,262,0,15,0,22,0,1765,0,0,0,0,0,0,0,3,3,0,12,2.407989047,14.21438351,2.416042522,17.71764516,16.94050992,25,277,5.415162455,94.58483755,0,0
"2122","Logan",2020-09-04,0,0,0,0,0,0,0,0,0,367,0,5404,0,352,0,1,0,14,0,5771,0,0,0,0,0,0,0,0,3,0,60,1.686813439,26.52479662,0,6.434710668,6.359383123,0,353,0.283286119,99.71671388,0,0
"2123","Lonoke",2020-09-04,0,0,0,0,0,0,0,0,0,762,0,13002,0,666,0,4,0,92,0,13764,0,0,0,0,0,0,0,13,19,0,110,1.055313963,19.0621278,1.800404399,12.74132344,5.536181343,11.81818182,670,0.597014925,99.40298507,0,0
"2124","Madison",2020-09-04,0,0,0,0,0,0,0,0,0,308,0,3439,0,297,0,2,0,9,0,3747,0,0,0,0,0,0,0,6,6,0,31,1.915661152,23.30513745,3.731807439,5.597711158,8.219909261,19.35483871,299,0.668896321,99.33110368,0,0
"2125","Marion",2020-09-04,0,0,0,0,0,0,0,0,0,51,0,1734,0,41,0,0,0,10,0,1785,0,0,0,0,0,0,0,3,1,0,25,0.310256722,10.85898528,1.825039543,6.083465142,2.857142857,12,41,0,100,0,0
"2126","Miller",2020-09-04,0,0,0,0,0,0,0,0,0,642,0,5261,0,587,0,9,0,46,0,5903,0,0,0,0,0,0,0,4,9,0,94,1.467126762,13.48979638,0.914097671,10.51212322,10.87582585,4.255319149,596,1.510067114,98.48993289,0,0
"2127","Mississippi",2020-09-04,0,0,0,0,0,0,0,0,0,1401,0,9620,0,1268,0,32,0,101,0,11021,0,0,0,0,0,0,0,13,15,1,97,3.270995307,25.7313628,3.035184796,23.58105111,12.71209509,13.40206186,1300,2.461538462,97.53846154,0,0
"2128","Monroe",2020-09-04,0,0,0,0,0,0,0,0,0,97,0,1815,0,90,0,0,0,7,0,1912,0,0,0,0,0,0,0,1,1,0,5,1.338115602,26.37605187,1.379500621,9.656504345,5.073221757,20,90,0,100,0,0
"2129","Montgomery",2020-09-04,0,0,0,0,0,0,0,0,0,118,0,1395,0,68,0,4,0,46,0,1513,0,0,0,0,0,0,0,2,4,0,10,1.312131658,16.8241966,2.223951963,51.15089514,7.799074686,20,72,5.555555556,94.44444444,0,0
"2130","Nevada",2020-09-04,0,0,0,0,0,0,0,0,0,165,0,2226,0,146,0,12,0,7,0,2391,0,0,0,0,0,0,0,3,4,0,18,1.954976303,28.32938389,3.55450237,8.293838863,6.900878294,16.66666667,158,7.594936709,92.40506329,0,0
"2131","Newton",2020-09-04,0,0,0,0,0,0,0,0,0,136,0,1283,0,95,0,15,0,26,0,1419,0,0,0,0,0,0,0,2,1,0,7,1.732925586,18.08103976,2.54841998,33.12945973,9.584214235,28.57142857,110,13.63636364,86.36363636,0,0
"2132","Ouachita",2020-09-04,0,0,0,0,0,0,0,0,0,175,0,4316,0,130,0,5,0,40,0,4491,0,0,0,0,0,0,0,2,-1,1,37,0.725960342,18.63021654,0.829668962,16.59337924,3.896682253,5.405405405,135,3.703703704,96.2962963,0,0
"2133","Perry",2020-09-04,0,0,0,0,0,0,0,0,0,62,0,2139,0,59,0,0,0,3,0,2201,0,0,0,0,0,0,0,0,0,0,21,0.600658787,21.32338694,0,2.906413486,2.816901408,0,59,0,100,0,0
"2134","Phillips",2020-09-04,0,0,0,0,0,0,0,0,0,414,0,5149,0,384,0,10,0,20,0,5563,0,0,0,0,0,0,0,5,1,0,20,2.175055164,29.22664705,2.626878218,10.50751287,7.442027683,25,394,2.538071066,97.46192893,0,0
"2135","Pike",2020-09-04,0,0,0,0,0,0,0,0,0,182,0,1791,0,174,0,1,0,7,0,1973,0,0,0,0,0,0,0,3,4,0,14,1.683937824,18.2549963,2.775721688,6.476683938,9.224531171,21.42857143,175,0.571428571,99.42857143,0,0
"2136","Poinsett",2020-09-04,0,0,0,0,0,0,0,0,0,509,0,5810,0,424,0,6,0,79,0,6319,0,0,0,0,0,0,0,6,17,0,59,2.116072171,26.27005903,2.494387628,32.84277043,8.055072005,10.16949153,430,1.395348837,98.60465116,0,0
"2137","Polk",2020-09-04,0,0,0,0,0,0,0,0,0,232,0,3193,0,213,0,4,0,15,0,3425,0,0,0,0,0,0,0,2,2,0,25,1.150622427,16.98655954,0.991915886,7.439369141,6.773722628,8,217,1.843317972,98.15668203,0,0
