"","Date","County_Name","Total_Positives","Total_Deaths","New_Deaths_7_Day_Avg","New_Deaths_Today","Cases_Per_Death","Clean_New_Deaths_Today"
"19",2020-04-26,"Arkansas_all_counties",2941,49,1.3,0,60.0204081632653,0
"20",2020-04-27,"Arkansas_all_counties",3017,49,1.1,1,61.5714285714286,1
"21",2020-04-28,"Arkansas_all_counties",3111,51,1.4,2,61,2
"22",2020-04-29,"Arkansas_all_counties",3192,59,2.6,8,54.1016949152542,8
"23",2020-04-30,"Arkansas_all_counties",3255,60,2.3,1,54.25,1
"24",2020-05-01,"Arkansas_all_counties",3321,64,2.7,4,51.890625,4
"25",2020-05-02,"Arkansas_all_counties",3372,73,3.6,9,46.1917808219178,9
"26",2020-05-03,"Arkansas_all_counties",3431,76,4,3,45.1447368421053,3
"27",2020-05-04,"Arkansas_all_counties",3458,80,4.4,4,43.225,4
"28",2020-05-05,"Arkansas_all_counties",3496,82,4.4,2,42.6341463414634,2
"29",2020-05-06,"Arkansas_all_counties",3568,85,3.7,3,41.9764705882353,3
"30",2020-05-07,"Arkansas_all_counties",3665,88,4,3,41.6477272727273,3
"31",2020-05-08,"Arkansas_all_counties",3747,88,3.4,0,42.5795454545455,0
"32",2020-05-09,"Arkansas_all_counties",3984,90,2.4,2,44.2666666666667,2
"33",2020-05-10,"Arkansas_all_counties",4012,91,2.1,1,44.0879120879121,1
"34",2020-05-11,"Arkansas_all_counties",4043,94,2,3,43.0106382978723,3
"35",2020-05-12,"Arkansas_all_counties",4164,95,1.9,1,43.8315789473684,1
"36",2020-05-13,"Arkansas_all_counties",4236,97,1.7,2,43.6701030927835,2
"37",2020-05-14,"Arkansas_all_counties",4366,98,1.4,1,44.5510204081633,1
"38",2020-05-15,"Arkansas_all_counties",4463,98,1.4,0,45.5408163265306,0
"39",2020-05-16,"Arkansas_all_counties",4578,98,1.1,0,46.7142857142857,0
"40",2020-05-17,"Arkansas_all_counties",4759,98,1,0,48.5612244897959,0
"41",2020-05-18,"Arkansas_all_counties",4813,100,0.9,2,48.13,2
"42",2020-05-19,"Arkansas_all_counties",4923,102,1,2,48.2647058823529,2
"43",2020-05-20,"Arkansas_all_counties",5003,107,1.4,5,46.7570093457944,5
"44",2020-05-21,"Arkansas_all_counties",5458,110,1.7,3,49.6181818181818,3
"45",2020-05-22,"Arkansas_all_counties",5612,113,2.1,3,49.6637168141593,3
"46",2020-05-23,"Arkansas_all_counties",5775,115,2.4,2,50.2173913043478,2
"47",2020-05-24,"Arkansas_all_counties",5922,116,2.6,1,51.051724137931,1
"48",2020-05-25,"Arkansas_all_counties",6029,117,2.4,1,51.5299145299145,1
"49",2020-05-26,"Arkansas_all_counties",6180,119,2.4,2,51.9327731092437,2
"50",2020-05-27,"Arkansas_all_counties",6277,120,1.9,1,52.3083333333333,1
"51",2020-05-28,"Arkansas_all_counties",6538,125,2.1,5,52.304,5
"52",2020-05-29,"Arkansas_all_counties",6777,132,2.7,7,51.3409090909091,7
"53",2020-05-30,"Arkansas_all_counties",7013,133,2.6,1,52.7293233082707,1
"54",2020-05-31,"Arkansas_all_counties",7253,133,2.4,0,54.5338345864662,0
"55",2020-06-01,"Arkansas_all_counties",7443,133,2.3,0,55.9624060150376,0
"56",2020-06-02,"Arkansas_all_counties",7818,136,2.4,3,57.4852941176471,3
"57",2020-06-03,"Arkansas_all_counties",8067,142,3.1,6,56.8098591549296,6
"58",2020-06-04,"Arkansas_all_counties",8425,151,3.7,9,55.794701986755,9
"59",2020-06-05,"Arkansas_all_counties",8651,152,2.9,1,56.9144736842105,1
"60",2020-06-06,"Arkansas_all_counties",9101,154,3,2,59.0974025974026,2
"61",2020-06-07,"Arkansas_all_counties",9426,154,3,0,61.2077922077922,0
