"","Date","County_Name","County_Vax_Total","Dose_1","Dose_2","Unk_Dose","Partial_Vax","Fully_Vax","White_Total","White_Full_Pct","Black_Total","Black_Full_Pct","Native_American_Total","Asian_Total","Asian_Full_Pct","Pacific_Islander_Total","Unk_Race_Total","Other_Race_Total","Hispanic_Total","Hispanic_Partial_Vax","Hispanic_Full_Vax","Population","County_Pct_Dose_1","County_Pct_Dose_2","White_Partial_Pct","Black_Partial_Pct","Asian_Partial_Pct","Non_Hispanic_Partial_Pct","Non_Hispanic_Full_Pct","Full_Pct","V1"
"2:7152","2021-07-15","Van Buren",9982,5393,4589,0,617,4776,9263,31.2,62,24,25,21,7.4,1,499,111,191,5,20.6,14547,37.1,31.5,4,3.2,2,3,14.7,"32.8%","2:7075"
"2:7153","2021-07-15","Cleburne",15499,8508,6988,3,1068,7440,13621,30.5,43,15.3,36,71,10.2,3,1539,186,226,3,23.4,21965,38.7,31.8,3.9,0,0,4,25.7,"33.9%","2:7076"
"2:7154","2021-07-15","Poinsett",13294,7551,5730,13,1551,6000,11693,29.4,815,22.4,16,48,7.8,2,538,182,272,5,22.4,19810,38.1,28.9,7.2,6.9,2.2,5,27.1,"30.3%","2:7077"
"2:7155","2021-07-15","Craighead",67150,38373,28728,49,7975,30398,54488,32.7,5766,18.2,110,1351,9.1,50,3503,1882,2199,10,22.1,91830,41.8,31.3,8.2,5.3,2.8,16,47.5,"33.1%","2:7078"
"2:7156","2021-07-15","Sharp",8959,5095,3860,4,1095,4000,8227,25,20,5.1,15,45,2.8,1,576,75,144,5,18.1,15166,33.6,25.5,6.8,1.1,2.8,6,16.8,"26.4%","2:7079"
"2:7157","2021-07-15","Izard",6622,3686,2933,3,613,3073,6108,24.4,24,2.9,13,17,6.9,1,373,86,61,2,9.3,12084,30.5,24.3,4.8,1.9,0,0,14.1,"25.4%","2:7080"
"2:7158","2021-07-15","Fulton",4886,2735,2151,0,398,2337,4437,20,11,3.5,6,7,3.4,0,394,31,53,1,14.8,10804,25.3,19.9,3.2,2.7,0,0,9.3,"21.6%","2:7081"
"2:7159","2021-07-15","Stone",6997,3791,3206,0,459,3332,6362,28.3,24,17.1,17,6,8,3,484,101,62,5,15,10998,34.5,29.2,3.6,0,0,0,8.9,"30.3%","2:7082"
"2:7160","2021-07-15","Boone",19686,11038,8639,9,2120,8918,17508,25.6,61,14.4,35,124,5.4,6,1568,384,1181,15,69.6,31850,34.7,27.1,6,3.6,0.3,9,22.7,"28.0%","2:7083"
"2:7161","2021-07-15","Out of State",38806,24393,14412,1,7258,17135,23007,0,3321,0,343,1343,0,85,8612,2095,2773,0,0,0,0,0,0,0,0,0,0,"Inf","2:7084"
"2:7162","2021-07-14","Missing",289136,180491,108559,86,63857,116634,191522,0,37437,0,1060,6331,0,746,35676,16364,18901,0,0,0,0,0,0,0,0,0,0,"Inf","2:7085"
"2:7163","2021-07-14","Howard",7942,4433,3509,0,468,3965,5343,31.5,1455,32.8,36,39,13.8,5,549,515,456,4,18.7,10888,40.7,32.2,3.3,3.8,0.7,0,33.3,"36.4%","2:7086"
"2:7164","2021-07-14","Pulaski",290199,160298,129871,30,21223,139075,170653,41.7,72923,28.3,1031,7784,28.2,246,19831,17731,13460,8,36.9,330989,48.4,39.2,5.2,4.8,6.3,6,45.9,"42.0%","2:7087"
"2:7165","2021-07-14","Lonoke",46144,25469,20672,3,3393,22076,37737,32.4,2669,31.9,82,511,7.9,39,3669,1437,1560,5,29.8,61242,41.6,33.8,4.6,5.7,1.9,4,35.8,"36.0%","2:7088"
"2:7166","2021-07-14","Prairie",4482,2641,1832,9,609,2032,3676,27.4,539,31.1,10,11,17.9,2,166,78,106,9,46.4,6949,38,26.4,7.9,8.6,3.6,6,33.3,"29.2%","2:7089"
"2:7167","2021-07-14","Desha",8285,4731,3548,6,831,3900,4325,41.9,3215,33.2,21,66,30,3,295,360,447,10,37.6,9520,49.7,37.3,7.5,8.1,0,3,44.2,"41.0%","2:7090"
"2:7168","2021-07-14","Phillips",10772,5977,4792,3,802,5175,4155,36.3,5848,30.9,6,42,4.5,3,453,265,212,7,39.1,14714,40.6,32.6,4.4,4.9,0,4,28,"35.2%","2:7091"
"2:7169","2021-07-14","Searcy",4259,2294,1965,0,277,2017,3667,26.2,13,12.5,5,2,0.8,1,514,57,106,17,21.1,6887,33.3,28.5,3.1,2.1,2.5,0,7.1,"29.3%","2:7092"
"2:7170","2021-07-14","Independence",20148,11401,8742,5,1983,9418,18473,28.7,304,17.3,42,283,6.5,14,457,575,727,6,18.8,31722,35.9,27.6,5.7,3.3,4.5,10,35.3,"29.7%","2:7093"
"2:7171","2021-07-14","Jackson",9039,4951,4082,6,745,4206,7374,29.3,1074,19.6,18,28,7.1,9,354,182,215,7,24.6,14500,34.1,28.2,5,3.6,1.8,2,17,"29.0%","2:7094"
"2:7172","2021-07-14","Mississippi",20472,11556,8911,5,1845,9711,12743,28.2,5408,21.6,35,136,10.4,15,1716,419,586,5,20.4,33683,34.3,26.5,4.6,4.8,1.9,7,40,"28.8%","2:7095"
"2:7173","2021-07-14","Greene",26874,14743,12130,1,2175,12568,24219,30.7,243,16,28,122,6.1,24,1477,761,505,8,22.1,38118,38.7,31.8,5.2,6.7,0,8,23.1,"33.0%","2:7096"
"2:7174","2021-07-14","Clay",9231,4979,4243,9,541,4438,8150,31.9,47,17.7,4,11,2.8,0,771,248,74,4,12.7,12543,39.7,33.8,3.5,3.2,0,2,15,"35.4%","2:7097"
"2:7175","2021-07-14","Randolph",8345,4996,3345,4,1278,3718,7362,22.6,70,14.5,6,47,2,69,211,580,160,10,24.3,15146,33,22.1,7.5,6.8,2,9,19,"24.5%","2:7098"
"2:7176","2021-07-14","Lawrence",9648,5402,4237,9,960,4442,9102,30.5,74,17,8,29,4.2,3,356,76,129,9,26.9,14051,38.4,30.2,6.5,3,0,4,33.3,"31.6%","2:7099"
"2:7177","2021-07-14","Baxter",25847,14208,11633,6,2052,12156,22480,29.1,70,14.6,60,155,8.9,14,2691,377,577,6,31.3,37221,38.2,31.3,4.5,3.2,1.9,7,36.1,"32.7%","2:7100"
"2:7178","2021-07-14","Marion",7695,4367,3328,0,680,3687,6566,22,16,6.5,14,14,4.3,6,952,127,194,4,30.6,14723,29.7,22.6,3.8,1.9,1.2,2,11.4,"25.0%","2:7101"
"2:7179","2021-07-14","Perry",7290,3983,3304,3,476,3507,6543,36.8,132,30.8,8,17,5,1,462,127,122,5,23.5,8917,44.7,37.1,4.6,6.7,0,0,25,"39.3%","2:7102"
"2:7180","2021-07-14","Jefferson",36625,22113,14504,8,6534,15579,16836,30.3,17220,22.3,107,475,12.9,23,1060,904,694,10,28.4,57304,38.6,25.3,11.4,10,18.1,10,38.4,"27.2%","2:7103"
"2:7181","2021-07-14","Washington",171705,98769,72927,9,17099,81670,131846,35,4251,25.3,1129,4195,14.9,2459,11929,15896,26874,11,39.3,200760,49.2,36.3,6.9,6.3,4.1,8,29,"40.7%","2:7104"
"2:7182","2021-07-14","Crawford",32311,18593,13712,6,3192,15401,26937,25.9,379,15.8,190,541,5.8,12,2916,1336,1549,5,18.5,53333,34.9,25.7,5,5.9,1.4,8,26.2,"28.9%","2:7105"
"2:7183","2021-07-14","Little River",4726,2602,2124,0,258,2344,3204,19.3,854,20,18,115,4.4,2,458,75,261,3,38.2,10486,24.8,20.3,2.2,2.4,1.1,9,108.9,"22.4%","2:7106"
"2:7184","2021-07-14","Miller",7356,4159,3197,0,700,3459,4215,7.4,1550,7.9,11,53,1.9,6,1083,438,379,2,15.9,36531,11.4,8.8,1.2,1.9,0.3,3,10.6,"9.5%","2:7107"
"2:7185","2021-07-14","Lafayette",2925,1572,1353,0,149,1423,1607,21.3,1197,27.6,6,23,8.8,2,72,18,43,1,15.5,5854,26.9,23.1,1.8,3.3,0,3,34.3,"24.3%","2:7108"
"2:7186","2021-07-14","Columbia",13271,7542,5724,5,1501,6041,7738,28.1,4235,26.8,16,153,5.6,3,689,437,480,15,41.9,20211,37.3,28.3,5.9,6.8,1.6,13,35.3,"29.9%","2:7109"
"2:7187","2021-07-14","Union",18272,10378,7894,0,1708,8670,10818,24,5202,23.3,36,142,9.5,12,980,1082,793,6,32.3,32555,31.9,24.2,3.8,4.9,0.5,7,27.7,"26.6%","2:7110"
"2:7188","2021-07-14","Ashley",12450,6765,5679,6,814,5951,8208,31.5,3251,37.4,8,27,3.7,6,361,589,881,7,48.9,16780,40.3,33.8,3.8,5.8,0,5,24.2,"35.5%","2:7111"
"2:7189","2021-07-14","Chicot",6805,3835,2949,21,551,3284,2680,32.8,3306,34.6,13,37,16.3,0,469,300,362,8,37.9,8680,44.2,34,4.6,6.3,0,3,26.1,"37.8%","2:7112"
"2:7190","2021-07-14","Benton",197862,111764,86080,18,17883,93881,150239,33.9,2964,27.6,1027,10709,10.3,581,10798,21544,31868,9,41.3,231247,48.3,37.2,6.2,5.7,2.3,10,46.4,"40.6%","2:7113"
"2:7191","2021-07-14","Carroll",16128,9289,6836,3,1348,7941,12766,26.7,48,9.9,48,140,8,82,1754,1290,1492,4,24.7,24422,38,28,4.4,1.2,0.3,2,21.2,"32.5%","2:7114"
"2:7192","2021-07-14","Madison",8887,5037,3847,3,802,4235,7644,27,31,9.8,43,72,7.1,25,634,438,639,8,39.3,14093,35.7,27.3,4.8,2,2.2,9,25.4,"30.1%","2:7115"
"2:7193","2021-07-14","Sebastian",58549,34789,23759,1,7475,27314,43338,22.4,2957,17,357,2814,4.9,47,4811,4225,5072,5,16.7,107538,32.4,22.1,5.3,6,2.9,8,22.3,"25.4%","2:7116"
"2:7194","2021-07-14","Polk",8780,5100,3680,0,845,4255,7732,22.8,35,12.3,41,72,4.6,5,606,289,517,4,25.4,17073,29.9,21.6,4.4,4.1,2,3,21.5,"24.9%","2:7117"
"2:7195","2021-07-14","Sevier",8743,4810,3933,0,543,4267,5580,22,359,29.1,46,38,4.3,37,1258,1425,2064,4,23,13767,34.9,28.6,2.4,3.9,0.8,1,19.4,"31.0%","2:7118"
"2:7196","2021-07-14","Garland",67352,37488,29858,6,6926,30562,57037,33.8,3639,22,157,621,9,49,2784,3065,2793,11,26.8,86444,43.4,34.5,7.1,4.9,1.7,7,34.1,"35.4%","2:7119"
"2:7197","2021-07-14","Saline",80908,44498,36384,26,6013,38485,64049,32.8,6746,37.6,162,1130,10.6,89,5341,3391,3035,8,31.1,104254,42.7,34.9,4.5,6.9,1.8,5,36.3,"36.9%","2:7120"
"2:7198","2021-07-14","Franklin",11404,6195,5209,0,567,5628,10338,35.1,58,12.8,42,134,7.6,3,637,192,186,2,20.5,15200,40.8,34.3,3.2,4.1,2.5,9,29.6,"37.0%","2:7121"
"2:7199","2021-07-14","Scott",4819,2856,1963,0,433,2423,4133,25.4,26,11.8,22,93,6.6,3,382,160,210,4,17.6,8746,32.7,22.4,4.3,6.5,0,5,19,"27.7%","2:7122"
"2:7200","2021-07-14","Logan",12768,7010,5751,7,844,6166,11405,31.5,163,22.4,52,190,11.3,2,706,250,366,3,35.6,18547,37.8,31,4,3.8,1.4,2,21.4,"33.2%","2:7123"
"2:7201","2021-07-14","Yell",12390,7050,5340,0,801,6249,10109,29.5,175,20,55,141,13.3,4,810,1096,1675,5,26.3,18012,39.1,29.6,3.1,3.6,1.4,4,26.1,"34.7%","2:7124"
"2:7202","2021-07-14","Montgomery",4334,2532,1802,0,208,2324,3852,27.2,13,7.6,3,19,1.7,0,334,113,71,1,10.8,7929,31.9,22.7,2.2,0,0.8,2,8.2,"29.3%","2:7125"
"2:7203","2021-07-14","Pike",4879,2705,2171,3,445,2260,4182,22.4,159,18.8,9,24,3.3,0,296,209,226,6,18.6,9246,29.3,23.5,4,8.7,2.5,1,15.8,"24.4%","2:7126"
"2:7204","2021-07-14","Hempstead",8406,4889,3499,18,985,3904,4635,17.7,2324,19.8,44,58,17.7,7,668,670,833,6,19,17816,27.4,19.6,4.2,5.1,2.3,8,21.5,"21.9%","2:7127"
"2:7205","2021-07-14","Drew",11932,6591,5332,9,909,5682,7695,33.4,3099,33.8,22,91,13,17,530,478,387,8,35.7,15607,42.2,34.2,4.7,5.7,2.6,13,42.5,"36.4%","2:7128"
"2:7206","2021-07-14","Bradley",7850,4616,3230,4,565,4051,4803,38,2077,43.4,15,35,5.4,14,285,621,713,7,29.3,9068,50.9,35.6,4.9,5.9,0,20,35.2,"44.7%","2:7129"
"2:7207","2021-07-14","Calhoun",2456,1335,1121,0,182,1153,1732,23.3,486,22.9,0,6,0,0,199,33,23,-1,7.3,4546,29.4,24.7,3.2,3.5,0,0,23.1,"25.4%","2:7130"
"2:7208","2021-07-14","Ouachita",16242,8858,7378,6,1055,7803,8949,37,6049,35.9,18,80,7.8,12,835,299,264,6,29.1,20023,44.2,36.8,3.9,5.3,2.9,3,42.1,"39.0%","2:7131"
"2:7209","2021-07-14","Nevada",3832,2291,1428,113,559,1732,2434,22.6,1054,21.8,5,34,6.1,0,237,68,100,3,18.9,7050,32.5,20.3,7,7.4,6.1,22,37.8,"24.6%","2:7132"
"2:7210","2021-07-14","Clark",15414,8383,7031,0,1077,7306,11077,36.5,3351,33.3,27,142,9.8,3,458,356,638,6,37.1,19472,43.1,36.1,4.9,5,2.5,7,43.5,"37.5%","2:7133"
"2:7211","2021-07-14","Dallas",5442,2959,2483,0,388,2571,2995,40.8,2109,39.5,6,21,7.3,0,251,60,90,4,20.8,6069,48.8,40.9,4.8,7,0,6,55.6,"42.4%","2:7134"
"2:7212","2021-07-14","Cleveland",5620,3110,2504,6,439,2671,4715,37.1,677,39.8,3,6,2.8,3,142,74,70,6,22,6927,44.9,36.1,5.8,6.8,2.8,0,25,"38.6%","2:7135"
"2:7213","2021-07-14","Lincoln",5837,3278,2547,12,428,2850,4293,27,1204,15.1,6,22,5.4,2,128,182,220,3,24.6,11689,28,21.8,2.9,3.7,0,11,22.2,"24.4%","2:7136"
"2:7214","2021-07-14","Arkansas",12677,7143,5531,3,1007,6136,9274,41.2,2253,29.5,9,87,7.5,1,607,446,358,6,44.2,14786,48.3,37.4,6,5.6,1.9,6,33.3,"41.5%","2:7137"
"2:7215","2021-07-14","Grant",11044,6174,4864,6,1025,5149,10215,31.7,291,30,15,49,8.3,6,296,172,213,5,24.3,15720,39.3,30.9,6,5.2,1.2,4,30.2,"32.8%","2:7138"
"2:7216","2021-07-14","Monroe",4874,2788,2083,3,517,2271,2807,39,1708,34.6,4,8,5.4,2,217,128,134,13,53.7,5758,48.4,36.2,7.3,8.6,2.7,4,7.7,"39.4%","2:7139"
"2:7217","2021-07-14","Lee",4169,2384,1782,3,361,2023,1705,23.7,2033,23.7,3,17,4.3,9,352,50,77,3,23.5,7777,30.7,22.9,3.3,4.2,0,13,21.3,"26.0%","2:7140"
"2:7218","2021-07-14","Hot Spring",19850,10759,9085,6,1402,9357,16581,30.6,2138,29.3,49,76,10.4,9,583,414,491,5,24.5,29427,36.6,30.9,4.3,4.5,2.4,3,24.5,"31.8%","2:7141"
"2:7219","2021-07-14","St. Francis",12471,7293,5167,11,1026,6267,5975,29.3,5627,26.2,5,84,1.1,8,612,160,281,2,10.2,21496,33.9,24,4.2,4.2,1.1,5,29.2,"29.2%","2:7142"
"2:7220","2021-07-14","Crittenden",21467,13407,8060,0,3071,10336,9180,24.6,9785,22,41,192,13.8,27,1884,358,466,8,22.6,39319,34.1,20.5,6.1,7.9,6.2,7,33,"26.3%","2:7143"
"2:7221","2021-07-14","Cross",10828,6104,4715,9,968,5136,7683,35.2,2327,34.5,12,106,10.9,7,570,123,170,9,29.3,13912,43.9,33.9,5.5,6.6,1.6,11,44.9,"36.9%","2:7144"
"2:7222","2021-07-14","Woodruff",4655,2520,2132,3,316,2204,3186,38.8,1058,33.8,2,7,0,17,324,61,61,4,40,5426,46.4,39.3,4.5,6.4,7.1,10,85,"40.6%","2:7145"
"2:7223","2021-07-14","White",48360,26165,22173,22,3347,22818,41270,31.2,1742,25.4,109,408,10.1,29,2208,2594,1569,7,26.6,67007,39,33.1,4.4,3.9,0.8,7,29.2,"34.1%","2:7146"
"2:7224","2021-07-14","Faulkner",88574,48506,40065,3,6609,41897,70183,36.5,8495,30.2,189,1192,10,98,5227,3190,2309,7,26.3,107247,45.2,37.4,5.2,6.2,3.3,7,34.6,"39.1%","2:7147"
"2:7225","2021-07-14","Conway",15375,8462,6913,0,959,7503,12163,38.5,1741,39.7,27,79,8.8,10,1060,295,549,6,42,17726,47.7,39,4.6,5.8,0.7,4,48.4,"42.3%","2:7148"
"2:7226","2021-07-14","Newton",3597,2032,1561,4,419,1613,3083,21.2,4,0,5,5,2.2,3,460,37,112,10,42.1,6827,29.8,22.9,4.6,6.6,1.1,13,6.5,"23.6%","2:7149"
"2:7227","2021-07-14","Pope",39831,22573,17258,0,2415,20158,32531,32,956,25.1,134,423,10.1,21,3267,2499,2833,5,32.4,54387,41.5,31.7,3.6,3.8,1.2,5,29,"37.1%","2:7150"
"2:7228","2021-07-14","Johnson",14193,8142,6051,0,1138,7004,11485,27.1,279,24.7,39,218,5.8,23,1287,862,1702,6,30.6,22287,36.5,27.2,3.9,6.1,1.9,3,26.8,"31.4%","2:7151"
"2:7229","2021-07-14","Van Buren",9966,5367,4599,0,590,4777,9237,31.2,66,24,25,22,8.8,4,492,120,192,5,20.9,14547,36.9,31.6,3.6,6.4,0,3,17.6,"32.8%","2:7152"
"2:7230","2021-07-14","Cleburne",15450,8487,6960,3,1075,7412,13587,30.4,51,18.8,27,70,6.8,3,1523,189,222,4,22.8,21965,38.6,31.7,4.1,0,2.3,6,24.3,"33.7%","2:7153"
"2:7231","2021-07-14","Poinsett",13259,7514,5732,13,1514,6000,11657,29.4,816,22.6,14,50,6.7,3,547,172,263,4,22,19810,37.9,28.9,7.1,6.5,2.2,8,27.1,"30.3%","2:7154"
"2:7232","2021-07-14","Craighead",67036,38289,28697,50,7936,30353,54378,32.6,5746,18.2,112,1342,8.9,48,3526,1884,2199,10,22.2,91830,41.7,31.3,8.2,5.2,4,14,47.9,"33.1%","2:7155"
"2:7233","2021-07-14","Sharp",8912,5050,3858,4,1058,3992,8180,24.9,23,6.2,20,44,5.6,1,569,75,144,4,18.4,15166,33.3,25.4,6.5,0.6,0,7,16,"26.3%","2:7156"
"2:7234","2021-07-14","Izard",6628,3678,2947,3,590,3088,6111,24.6,23,2.6,12,16,6.9,1,367,98,64,3,9.6,12084,30.4,24.4,4.6,2.3,0,0,14.1,"25.6%","2:7157"
"2:7235","2021-07-14","Fulton",4887,2740,2147,0,405,2335,4443,20,11,3.5,7,7,4.5,0,389,30,55,1,15.3,10804,25.4,19.9,3.4,2.7,0,0,9.3,"21.6%","2:7158"
"2:7236","2021-07-14","Stone",6986,3782,3204,0,452,3330,6355,28.2,27,20,17,6,7.1,3,476,102,63,4,15.6,10998,34.4,29.1,3.7,0,0.9,0,8.9,"30.3%","2:7159"
"2:7237","2021-07-14","Boone",19656,11000,8646,10,2083,8917,17492,25.6,59,13.4,35,116,5.4,4,1556,394,1182,15,69.9,31850,34.5,27.1,5.8,4.1,0.3,8,21.1,"28.0%","2:7160"
"2:7238","2021-07-14","Out of State",38609,24261,14348,0,7210,17051,22840,0,3331,0,344,1338,0,89,8587,2080,2767,0,0,0,0,0,0,0,0,0,0,"Inf","2:7161"
"2:7239","2021-07-13","Missing",288994,180269,108641,84,63594,116675,191489,0,37417,0,1036,6326,0,737,35655,16334,18879,0,0,0,0,0,0,0,0,0,0,"Inf","2:7162"
"2:7240","2021-07-13","Howard",7928,4419,3509,0,450,3969,5313,31.5,1471,33,41,39,14.5,6,548,510,455,4,18.8,10888,40.6,32.2,2.9,4.2,2.8,2,31,"36.5%","2:7163"
"2:7241","2021-07-13","Pulaski",289132,159556,129548,28,20929,138627,170302,41.7,72554,28.2,1047,7777,29.5,258,19663,17531,13400,8,36.9,330989,48.2,39.1,5.1,4.7,5,6,46,"41.9%","2:7164"
"2:7242","2021-07-13","Lonoke",45880,25302,20575,3,3319,21983,37564,32.2,2620,31.5,73,500,7.2,41,3669,1413,1541,5,29.7,61242,41.3,33.6,4.5,5.1,1.2,4,34.8,"35.9%","2:7165"
"2:7243","2021-07-13","Prairie",4483,2642,1832,9,610,2032,3687,27.4,545,31.4,5,10,7.1,2,160,74,105,10,45.5,6949,38,26.4,8,8.9,3.6,11,27.8,"29.2%","2:7166"
"2:7244","2021-07-13","Desha",8254,4702,3543,9,809,3893,4337,42,3197,33.2,15,61,22.5,4,292,348,440,11,36.5,9520,49.4,37.2,7.5,7.8,0,0,44.2,"40.9%","2:7167"
"2:7245","2021-07-13","Phillips",10711,5937,4771,3,793,5144,4168,36.2,5799,30.7,6,38,4.5,2,437,261,211,6,39.1,14714,40.3,32.4,4.7,5,0,0,26.7,"35.0%","2:7168"
"2:7246","2021-07-13","Searcy",4245,2284,1961,0,270,2014,3648,26.1,16,14.6,4,2,1.7,1,514,60,104,18,20,6887,33.2,28.5,3.1,4.2,0,0,7.1,"29.2%","2:7169"
"2:7247","2021-07-13","Independence",20042,11320,8719,3,1929,9391,18377,28.6,301,16.2,42,289,8.9,14,452,567,734,5,19.4,31722,35.7,27.5,5.5,4.9,0,9,36.4,"29.6%","2:7170"
"2:7248","2021-07-13","Jackson",9044,4952,4086,6,741,4211,7355,29.3,1092,19.7,18,28,8,8,355,188,215,7,24.6,14500,34.2,28.2,5,4,0,0,17.9,"29.0%","2:7171"
"2:7249","2021-07-13","Mississippi",20390,11524,8861,5,1872,9652,12688,28,5401,21.5,32,131,9.1,13,1702,423,586,6,20.3,33683,34.2,26.3,4.7,4.9,2.6,8,37.2,"28.7%","2:7172"
"2:7250","2021-07-13","Greene",26807,14723,12083,1,2210,12513,24133,30.4,244,16.7,26,120,5.7,26,1479,779,508,8,22.2,38118,38.6,31.7,5.4,5.4,0,8,23.1,"32.8%","2:7173"
"2:7251","2021-07-13","Clay",9224,4982,4233,9,554,4428,8153,31.9,44,15.3,6,10,4.2,0,770,241,74,4,13.1,12543,39.7,33.7,3.6,5.6,0,5,12.5,"35.3%","2:7174"
"2:7252","2021-07-13","Randolph",8306,4975,3329,2,1278,3697,7337,22.5,66,14,7,46,4,69,209,572,159,9,24.6,15146,32.8,22,7.5,5.8,0,8,19.4,"24.4%","2:7175"
"2:7253","2021-07-13","Lawrence",9617,5373,4235,9,933,4440,9068,30.5,76,17.5,8,27,4.2,3,363,72,127,9,26.4,14051,38.2,30.1,6.4,3,0,4,31.3,"31.6%","2:7176"
"2:7254","2021-07-13","Baxter",25837,14181,11650,6,2007,12174,22464,29.1,74,15.1,55,153,8.6,13,2694,384,579,6,31.7,37221,38.1,31.3,4.5,5,0.6,6,36.6,"32.7%","2:7177"
"2:7255","2021-07-13","Marion",7658,4322,3336,0,632,3690,6551,21.9,14,5.6,14,13,4.3,6,937,123,196,4,30.6,14723,29.4,22.7,3.7,1.9,0.6,0,12.7,"25.1%","2:7178"
"2:7256","2021-07-13","Perry",7285,3985,3297,3,491,3494,6536,36.5,125,29.3,6,16,5,1,458,143,129,6,24.3,8917,44.7,37,5.1,4.8,0,0,20.5,"39.2%","2:7179"
"2:7257","2021-07-13","Jefferson",36459,22019,14432,8,6511,15508,16777,30.2,17144,22.2,104,468,11.3,27,1046,893,687,9,28.2,57304,38.4,25.2,11.4,10,20.2,11,37.7,"27.1%","2:7180"
"2:7258","2021-07-13","Washington",171300,98551,72740,9,17094,81457,131643,34.9,4208,25.2,1115,4196,14.7,2428,11877,15833,26753,11,39.2,200760,49.1,36.2,6.9,5.9,3.9,8,28.8,"40.6%","2:7181"
"2:7259","2021-07-13","Crawford",32125,18442,13677,6,3089,15353,26787,25.8,399,17.3,190,529,5.2,10,2887,1323,1521,5,18.2,53333,34.6,25.6,4.9,5,2.7,9,25.1,"28.8%","2:7182"
"2:7260","2021-07-13","Little River",4719,2601,2118,0,265,2336,3196,19.2,850,19.8,19,115,5.5,2,455,82,267,3,39.4,10486,24.8,20.2,2.2,2.6,0,5,110.7,"22.3%","2:7183"
"2:7261","2021-07-13","Miller",7362,4153,3209,0,685,3468,4208,7.3,1563,8,10,54,2.2,6,1075,446,377,2,15.7,36531,11.4,8.8,1.4,1.7,0,2,11.4,"9.5%","2:7184"
"2:7262","2021-07-13","Lafayette",2907,1556,1351,0,138,1418,1604,21.3,1186,27.5,6,23,8.8,2,67,19,43,1,15.5,5854,26.6,23.1,1.8,2.9,0,3,34.3,"24.2%","2:7185"
"2:7263","2021-07-13","Columbia",13204,7485,5712,7,1457,6028,7732,28.1,4190,26.7,18,149,6.4,3,681,431,482,15,42.1,20211,37,28.3,5.9,6.3,1.6,15,33.3,"29.8%","2:7186"
"2:7264","2021-07-13","Union",18186,10311,7875,0,1668,8643,10745,23.9,5183,23.1,35,135,9,14,977,1097,794,6,32.3,32555,31.7,24.2,3.7,5,1.1,6,27.3,"26.5%","2:7187"
"2:7265","2021-07-13","Ashley",12397,6721,5670,6,776,5945,8171,31.4,3247,37.5,8,28,3.7,4,361,578,879,7,48.9,16780,40.1,33.8,3.7,5.4,0,3,24.2,"35.4%","2:7188"
"2:7266","2021-07-13","Chicot",6787,3818,2948,21,537,3281,2676,32.7,3286,34.6,5,37,6.1,0,478,305,365,8,38.3,8680,44,34,4.7,5.7,0,3,26.1,"37.8%","2:7189"
"2:7267","2021-07-13","Benton",197370,111441,85911,18,17739,93702,149916,33.9,2957,27.6,1034,10700,10.3,583,10756,21424,31741,9,41.1,231247,48.2,37.2,6.1,5.5,2.5,10,46.2,"40.5%","2:7190"
"2:7268","2021-07-13","Carroll",16082,9258,6821,3,1332,7926,12745,26.7,47,9.5,48,130,8,77,1742,1293,1476,5,24.4,24422,37.9,27.9,4.3,1.6,0.3,2,20.2,"32.5%","2:7191"
"2:7269","2021-07-13","Madison",8877,5019,3855,3,776,4243,7649,27.1,30,7.8,42,72,7.1,25,630,429,637,8,39,14093,35.6,27.4,4.7,5.2,1.9,8,26.6,"30.1%","2:7192"
"2:7270","2021-07-13","Sebastian",58297,34591,23705,1,7345,27246,43184,22.4,2942,17.1,356,2788,5.1,43,4781,4203,5046,5,16.7,107538,32.2,22,5.2,5.7,2.5,8,22.1,"25.3%","2:7193"
"2:7271","2021-07-13","Polk",8762,5096,3665,1,862,4234,7732,22.7,39,13.1,41,70,4.6,6,600,274,513,4,25,17073,29.8,21.5,4.5,5.7,1.8,5,20.4,"24.8%","2:7194"
"2:7272","2021-07-13","Sevier",8741,4809,3932,0,546,4263,5590,22.1,354,28.7,48,39,4.5,34,1268,1408,2050,4,22.7,13767,34.9,28.6,2.4,3.9,0.8,0,18.9,"31.0%","2:7195"
"2:7273","2021-07-13","Garland",67307,37413,29888,6,6818,30595,57068,33.9,3611,21.7,152,625,8.6,51,2752,3048,2803,12,26.9,86444,43.3,34.6,6.9,5.1,1.9,8,33.9,"35.4%","2:7196"
"2:7274","2021-07-13","Saline",80591,44330,36233,28,6000,38330,63808,32.7,6722,37.4,170,1112,11.3,92,5303,3384,3035,7,31.2,104254,42.5,34.8,4.4,7.1,1.5,6,35.6,"36.8%","2:7197"
"2:7275","2021-07-13","Franklin",11423,6219,5204,0,596,5623,10355,35.1,59,13.8,40,129,8,2,644,194,182,2,19.7,15200,40.9,34.2,3.5,2.6,1.3,6,29.6,"37.0%","2:7198"
"2:7276","2021-07-13","Scott",4799,2839,1960,0,418,2421,4113,25.4,24,10.8,24,88,6.6,3,388,159,210,4,17.9,8746,32.5,22.4,4,6.5,0.9,4,18.3,"27.7%","2:7199"
"2:7277","2021-07-13","Logan",12712,6999,5706,7,875,6124,11353,31.3,153,21.2,53,187,11.3,2,715,249,362,3,35.2,18547,37.7,30.8,4.1,3.5,1.8,2,20.9,"33.0%","2:7200"
