"","county_nam","Date","Deaths","Positive","active_cases","Cases_Population"
"2:16861","Sebastian",2021-04-15,274,15125,61,11.87
"2:16862","Sevier",2021-04-15,24,2784,3,16.19
"2:16863","Sharp",2021-04-15,45,1566,12,9.19
"2:16864","SaintFrancis",2021-04-15,41,3553,21,13.51
"2:16865","Stone",2021-04-15,30,984,1,7.91
"2:16866","Union",2021-04-15,112,3974,22,10
"2:16867","VanBuren",2021-04-15,22,1286,30,7.71
"2:16868","Washington",2021-04-15,345,30509,218,13.35
"2:16869","White",2021-04-15,118,7886,52,10.01
"2:16870","Woodruff",2021-04-15,12,642,7,9.64
"2:16871","Yell",2021-04-15,64,3413,6,15.82
"2:16872","Arkansas_all_counties",2021-04-14,5680,332666,1715,11.12
"2:16873","Arkansas_county",2021-04-14,36,2085,8,11.5
"2:16874","Ashley",2021-04-14,33,1920,11,9.35
"2:16875","Baxter",2021-04-14,102,3107,31,7.54
"2:16876","Benton",2021-04-14,410,28417,191,10.97
"2:16877","Boone",2021-04-14,79,3761,18,10.09
"2:16878","Bradley",2021-04-14,32,1357,1,12.39
"2:16879","Calhoun",2021-04-14,3,409,0,7.86
"2:16880","Carroll",2021-04-14,44,2766,13,9.92
"2:16881","Chicot",2021-04-14,40,1610,0,14.87
"2:16882","Clark",2021-04-14,40,2094,11,9.35
"2:16883","Clay",2021-04-14,50,1732,9,11.5
"2:16884","Cleburne",2021-04-14,73,1952,5,7.74
"2:16885","Cleveland",2021-04-14,25,944,4,11.48
"2:16886","Columbia",2021-04-14,55,2334,12,9.77
"2:16887","Conway",2021-04-14,32,2202,12,10.53
"2:16888","Craighead",2021-04-14,177,13184,85,12.47
"2:16889","Crawford",2021-04-14,117,7011,17,11.22
"2:16890","Crittenden",2021-04-14,96,5925,39,12.09
"2:16891","Cross",2021-04-14,49,1934,11,11.38
"2:16892","Dallas",2021-04-14,15,757,1,10.19
"2:16893","Desha",2021-04-14,24,1361,5,11.45
"2:16894","Drew",2021-04-14,42,1990,5,10.76
"2:16895","Faulkner",2021-04-14,157,12323,91,10.07
"2:16896","Franklin",2021-04-14,39,1682,2,9.46
"2:16897","Fulton",2021-04-14,47,1107,8,9.12
"2:16898","Garland",2021-04-14,256,10062,22,10.24
"2:16899","Grant",2021-04-14,32,1637,0,9.05
"2:16900","Greene",2021-04-14,75,6049,33,13.56
"2:16901","Hempstead",2021-04-14,20,1985,2,9.02
"2:16902","HotSpring",2021-04-14,72,5034,30,15.02
"2:16903","Howard",2021-04-14,24,1645,3,12.29
"2:16904","Independence",2021-04-14,122,3735,15,10.02
"2:16905","Izard",2021-04-14,41,1667,6,12.29
"2:16906","Jackson",2021-04-14,38,3210,1,18.64
"2:16907","Jefferson",2021-04-14,164,8787,41,12.48
"2:16908","Johnson",2021-04-14,37,2894,10,11.01
"2:16909","Lafayette",2021-04-14,9,545,4,7.88
"2:16910","Lawrence",2021-04-14,43,2076,7,12.45
"2:16911","Lee",2021-04-14,34,1661,3,17.67
"2:16912","Lincoln",2021-04-14,48,3189,7,23.29
"2:16913","LittleRiver",2021-04-14,41,1225,2,9.87
"2:16914","Logan",2021-04-14,22,2208,2,10.15
"2:16915","Lonoke",2021-04-14,118,7134,64,9.88
"2:16916","Madison",2021-04-14,22,1443,6,8.98
"2:16917","Marion",2021-04-14,30,1041,10,6.33
"2:16918","Miller",2021-04-14,36,4233,12,9.67
"2:16919","MissingCountyInfo",2021-04-14,0,2806,45,NA
"2:16920","Mississippi",2021-04-14,107,5782,24,13.5
"2:16921","Monroe",2021-04-14,17,863,1,11.91
"2:16922","Montgomery",2021-04-14,33,752,1,8.36
"2:16923","Nevada",2021-04-14,24,818,1,9.69
"2:16924","Newton",2021-04-14,26,708,1,9.02
"2:16925","Ouachita",2021-04-14,61,2296,3,9.52
"2:16926","Perry",2021-04-14,10,833,6,8.07
"2:16927","Phillips",2021-04-14,37,1762,19,9.26
"2:16928","Pike",2021-04-14,22,1003,5,9.28
"2:16929","Poinsett",2021-04-14,76,3132,14,13.02
"2:16930","Polk",2021-04-14,71,1966,3,9.75
"2:16931","Pope",2021-04-14,106,7913,39,12.43
"2:16932","Prairie",2021-04-14,20,888,0,10.77
"2:16933","Pulaski",2021-04-14,638,38612,228,9.81
"2:16934","Randolph",2021-04-14,47,2073,10,11.78
"2:16935","Saline",2021-04-14,166,11769,31,9.97
"2:16936","Scott",2021-04-14,14,928,0,8.89
"2:16937","Searcy",2021-04-14,17,675,3,8.52
"2:16938","Sebastian",2021-04-14,274,15112,52,11.86
"2:16939","Sevier",2021-04-14,24,2784,4,16.19
"2:16940","Sharp",2021-04-14,45,1562,10,9.17
"2:16941","SaintFrancis",2021-04-14,41,3549,22,13.5
"2:16942","Stone",2021-04-14,30,984,1,7.91
"2:16943","Union",2021-04-14,112,3968,18,9.99
"2:16944","VanBuren",2021-04-14,22,1283,28,7.69
"2:16945","Washington",2021-04-14,345,30483,205,13.34
"2:16946","White",2021-04-14,118,7884,57,10
"2:16947","Woodruff",2021-04-14,12,642,9,9.64
"2:16948","Yell",2021-04-14,64,3412,5,15.82
"2:16949","Arkansas_all_counties",2021-04-13,5673,332446,1663,11.12
"2:16950","Arkansas_county",2021-04-13,36,2085,9,11.5
"2:16951","Ashley",2021-04-13,33,1917,10,9.33
"2:16952","Baxter",2021-04-13,102,3103,30,7.53
"2:16953","Benton",2021-04-13,410,28398,192,10.97
"2:16954","Boone",2021-04-13,79,3760,17,10.08
"2:16955","Bradley",2021-04-13,32,1357,1,12.39
"2:16956","Calhoun",2021-04-13,3,409,0,7.86
"2:16957","Carroll",2021-04-13,44,2764,11,9.91
"2:16958","Chicot",2021-04-13,40,1610,0,14.87
"2:16959","Clark",2021-04-13,40,2094,12,9.35
"2:16960","Clay",2021-04-13,50,1729,6,11.48
"2:16961","Cleburne",2021-04-13,73,1951,4,7.73
"2:16962","Cleveland",2021-04-13,25,944,5,11.48
"2:16963","Columbia",2021-04-13,55,2333,12,9.76
"2:16964","Conway",2021-04-13,32,2200,11,10.52
"2:16965","Craighead",2021-04-13,177,13169,81,12.46
"2:16966","Crawford",2021-04-13,116,7008,19,11.22
"2:16967","Crittenden",2021-04-13,96,5922,42,12.08
"2:16968","Cross",2021-04-13,49,1934,11,11.38
"2:16969","Dallas",2021-04-13,15,757,1,10.19
"2:16970","Desha",2021-04-13,24,1361,5,11.45
"2:16971","Drew",2021-04-13,41,1989,5,10.75
"2:16972","Faulkner",2021-04-13,157,12305,85,10.05
"2:16973","Franklin",2021-04-13,39,1681,3,9.45
"2:16974","Fulton",2021-04-13,47,1104,5,9.09
"2:16975","Garland",2021-04-13,256,10061,22,10.24
"2:16976","Grant",2021-04-13,32,1637,0,9.05
"2:16977","Greene",2021-04-13,75,6048,34,13.55
"2:16978","Hempstead",2021-04-13,20,1985,2,9.02
"2:16979","HotSpring",2021-04-13,71,5033,35,15.01
"2:16980","Howard",2021-04-13,24,1644,2,12.28
"2:16981","Independence",2021-04-13,121,3733,15,10.02
"2:16982","Izard",2021-04-13,41,1666,5,12.29
"2:16983","Jackson",2021-04-13,38,3210,1,18.64
"2:16984","Jefferson",2021-04-13,163,8779,36,12.47
"2:16985","Johnson",2021-04-13,37,2893,9,11
"2:16986","Lafayette",2021-04-13,9,545,4,7.88
"2:16987","Lawrence",2021-04-13,43,2075,6,12.45
"2:16988","Lee",2021-04-13,34,1660,2,17.66
"2:16989","Lincoln",2021-04-13,48,3188,7,23.28
"2:16990","LittleRiver",2021-04-13,41,1224,1,9.86
"2:16991","Logan",2021-04-13,22,2208,2,10.15
"2:16992","Lonoke",2021-04-13,118,7119,52,9.86
"2:16993","Madison",2021-04-13,22,1442,6,8.97
"2:16994","Marion",2021-04-13,30,1040,9,6.33
"2:16995","Miller",2021-04-13,36,4229,11,9.66
"2:16996","MissingCountyInfo",2021-04-13,0,2809,38,NA
"2:16997","Mississippi",2021-04-13,106,5779,25,13.49
"2:16998","Monroe",2021-04-13,17,863,1,11.91
"2:16999","Montgomery",2021-04-13,33,752,1,8.36
"2:17000","Nevada",2021-04-13,24,818,1,9.69
"2:17001","Newton",2021-04-13,26,708,1,9.02
"2:17002","Ouachita",2021-04-13,60,2295,3,9.52
"2:17003","Perry",2021-04-13,10,832,5,8.06
"2:17004","Phillips",2021-04-13,37,1759,18,9.24
"2:17005","Pike",2021-04-13,22,1002,4,9.27
"2:17006","Poinsett",2021-04-13,76,3130,14,13.01
"2:17007","Polk",2021-04-13,71,1966,3,9.75
"2:17008","Pope",2021-04-13,106,7910,39,12.43
"2:17009","Prairie",2021-04-13,20,888,0,10.77
"2:17010","Pulaski",2021-04-13,638,38588,220,9.81
"2:17011","Randolph",2021-04-13,47,2072,11,11.77
"2:17012","Saline",2021-04-13,166,11762,30,9.97
"2:17013","Scott",2021-04-13,14,928,0,8.89
"2:17014","Searcy",2021-04-13,17,675,3,8.52
"2:17015","Sebastian",2021-04-13,274,15109,53,11.85
"2:17016","Sevier",2021-04-13,24,2783,4,16.19
"2:17017","Sharp",2021-04-13,45,1560,9,9.15
"2:17018","SaintFrancis",2021-04-13,41,3546,24,13.49
"2:17019","Stone",2021-04-13,30,984,1,7.91
"2:17020","Union",2021-04-13,112,3961,16,9.97
"2:17021","VanBuren",2021-04-13,22,1281,29,7.68
"2:17022","Washington",2021-04-13,345,30457,200,13.33
"2:17023","White",2021-04-13,118,7872,57,9.99
"2:17024","Woodruff",2021-04-13,12,642,9,9.64
"2:17025","Yell",2021-04-13,64,3412,6,15.82
"2:17026","Arkansas_all_counties",2021-04-12,5665,332222,1640,11.11
"2:17027","Arkansas_county",2021-04-12,36,2086,10,11.51
"2:17028","Ashley",2021-04-12,33,1914,9,9.32
"2:17029","Baxter",2021-04-12,102,3103,36,7.53
"2:17030","Benton",2021-04-12,409,28382,201,10.96
"2:17031","Boone",2021-04-12,79,3758,15,10.08
"2:17032","Bradley",2021-04-12,32,1356,0,12.39
"2:17033","Calhoun",2021-04-12,3,409,0,7.86
"2:17034","Carroll",2021-04-12,44,2764,14,9.91
"2:17035","Chicot",2021-04-12,40,1610,0,14.87
"2:17036","Clark",2021-04-12,40,2093,12,9.35
"2:17037","Clay",2021-04-12,50,1728,5,11.47
"2:17038","Cleburne",2021-04-12,73,1950,4,7.73
"2:17039","Cleveland",2021-04-12,25,943,5,11.46
"2:17040","Columbia",2021-04-12,55,2332,12,9.76
"2:17041","Conway",2021-04-12,32,2197,9,10.51
"2:17042","Craighead",2021-04-12,177,13158,75,12.45
"2:17043","Crawford",2021-04-12,116,7005,21,11.21
"2:17044","Crittenden",2021-04-12,96,5917,42,12.07
"2:17045","Cross",2021-04-12,49,1933,13,11.37
"2:17046","Dallas",2021-04-12,15,757,1,10.19
"2:17047","Desha",2021-04-12,24,1361,5,11.45
"2:17048","Drew",2021-04-12,41,1989,5,10.75
"2:17049","Faulkner",2021-04-12,157,12290,78,10.04
"2:17050","Franklin",2021-04-12,39,1681,3,9.45
"2:17051","Fulton",2021-04-12,47,1101,2,9.07
"2:17052","Garland",2021-04-12,255,10062,29,10.24
"2:17053","Grant",2021-04-12,32,1637,0,9.05
"2:17054","Greene",2021-04-12,75,6044,35,13.54
"2:17055","Hempstead",2021-04-12,20,1985,3,9.02
"2:17056","HotSpring",2021-04-12,71,5033,41,15.01
"2:17057","Howard",2021-04-12,24,1644,3,12.28
"2:17058","Independence",2021-04-12,121,3730,14,10.01
"2:17059","Izard",2021-04-12,41,1663,2,12.26
"2:17060","Jackson",2021-04-12,38,3210,2,18.64
"2:17061","Jefferson",2021-04-12,163,8770,32,12.45
"2:17062","Johnson",2021-04-12,37,2893,9,11
"2:17063","Lafayette",2021-04-12,9,545,4,7.88
"2:17064","Lawrence",2021-04-12,43,2075,6,12.45
"2:17065","Lee",2021-04-12,34,1660,2,17.66
"2:17066","Lincoln",2021-04-12,48,3188,7,23.28
"2:17067","LittleRiver",2021-04-12,41,1224,2,9.86
"2:17068","Logan",2021-04-12,22,2207,2,10.14
"2:17069","Lonoke",2021-04-12,117,7111,51,9.85
"2:17070","Madison",2021-04-12,22,1442,6,8.97
"2:17071","Marion",2021-04-12,30,1040,9,6.33
"2:17072","Miller",2021-04-12,36,4229,13,9.66
"2:17073","MissingCountyInfo",2021-04-12,0,2810,40,NA
"2:17074","Mississippi",2021-04-12,106,5777,25,13.49
"2:17075","Monroe",2021-04-12,17,862,0,11.89
"2:17076","Montgomery",2021-04-12,33,752,1,8.36
"2:17077","Nevada",2021-04-12,24,818,1,9.69
"2:17078","Newton",2021-04-12,26,708,1,9.02
"2:17079","Ouachita",2021-04-12,60,2294,2,9.52
"2:17080","Perry",2021-04-12,10,832,5,8.06
"2:17081","Phillips",2021-04-12,37,1754,13,9.22
"2:17082","Pike",2021-04-12,22,1001,3,9.26
"2:17083","Poinsett",2021-04-12,76,3126,13,13
"2:17084","Polk",2021-04-12,71,1966,5,9.75
"2:17085","Pope",2021-04-12,106,7902,36,12.42
"2:17086","Prairie",2021-04-12,20,888,0,10.77
"2:17087","Pulaski",2021-04-12,634,38559,226,9.8
"2:17088","Randolph",2021-04-12,47,2070,11,11.76
"2:17089","Saline",2021-04-12,166,11758,30,9.96
"2:17090","Scott",2021-04-12,14,928,0,8.89
"2:17091","Searcy",2021-04-12,17,675,5,8.52
"2:17092","Sebastian",2021-04-12,274,15095,45,11.84
"2:17093","Sevier",2021-04-12,24,2783,4,16.19
"2:17094","Sharp",2021-04-12,45,1558,7,9.14
"2:17095","SaintFrancis",2021-04-12,41,3543,24,13.47
"2:17096","Stone",2021-04-12,30,983,0,7.9
"2:17097","Union",2021-04-12,112,3959,16,9.96
"2:17098","VanBuren",2021-04-12,22,1274,25,7.64
"2:17099","Washington",2021-04-12,344,30415,177,13.31
"2:17100","White",2021-04-12,118,7870,62,9.99
"2:17101","Woodruff",2021-04-12,12,641,8,9.62
"2:17102","Yell",2021-04-12,64,3412,6,15.82
"2:17103","Arkansas_all_counties",2021-04-11,5661,332153,1733,11.11
"2:17104","Arkansas_county",2021-04-11,36,2085,11,11.5
"2:17105","Ashley",2021-04-11,33,1914,11,9.32
"2:17106","Baxter",2021-04-11,102,3103,38,7.53
"2:17107","Benton",2021-04-11,409,28364,204,10.95
"2:17108","Boone",2021-04-11,79,3756,13,10.07
"2:17109","Bradley",2021-04-11,32,1356,0,12.39
"2:17110","Calhoun",2021-04-11,3,409,0,7.86
"2:17111","Carroll",2021-04-11,44,2762,13,9.9
"2:17112","Chicot",2021-04-11,40,1610,1,14.87
"2:17113","Clark",2021-04-11,40,2093,12,9.35
"2:17114","Clay",2021-04-11,50,1726,3,11.46
"2:17115","Cleburne",2021-04-11,73,1950,5,7.73
"2:17116","Cleveland",2021-04-11,25,943,5,11.46
"2:17117","Columbia",2021-04-11,55,2332,14,9.76
"2:17118","Conway",2021-04-11,32,2197,9,10.51
"2:17119","Craighead",2021-04-11,176,13151,75,12.44
"2:17120","Crawford",2021-04-11,116,7005,26,11.21
"2:17121","Crittenden",2021-04-11,96,5916,48,12.07
"2:17122","Cross",2021-04-11,49,1932,13,11.37
"2:17123","Dallas",2021-04-11,15,757,1,10.19
"2:17124","Desha",2021-04-11,24,1361,5,11.45
"2:17125","Drew",2021-04-11,41,1989,5,10.75
"2:17126","Faulkner",2021-04-11,156,12288,86,10.04
"2:17127","Franklin",2021-04-11,39,1681,5,9.45
"2:17128","Fulton",2021-04-11,47,1101,2,9.07
"2:17129","Garland",2021-04-11,255,10062,30,10.24
"2:17130","Grant",2021-04-11,32,1637,1,9.05
"2:17131","Greene",2021-04-11,75,6044,40,13.54
"2:17132","Hempstead",2021-04-11,20,1985,6,9.02
"2:17133","HotSpring",2021-04-11,71,5033,42,15.01
"2:17134","Howard",2021-04-11,24,1644,3,12.28
"2:17135","Independence",2021-04-11,121,3730,15,10.01
"2:17136","Izard",2021-04-11,41,1663,2,12.26
"2:17137","Jackson",2021-04-11,38,3210,3,18.64
"2:17138","Jefferson",2021-04-11,163,8766,30,12.45
"2:17139","Johnson",2021-04-11,37,2893,11,11
"2:17140","Lafayette",2021-04-11,9,545,4,7.88
"2:17141","Lawrence",2021-04-11,43,2075,6,12.45
"2:17142","Lee",2021-04-11,34,1660,2,17.66
"2:17143","Lincoln",2021-04-11,48,3187,8,23.27
"2:17144","LittleRiver",2021-04-11,41,1224,2,9.86
"2:17145","Logan",2021-04-11,22,2207,2,10.14
"2:17146","Lonoke",2021-04-11,117,7107,50,9.84
"2:17147","Madison",2021-04-11,22,1442,6,8.97
"2:17148","Marion",2021-04-11,30,1040,9,6.33
"2:17149","Miller",2021-04-11,36,4228,12,9.66
"2:17150","MissingCountyInfo",2021-04-11,0,2818,52,NA
"2:17151","Mississippi",2021-04-11,106,5777,27,13.49
"2:17152","Monroe",2021-04-11,17,862,0,11.89
"2:17153","Montgomery",2021-04-11,33,752,1,8.36
"2:17154","Nevada",2021-04-11,24,818,1,9.69
"2:17155","Newton",2021-04-11,26,708,1,9.02
"2:17156","Ouachita",2021-04-11,60,2293,1,9.51
"2:17157","Perry",2021-04-11,10,832,5,8.06
"2:17158","Phillips",2021-04-11,37,1754,14,9.22
"2:17159","Pike",2021-04-11,22,1001,3,9.26
"2:17160","Poinsett",2021-04-11,76,3126,13,13
"2:17161","Polk",2021-04-11,71,1966,5,9.75
"2:17162","Pope",2021-04-11,106,7898,34,12.41
"2:17163","Prairie",2021-04-11,20,888,0,10.77
"2:17164","Pulaski",2021-04-11,634,38551,236,9.8
"2:17165","Randolph",2021-04-11,47,2070,14,11.76
"2:17166","Saline",2021-04-11,166,11757,32,9.96
"2:17167","Scott",2021-04-11,14,928,1,8.89
"2:17168","Searcy",2021-04-11,17,675,6,8.52
"2:17169","Sebastian",2021-04-11,273,15094,60,11.84
"2:17170","Sevier",2021-04-11,24,2783,4,16.19
"2:17171","Sharp",2021-04-11,45,1558,7,9.14
"2:17172","SaintFrancis",2021-04-11,41,3543,26,13.47
"2:17173","Stone",2021-04-11,30,983,0,7.9
"2:17174","Union",2021-04-11,112,3956,18,9.96
"2:17175","VanBuren",2021-04-11,21,1274,25,7.64
"2:17176","Washington",2021-04-11,344,30405,180,13.3
"2:17177","White",2021-04-11,118,7867,63,9.98
"2:17178","Woodruff",2021-04-11,12,641,9,9.62
"2:17179","Yell",2021-04-11,64,3412,6,15.82
"2:17180","Arkansas_all_counties",2021-04-10,5661,332053,1761,11.1
"2:17181","Arkansas_county",2021-04-10,36,2085,11,11.5
"2:17182","Ashley",2021-04-10,33,1914,12,9.32
"2:17183","Baxter",2021-04-10,102,3103,39,7.53
"2:17184","Benton",2021-04-10,409,28352,216,10.95
"2:17185","Boone",2021-04-10,79,3754,13,10.07
"2:17186","Bradley",2021-04-10,32,1356,0,12.39
"2:17187","Calhoun",2021-04-10,3,409,0,7.86
"2:17188","Carroll",2021-04-10,44,2762,15,9.9
"2:17189","Chicot",2021-04-10,40,1610,1,14.87
"2:17190","Clark",2021-04-10,40,2093,13,9.35
"2:17191","Clay",2021-04-10,50,1726,3,11.46
"2:17192","Cleburne",2021-04-10,73,1950,6,7.73
"2:17193","Cleveland",2021-04-10,25,943,5,11.46
"2:17194","Columbia",2021-04-10,55,2332,14,9.76
"2:17195","Conway",2021-04-10,32,2197,9,10.51
"2:17196","Craighead",2021-04-10,176,13147,78,12.44
"2:17197","Crawford",2021-04-10,116,7003,25,11.21
"2:17198","Crittenden",2021-04-10,96,5915,50,12.07
"2:17199","Cross",2021-04-10,49,1931,13,11.36
"2:17200","Dallas",2021-04-10,15,757,1,10.19
"2:17201","Desha",2021-04-10,24,1361,5,11.45
"2:17202","Drew",2021-04-10,41,1989,5,10.75
"2:17203","Faulkner",2021-04-10,156,12281,84,10.03
"2:17204","Franklin",2021-04-10,39,1681,7,9.45
"2:17205","Fulton",2021-04-10,47,1101,2,9.07
"2:17206","Garland",2021-04-10,255,10062,32,10.24
"2:17207","Grant",2021-04-10,32,1637,2,9.05
"2:17208","Greene",2021-04-10,75,6043,39,13.54
"2:17209","Hempstead",2021-04-10,20,1985,7,9.02
"2:17210","HotSpring",2021-04-10,71,5027,36,15
"2:17211","Howard",2021-04-10,24,1644,3,12.28
"2:17212","Independence",2021-04-10,121,3730,15,10.01
"2:17213","Izard",2021-04-10,41,1663,2,12.26
"2:17214","Jackson",2021-04-10,38,3210,3,18.64
"2:17215","Jefferson",2021-04-10,163,8765,31,12.45
"2:17216","Johnson",2021-04-10,37,2892,10,11
"2:17217","Lafayette",2021-04-10,9,544,3,7.87
"2:17218","Lawrence",2021-04-10,43,2075,6,12.45
"2:17219","Lee",2021-04-10,34,1659,1,17.65
"2:17220","Lincoln",2021-04-10,48,3187,10,23.27
"2:17221","LittleRiver",2021-04-10,41,1224,2,9.86
"2:17222","Logan",2021-04-10,22,2207,2,10.14
"2:17223","Lonoke",2021-04-10,117,7100,45,9.83
"2:17224","Madison",2021-04-10,22,1441,5,8.96
"2:17225","Marion",2021-04-10,30,1039,8,6.32
"2:17226","Miller",2021-04-10,36,4227,11,9.66
"2:17227","MissingCountyInfo",2021-04-10,0,2814,48,NA
"2:17228","Mississippi",2021-04-10,106,5776,27,13.49
"2:17229","Monroe",2021-04-10,17,862,0,11.89
"2:17230","Montgomery",2021-04-10,33,751,0,8.35
"2:17231","Nevada",2021-04-10,24,818,1,9.69
"2:17232","Newton",2021-04-10,26,708,1,9.02
"2:17233","Ouachita",2021-04-10,60,2292,0,9.51
"2:17234","Perry",2021-04-10,10,832,6,8.06
"2:17235","Phillips",2021-04-10,37,1752,14,9.2
"2:17236","Pike",2021-04-10,22,1001,3,9.26
"2:17237","Poinsett",2021-04-10,76,3122,10,12.98
"2:17238","Polk",2021-04-10,71,1966,6,9.75
"2:17239","Pope",2021-04-10,106,7894,34,12.4
"2:17240","Prairie",2021-04-10,20,888,0,10.77
"2:17241","Pulaski",2021-04-10,634,38533,229,9.79
"2:17242","Randolph",2021-04-10,47,2071,17,11.77
"2:17243","Saline",2021-04-10,166,11755,37,9.96
"2:17244","Scott",2021-04-10,14,928,1,8.89
"2:17245","Searcy",2021-04-10,17,676,7,8.53
"2:17246","Sebastian",2021-04-10,273,15088,59,11.84
"2:17247","Sevier",2021-04-10,24,2783,4,16.19
"2:17248","Sharp",2021-04-10,45,1558,9,9.14
"2:17249","SaintFrancis",2021-04-10,41,3543,28,13.47
"2:17250","Stone",2021-04-10,30,983,0,7.9
"2:17251","Union",2021-04-10,112,3955,18,9.95
"2:17252","VanBuren",2021-04-10,21,1274,26,7.64
"2:17253","Washington",2021-04-10,344,30397,194,13.3
"2:17254","White",2021-04-10,118,7867,67,9.98
"2:17255","Woodruff",2021-04-10,12,641,9,9.62
"2:17256","Yell",2021-04-10,64,3412,6,15.82
"2:17257","Arkansas_all_counties",2021-04-09,5661,331882,1732,11.1
"2:17258","Arkansas_county",2021-04-09,36,2082,8,11.49
"2:17259","Ashley",2021-04-09,33,1914,13,9.32
"2:17260","Baxter",2021-04-09,102,3101,39,7.52
"2:17261","Benton",2021-04-09,409,28326,209,10.94
"2:17262","Boone",2021-04-09,79,3750,10,10.06
"2:17263","Bradley",2021-04-09,32,1356,2,12.39
"2:17264","Calhoun",2021-04-09,3,409,0,7.86
"2:17265","Carroll",2021-04-09,44,2758,11,9.89
"2:17266","Chicot",2021-04-09,40,1610,1,14.87
"2:17267","Clark",2021-04-09,40,2092,13,9.35
"2:17268","Clay",2021-04-09,50,1724,2,11.45
"2:17269","Cleburne",2021-04-09,73,1949,5,7.72
"2:17270","Cleveland",2021-04-09,25,943,6,11.46
"2:17271","Columbia",2021-04-09,55,2329,11,9.75
"2:17272","Conway",2021-04-09,32,2195,7,10.5
"2:17273","Craighead",2021-04-09,176,13143,79,12.43
"2:17274","Crawford",2021-04-09,116,7002,28,11.21
"2:17275","Crittenden",2021-04-09,96,5913,49,12.06
"2:17276","Cross",2021-04-09,49,1929,11,11.35
"2:17277","Dallas",2021-04-09,15,757,1,10.19
"2:17278","Desha",2021-04-09,24,1360,4,11.44
"2:17279","Drew",2021-04-09,41,1988,4,10.74
"2:17280","Faulkner",2021-04-09,156,12272,86,10.02
"2:17281","Franklin",2021-04-09,39,1681,8,9.45
"2:17282","Fulton",2021-04-09,47,1101,2,9.07
"2:17283","Garland",2021-04-09,255,10059,31,10.23
"2:17284","Grant",2021-04-09,32,1637,2,9.05
"2:17285","Greene",2021-04-09,75,6043,42,13.54
"2:17286","Hempstead",2021-04-09,20,1985,8,9.02
"2:17287","HotSpring",2021-04-09,71,5026,36,14.99
"2:17288","Howard",2021-04-09,24,1644,3,12.28
"2:17289","Independence",2021-04-09,121,3731,18,10.01
"2:17290","Izard",2021-04-09,41,1664,4,12.27
"2:17291","Jackson",2021-04-09,38,3210,3,18.64
"2:17292","Jefferson",2021-04-09,163,8763,31,12.44
"2:17293","Johnson",2021-04-09,37,2892,12,11
"2:17294","Lafayette",2021-04-09,9,543,2,7.85
"2:17295","Lawrence",2021-04-09,43,2075,7,12.45
"2:17296","Lee",2021-04-09,34,1659,1,17.65
"2:17297","Lincoln",2021-04-09,48,3187,10,23.27
"2:17298","LittleRiver",2021-04-09,41,1224,3,9.86
"2:17299","Logan",2021-04-09,22,2207,2,10.14
"2:17300","Lonoke",2021-04-09,117,7089,38,9.82
"2:17301","Madison",2021-04-09,22,1439,3,8.95
"2:17302","Marion",2021-04-09,30,1038,7,6.31
"2:17303","Miller",2021-04-09,36,4224,13,9.65
"2:17304","MissingCountyInfo",2021-04-09,0,2809,43,NA
"2:17305","Mississippi",2021-04-09,106,5773,25,13.48
"2:17306","Monroe",2021-04-09,17,862,0,11.89
"2:17307","Montgomery",2021-04-09,33,751,0,8.35
"2:17308","Nevada",2021-04-09,24,818,2,9.69
"2:17309","Newton",2021-04-09,26,708,1,9.02
"2:17310","Ouachita",2021-04-09,60,2292,0,9.51
"2:17311","Perry",2021-04-09,10,831,5,8.05
"2:17312","Phillips",2021-04-09,37,1749,11,9.19
"2:17313","Pike",2021-04-09,22,1001,3,9.26
"2:17314","Poinsett",2021-04-09,76,3122,11,12.98
"2:17315","Polk",2021-04-09,71,1966,6,9.75
"2:17316","Pope",2021-04-09,106,7893,36,12.4
"2:17317","Prairie",2021-04-09,20,888,0,10.77
"2:17318","Pulaski",2021-04-09,634,38507,225,9.79
"2:17319","Randolph",2021-04-09,47,2069,16,11.75
"2:17320","Saline",2021-04-09,166,11752,38,9.96
"2:17321","Scott",2021-04-09,14,927,0,8.88
"2:17322","Searcy",2021-04-09,17,674,5,8.51
"2:17323","Sebastian",2021-04-09,273,15082,58,11.83
"2:17324","Sevier",2021-04-09,24,2781,2,16.18
"2:17325","Sharp",2021-04-09,45,1556,8,9.13
"2:17326","SaintFrancis",2021-04-09,41,3537,31,13.45
"2:17327","Stone",2021-04-09,30,983,0,7.9
"2:17328","Union",2021-04-09,112,3954,18,9.95
"2:17329","VanBuren",2021-04-09,21,1274,27,7.64
"2:17330","Washington",2021-04-09,344,30383,194,13.3
"2:17331","White",2021-04-09,118,7864,67,9.98
"2:17332","Woodruff",2021-04-09,12,641,9,9.62
"2:17333","Yell",2021-04-09,64,3412,6,15.82
"2:17334","Arkansas_all_counties",2021-04-08,5662,331704,1707,11.09
"2:17335","Arkansas_county",2021-04-08,36,2082,9,11.49
"2:17336","Ashley",2021-04-08,33,1912,16,9.31
"2:17337","Baxter",2021-04-08,102,3103,43,7.53
"2:17338","Benton",2021-04-08,409,28297,201,10.93
"2:17339","Boone",2021-04-08,79,3746,7,10.05
"2:17340","Bradley",2021-04-08,32,1356,4,12.39
"2:17341","Calhoun",2021-04-08,3,409,0,7.86
"2:17342","Carroll",2021-04-08,44,2757,11,9.89
"2:17343","Chicot",2021-04-08,40,1610,1,14.87
