"","county_nam","Date","Deaths","Positive","active_cases","Cases_Population"
"2:6353","Lawrence",2021-09-06,47,2836,228,17.01
"2:6354","Lee",2021-09-06,40,1952,46,20.77
"2:6355","Lincoln",2021-09-06,55,3572,37,26.08
"2:6356","LittleRiver",2021-09-06,44,1740,118,14.01
"2:6357","Logan",2021-09-06,32,3168,219,14.56
"2:6358","Lonoke",2021-09-06,159,10927,535,15.13
"2:6359","Madison",2021-09-06,33,2218,159,13.8
"2:6360","Marion",2021-09-06,50,1939,83,11.8
"2:6361","Miller",2021-09-06,39,5597,239,12.79
"2:6362","MissingCountyInfo",2021-09-06,0,4898,491,NA
"2:6363","Mississippi",2021-09-06,118,7223,447,16.86
"2:6364","Monroe",2021-09-06,21,1103,32,15.22
"2:6365","Montgomery",2021-09-06,34,1033,70,11.49
"2:6366","Nevada",2021-09-06,29,1132,49,13.41
"2:6367","Newton",2021-09-06,29,1101,48,14.03
"2:6368","Ouachita",2021-09-06,68,3194,162,13.25
"2:6369","Perry",2021-09-06,15,1362,64,13.2
"2:6370","Phillips",2021-09-06,59,2859,267,15.02
"2:6371","Pike",2021-09-06,30,1491,119,13.8
"2:6372","Poinsett",2021-09-06,92,4352,258,18.09
"2:6373","Polk",2021-09-06,90,2635,167,13.07
"2:6374","Pope",2021-09-06,136,10931,672,17.18
"2:6375","Prairie",2021-09-06,27,1217,55,14.76
"2:6376","Pulaski",2021-09-06,814,54941,1808,13.96
"2:6377","Randolph",2021-09-06,50,2797,190,15.89
"2:6378","SaintFrancis",2021-09-06,52,4358,177,NA
"2:6379","Saline",2021-09-06,215,17142,651,14.53
"2:6380","Scott",2021-09-06,19,1347,142,12.9
"2:6381","Searcy",2021-09-06,20,1162,57,14.67
"2:6382","Sebastian",2021-09-06,310,20077,1062,15.75
"2:6383","Sevier",2021-09-06,31,3426,156,19.93
"2:6384","Sharp",2021-09-06,58,2383,130,13.98
"2:6385","Stone",2021-09-06,37,1485,69,11.93
"2:6386","Union",2021-09-06,120,5037,228,12.68
"2:6387","VanBuren",2021-09-06,35,1885,72,11.3
"2:6388","Washington",2021-09-06,416,40922,1697,17.91
"2:6389","White",2021-09-06,167,11999,537,15.23
"2:6390","Woodruff",2021-09-06,19,959,68,14.4
"2:6391","Yell",2021-09-06,73,4240,240,19.65
"2:6392","Arkansas_all_counties",2021-09-05,7057,463795,23342,15.65
"2:6393","Arkansas_county",2021-09-05,54,3186,192,17.58
"2:6394","Ashley",2021-09-05,39,2823,224,13.75
"2:6395","Baxter",2021-09-05,154,5461,158,13.25
"2:6396","Benton",2021-09-05,525,38355,1559,14.81
"2:6397","Boone",2021-09-05,102,5705,214,15.3
"2:6398","Bradley",2021-09-05,36,1827,106,16.69
"2:6399","Calhoun",2021-09-05,7,540,15,10.38
"2:6400","Carroll",2021-09-05,61,3977,213,14.26
"2:6401","Chicot",2021-09-05,42,1874,67,17.31
"2:6402","Clark",2021-09-05,47,2902,173,12.96
"2:6403","Clay",2021-09-05,52,2352,188,15.62
"2:6404","Cleburne",2021-09-05,82,3245,244,12.86
"2:6405","Cleveland",2021-09-05,29,1287,39,15.65
"2:6406","Columbia",2021-09-05,61,3078,170,12.88
"2:6407","Conway",2021-09-05,41,2859,140,13.68
"2:6408","Craighead",2021-09-05,212,19046,1285,18.02
"2:6409","Crawford",2021-09-05,144,9315,616,14.91
"2:6410","Crittenden",2021-09-05,111,7806,402,15.93
"2:6411","Cross",2021-09-05,58,2590,139,15.24
"2:6412","Dallas",2021-09-05,18,1072,34,14.42
"2:6413","Desha",2021-09-05,26,1714,69,14.42
"2:6414","Drew",2021-09-05,53,2595,104,14.03
"2:6415","Faulkner",2021-09-05,195,17990,827,14.7
"2:6416","Franklin",2021-09-05,46,2412,198,13.57
"2:6417","Fulton",2021-09-05,52,1533,44,12.63
"2:6418","Garland",2021-09-05,338,14808,593,15.06
"2:6419","Grant",2021-09-05,45,2663,150,14.72
"2:6420","Greene",2021-09-05,97,8717,688,19.53
"2:6421","Hempstead",2021-09-05,21,2640,133,11.99
"2:6422","HotSpring",2021-09-05,100,7060,258,21.06
"2:6423","Howard",2021-09-05,28,2178,144,16.27
"2:6424","Independence",2021-09-05,144,5393,242,14.47
"2:6425","Izard",2021-09-05,52,2225,58,16.41
"2:6426","Jackson",2021-09-05,41,3810,150,22.12
"2:6427","Jefferson",2021-09-05,205,11804,373,16.76
"2:6428","Johnson",2021-09-05,50,4046,287,15.39
"2:6429","Lafayette",2021-09-05,11,753,39,10.89
"2:6430","Lawrence",2021-09-05,46,2826,241,16.95
"2:6431","Lee",2021-09-05,40,1948,46,20.73
"2:6432","Lincoln",2021-09-05,55,3572,43,26.08
"2:6433","LittleRiver",2021-09-05,44,1736,133,13.98
"2:6434","Logan",2021-09-05,32,3156,242,14.51
"2:6435","Lonoke",2021-09-05,159,10909,577,15.11
"2:6436","Madison",2021-09-05,33,2212,168,13.76
"2:6437","Marion",2021-09-05,50,1938,93,11.79
"2:6438","Miller",2021-09-05,39,5591,251,12.78
"2:6439","MissingCountyInfo",2021-09-05,0,4929,589,NA
"2:6440","Mississippi",2021-09-05,118,7206,467,16.82
"2:6441","Monroe",2021-09-05,21,1100,35,15.17
"2:6442","Montgomery",2021-09-05,34,1029,74,11.44
"2:6443","Nevada",2021-09-05,29,1130,55,13.39
"2:6444","Newton",2021-09-05,29,1100,55,14.02
"2:6445","Ouachita",2021-09-05,68,3183,168,13.2
"2:6446","Perry",2021-09-05,15,1358,69,13.16
"2:6447","Phillips",2021-09-05,59,2850,280,14.97
"2:6448","Pike",2021-09-05,30,1488,137,13.77
"2:6449","Poinsett",2021-09-05,92,4342,286,18.05
"2:6450","Polk",2021-09-05,90,2626,182,13.02
"2:6451","Pope",2021-09-05,136,10892,707,17.11
"2:6452","Prairie",2021-09-05,27,1216,63,14.75
"2:6453","Pulaski",2021-09-05,814,54860,1952,13.94
"2:6454","Randolph",2021-09-05,50,2789,195,15.84
"2:6455","SaintFrancis",2021-09-05,52,4347,183,NA
"2:6456","Saline",2021-09-05,215,17121,703,14.51
"2:6457","Scott",2021-09-05,19,1334,143,12.78
"2:6458","Searcy",2021-09-05,20,1159,58,14.63
"2:6459","Sebastian",2021-09-05,310,20044,1156,15.73
"2:6460","Sevier",2021-09-05,31,3412,162,19.85
"2:6461","Sharp",2021-09-05,58,2377,135,13.95
"2:6462","Stone",2021-09-05,37,1483,73,11.92
"2:6463","Union",2021-09-05,120,5028,246,12.65
"2:6464","VanBuren",2021-09-05,35,1880,83,11.27
"2:6465","Washington",2021-09-05,415,40829,1846,17.87
"2:6466","White",2021-09-05,166,11972,592,15.19
"2:6467","Woodruff",2021-09-05,19,956,75,14.35
"2:6468","Yell",2021-09-05,71,4226,244,19.59
"2:6469","Arkansas_all_counties",2021-09-04,7038,462723,23718,15.61
"2:6470","Arkansas_county",2021-09-04,54,3182,197,17.56
"2:6471","Ashley",2021-09-04,39,2810,221,13.68
"2:6472","Baxter",2021-09-04,154,5458,169,13.24
"2:6473","Benton",2021-09-04,522,38308,1614,14.79
"2:6474","Boone",2021-09-04,101,5701,223,15.29
"2:6475","Bradley",2021-09-04,36,1815,95,16.58
"2:6476","Calhoun",2021-09-04,7,540,16,10.38
"2:6477","Carroll",2021-09-04,61,3970,218,14.24
"2:6478","Chicot",2021-09-04,42,1871,66,17.28
"2:6479","Clark",2021-09-04,47,2900,177,12.96
"2:6480","Clay",2021-09-04,52,2345,190,15.57
"2:6481","Cleburne",2021-09-04,82,3245,251,12.86
"2:6482","Cleveland",2021-09-04,29,1287,44,15.65
"2:6483","Columbia",2021-09-04,61,3069,178,12.85
"2:6484","Conway",2021-09-04,41,2857,144,13.67
"2:6485","Craighead",2021-09-04,211,18962,1274,17.94
"2:6486","Crawford",2021-09-04,144,9286,630,14.86
"2:6487","Crittenden",2021-09-04,110,7774,395,15.86
"2:6488","Cross",2021-09-04,58,2586,149,15.21
"2:6489","Dallas",2021-09-04,18,1066,30,14.34
"2:6490","Desha",2021-09-04,24,1713,69,14.41
"2:6491","Drew",2021-09-04,53,2595,108,14.03
"2:6492","Faulkner",2021-09-04,192,17959,862,14.67
"2:6493","Franklin",2021-09-04,46,2402,199,13.51
"2:6494","Fulton",2021-09-04,52,1533,46,12.63
"2:6495","Garland",2021-09-04,338,14782,611,15.04
"2:6496","Grant",2021-09-04,45,2658,163,14.7
"2:6497","Greene",2021-09-04,97,8691,695,19.48
"2:6498","Hempstead",2021-09-04,21,2632,128,11.95
"2:6499","HotSpring",2021-09-04,100,7056,269,21.05
"2:6500","Howard",2021-09-04,28,2174,156,16.24
"2:6501","Independence",2021-09-04,144,5388,251,14.46
"2:6502","Izard",2021-09-04,52,2222,61,16.39
"2:6503","Jackson",2021-09-04,41,3799,144,22.06
"2:6504","Jefferson",2021-09-04,204,11788,373,16.74
"2:6505","Johnson",2021-09-04,49,4027,281,15.32
"2:6506","Lafayette",2021-09-04,11,751,40,10.86
"2:6507","Lawrence",2021-09-04,46,2807,230,16.84
"2:6508","Lee",2021-09-04,40,1947,46,20.72
"2:6509","Lincoln",2021-09-04,55,3572,43,26.08
"2:6510","LittleRiver",2021-09-04,44,1730,133,13.93
"2:6511","Logan",2021-09-04,32,3147,249,14.46
"2:6512","Lonoke",2021-09-04,158,10887,599,15.08
"2:6513","Madison",2021-09-04,33,2203,170,13.7
"2:6514","Marion",2021-09-04,50,1936,96,11.78
"2:6515","Miller",2021-09-04,39,5583,261,12.76
"2:6516","MissingCountyInfo",2021-09-04,0,4848,533,NA
"2:6517","Mississippi",2021-09-04,118,7155,435,16.71
"2:6518","Monroe",2021-09-04,21,1098,34,15.15
"2:6519","Montgomery",2021-09-04,34,1026,75,11.41
"2:6520","Nevada",2021-09-04,29,1128,57,13.36
"2:6521","Newton",2021-09-04,29,1099,58,14
"2:6522","Ouachita",2021-09-04,68,3170,164,13.15
"2:6523","Perry",2021-09-04,15,1355,72,13.13
"2:6524","Phillips",2021-09-04,59,2834,278,14.89
"2:6525","Pike",2021-09-04,30,1478,137,13.68
"2:6526","Poinsett",2021-09-04,92,4326,284,17.98
"2:6527","Polk",2021-09-04,90,2618,179,12.98
"2:6528","Pope",2021-09-04,135,10855,710,17.06
"2:6529","Prairie",2021-09-04,27,1215,65,14.74
"2:6530","Pulaski",2021-09-04,814,54790,2028,13.93
"2:6531","Randolph",2021-09-04,50,2781,193,15.8
"2:6532","SaintFrancis",2021-09-04,52,4334,180,NA
"2:6533","Saline",2021-09-04,215,17098,726,14.49
"2:6534","Scott",2021-09-04,19,1329,141,12.73
"2:6535","Searcy",2021-09-04,20,1155,56,14.58
"2:6536","Sebastian",2021-09-04,309,19994,1191,15.69
"2:6537","Sevier",2021-09-04,31,3408,167,19.82
"2:6538","Sharp",2021-09-04,58,2368,132,13.89
"2:6539","Stone",2021-09-04,37,1479,72,11.88
"2:6540","Union",2021-09-04,120,5013,249,12.62
"2:6541","VanBuren",2021-09-04,35,1879,83,11.26
"2:6542","Washington",2021-09-04,415,40764,1927,17.84
"2:6543","White",2021-09-04,163,11950,607,15.16
"2:6544","Woodruff",2021-09-04,19,953,74,14.31
"2:6545","Yell",2021-09-04,71,4209,247,19.51
"2:6546","Arkansas_all_counties",2021-09-03,7022,460363,22993,15.53
"2:6547","Arkansas_county",2021-09-03,54,3161,187,17.44
"2:6548","Ashley",2021-09-03,39,2789,209,13.58
"2:6549","Baxter",2021-09-03,154,5449,184,13.22
"2:6550","Benton",2021-09-03,520,38153,1591,14.73
"2:6551","Boone",2021-09-03,100,5676,215,15.22
"2:6552","Bradley",2021-09-03,36,1804,85,16.48
"2:6553","Calhoun",2021-09-03,7,540,17,10.38
"2:6554","Carroll",2021-09-03,60,3943,204,14.14
"2:6555","Chicot",2021-09-03,42,1860,58,17.18
"2:6556","Clark",2021-09-03,46,2887,171,12.9
"2:6557","Clay",2021-09-03,52,2323,181,15.42
"2:6558","Cleburne",2021-09-03,82,3221,237,12.77
"2:6559","Cleveland",2021-09-03,29,1287,47,15.65
"2:6560","Columbia",2021-09-03,61,3055,177,12.79
"2:6561","Conway",2021-09-03,41,2843,143,13.6
"2:6562","Craighead",2021-09-03,211,18819,1216,17.8
"2:6563","Crawford",2021-09-03,144,9224,614,14.77
"2:6564","Crittenden",2021-09-03,110,7703,348,15.72
"2:6565","Cross",2021-09-03,58,2568,141,15.11
"2:6566","Dallas",2021-09-03,18,1063,28,14.3
"2:6567","Desha",2021-09-03,24,1704,62,14.33
"2:6568","Drew",2021-09-03,53,2577,92,13.93
"2:6569","Faulkner",2021-09-03,192,17886,851,14.61
"2:6570","Franklin",2021-09-03,46,2377,183,13.37
"2:6571","Fulton",2021-09-03,52,1527,44,12.58
"2:6572","Garland",2021-09-03,334,14690,610,14.94
"2:6573","Grant",2021-09-03,45,2644,157,14.62
"2:6574","Greene",2021-09-03,97,8612,652,19.3
"2:6575","Hempstead",2021-09-03,21,2614,112,11.87
"2:6576","HotSpring",2021-09-03,100,7013,246,20.92
"2:6577","Howard",2021-09-03,28,2161,156,16.14
"2:6578","Independence",2021-09-03,143,5366,246,14.4
"2:6579","Izard",2021-09-03,52,2219,61,16.37
"2:6580","Jackson",2021-09-03,41,3792,144,22.01
"2:6581","Jefferson",2021-09-03,204,11759,378,16.7
"2:6582","Johnson",2021-09-03,49,3992,262,15.18
"2:6583","Lafayette",2021-09-03,11,747,38,10.8
"2:6584","Lawrence",2021-09-03,46,2774,201,16.64
"2:6585","Lee",2021-09-03,40,1943,49,20.67
"2:6586","Lincoln",2021-09-03,55,3566,38,26.04
"2:6587","LittleRiver",2021-09-03,44,1709,118,13.76
"2:6588","Logan",2021-09-03,32,3134,255,14.4
"2:6589","Lonoke",2021-09-03,158,10832,590,15
"2:6590","Madison",2021-09-03,33,2191,166,13.63
"2:6591","Marion",2021-09-03,50,1927,100,11.72
"2:6592","Miller",2021-09-03,39,5537,233,12.65
"2:6593","MissingCountyInfo",2021-09-03,0,4793,511,NA
"2:6594","Mississippi",2021-09-03,118,7088,393,16.55
"2:6595","Monroe",2021-09-03,21,1096,34,15.12
"2:6596","Montgomery",2021-09-03,34,1010,72,11.23
"2:6597","Nevada",2021-09-03,29,1119,50,13.26
"2:6598","Newton",2021-09-03,29,1096,57,13.97
"2:6599","Ouachita",2021-09-03,68,3161,160,13.11
"2:6600","Perry",2021-09-03,15,1345,69,13.03
"2:6601","Phillips",2021-09-03,59,2788,241,14.65
"2:6602","Pike",2021-09-03,30,1463,130,13.54
"2:6603","Poinsett",2021-09-03,92,4292,273,17.84
"2:6604","Polk",2021-09-03,90,2601,184,12.9
"2:6605","Pope",2021-09-03,134,10793,682,16.96
"2:6606","Prairie",2021-09-03,27,1212,68,14.7
"2:6607","Pulaski",2021-09-03,813,54643,2005,13.89
"2:6608","Randolph",2021-09-03,50,2768,188,15.72
"2:6609","SaintFrancis",2021-09-03,52,4315,172,NA
"2:6610","Saline",2021-09-03,214,17014,692,14.42
"2:6611","Scott",2021-09-03,19,1311,128,12.56
"2:6612","Searcy",2021-09-03,20,1153,60,14.55
"2:6613","Sebastian",2021-09-03,307,19901,1179,15.61
"2:6614","Sevier",2021-09-03,31,3395,165,19.75
"2:6615","Sharp",2021-09-03,57,2356,131,13.82
"2:6616","Stone",2021-09-03,37,1473,75,11.84
"2:6617","Union",2021-09-03,120,4983,232,12.54
"2:6618","VanBuren",2021-09-03,35,1871,76,11.21
"2:6619","Washington",2021-09-03,415,40626,1930,17.78
"2:6620","White",2021-09-03,163,11915,630,15.12
"2:6621","Woodruff",2021-09-03,19,946,71,14.2
"2:6622","Yell",2021-09-03,71,4175,238,19.35
"2:6623","Arkansas_all_counties",2021-09-02,7003,458234,23077,15.46
"2:6624","Arkansas_county",2021-09-02,53,3140,183,17.33
"2:6625","Ashley",2021-09-02,39,2751,201,13.4
"2:6626","Baxter",2021-09-02,154,5441,205,13.2
"2:6627","Benton",2021-09-02,519,38039,1624,14.69
"2:6628","Boone",2021-09-02,100,5666,223,15.2
"2:6629","Bradley",2021-09-02,36,1792,84,16.37
"2:6630","Calhoun",2021-09-02,7,536,15,10.3
"2:6631","Carroll",2021-09-02,59,3921,211,14.06
"2:6632","Chicot",2021-09-02,42,1856,56,17.14
"2:6633","Clark",2021-09-02,46,2873,167,12.83
"2:6634","Clay",2021-09-02,52,2298,167,15.26
"2:6635","Cleburne",2021-09-02,81,3195,230,12.66
"2:6636","Cleveland",2021-09-02,29,1283,47,15.6
"2:6637","Columbia",2021-09-02,61,3035,173,12.7
"2:6638","Conway",2021-09-02,40,2832,146,13.55
"2:6639","Craighead",2021-09-02,210,18714,1230,17.7
"2:6640","Crawford",2021-09-02,143,9143,571,14.64
"2:6641","Crittenden",2021-09-02,110,7667,367,15.64
"2:6642","Cross",2021-09-02,58,2562,152,15.07
"2:6643","Dallas",2021-09-02,18,1061,29,14.28
"2:6644","Desha",2021-09-02,24,1695,65,14.26
"2:6645","Drew",2021-09-02,53,2557,82,13.82
"2:6646","Faulkner",2021-09-02,191,17826,870,14.56
"2:6647","Franklin",2021-09-02,46,2361,177,13.28
"2:6648","Fulton",2021-09-02,51,1523,45,12.55
"2:6649","Garland",2021-09-02,333,14642,626,14.9
"2:6650","Grant",2021-09-02,45,2637,167,14.58
"2:6651","Greene",2021-09-02,97,8566,655,19.2
"2:6652","Hempstead",2021-09-02,21,2596,105,11.79
"2:6653","HotSpring",2021-09-02,100,6989,256,20.85
"2:6654","Howard",2021-09-02,28,2147,154,16.04
"2:6655","Independence",2021-09-02,142,5347,259,14.35
"2:6656","Izard",2021-09-02,52,2212,62,16.31
"2:6657","Jackson",2021-09-02,41,3758,120,21.82
"2:6658","Jefferson",2021-09-02,204,11741,406,16.67
"2:6659","Johnson",2021-09-02,49,3949,254,15.02
"2:6660","Lafayette",2021-09-02,11,741,36,10.72
"2:6661","Lawrence",2021-09-02,46,2746,185,16.47
"2:6662","Lee",2021-09-02,40,1939,51,20.63
"2:6663","Lincoln",2021-09-02,55,3560,38,25.99
"2:6664","LittleRiver",2021-09-02,44,1697,126,13.67
"2:6665","Logan",2021-09-02,32,3105,249,14.27
"2:6666","Lonoke",2021-09-02,158,10782,612,14.93
"2:6667","Madison",2021-09-02,33,2171,160,13.5
"2:6668","Marion",2021-09-02,50,1926,110,11.72
"2:6669","Miller",2021-09-02,39,5505,224,12.58
"2:6670","MissingCountyInfo",2021-09-02,0,4733,526,NA
"2:6671","Mississippi",2021-09-02,118,7017,351,16.38
"2:6672","Monroe",2021-09-02,21,1095,39,15.11
"2:6673","Montgomery",2021-09-02,34,1005,71,11.18
"2:6674","Nevada",2021-09-02,29,1109,45,13.14
"2:6675","Newton",2021-09-02,29,1090,58,13.89
"2:6676","Ouachita",2021-09-02,68,3143,149,13.04
"2:6677","Perry",2021-09-02,15,1343,73,13.01
"2:6678","Phillips",2021-09-02,59,2764,244,14.52
"2:6679","Pike",2021-09-02,29,1455,128,13.46
"2:6680","Poinsett",2021-09-02,92,4272,281,17.76
"2:6681","Polk",2021-09-02,89,2594,188,12.87
"2:6682","Pope",2021-09-02,134,10734,685,16.87
"2:6683","Prairie",2021-09-02,27,1205,75,14.62
"2:6684","Pulaski",2021-09-02,810,54486,2055,13.85
"2:6685","Randolph",2021-09-02,50,2745,180,15.59
"2:6686","SaintFrancis",2021-09-02,52,4298,166,NA
"2:6687","Saline",2021-09-02,214,16971,705,14.38
"2:6688","Scott",2021-09-02,19,1283,102,12.29
"2:6689","Searcy",2021-09-02,20,1149,62,14.5
"2:6690","Sebastian",2021-09-02,307,19785,1164,15.52
"2:6691","Sevier",2021-09-02,31,3363,148,19.56
"2:6692","Sharp",2021-09-02,57,2342,125,13.74
"2:6693","Stone",2021-09-02,37,1469,77,11.8
"2:6694","Union",2021-09-02,120,4968,245,12.5
"2:6695","VanBuren",2021-09-02,34,1867,79,11.19
"2:6696","Washington",2021-09-02,413,40497,1980,17.72
"2:6697","White",2021-09-02,163,11849,607,15.04
"2:6698","Woodruff",2021-09-02,19,936,67,14.05
"2:6699","Yell",2021-09-02,71,4144,227,19.21
"2:6700","Arkansas_all_counties",2021-09-01,6969,455781,22814,15.38
"2:6701","Arkansas_county",2021-09-01,52,3109,174,17.15
"2:6702","Ashley",2021-09-01,39,2728,200,13.28
"2:6703","Baxter",2021-09-01,153,5419,213,13.15
"2:6704","Benton",2021-09-01,517,37839,1595,14.61
"2:6705","Boone",2021-09-01,100,5648,238,15.15
"2:6706","Bradley",2021-09-01,36,1786,83,16.31
"2:6707","Calhoun",2021-09-01,7,536,16,10.3
"2:6708","Carroll",2021-09-01,59,3900,206,13.99
"2:6709","Chicot",2021-09-01,42,1849,65,17.08
"2:6710","Clark",2021-09-01,44,2838,142,12.68
"2:6711","Clay",2021-09-01,52,2278,155,15.13
"2:6712","Cleburne",2021-09-01,81,3174,237,12.58
"2:6713","Cleveland",2021-09-01,29,1281,48,15.57
"2:6714","Columbia",2021-09-01,61,3024,183,12.66
"2:6715","Conway",2021-09-01,40,2814,142,13.46
"2:6716","Craighead",2021-09-01,210,18586,1236,17.58
"2:6717","Crawford",2021-09-01,140,9070,538,14.52
"2:6718","Crittenden",2021-09-01,109,7619,360,15.54
"2:6719","Cross",2021-09-01,58,2552,154,15.01
"2:6720","Dallas",2021-09-01,18,1058,28,14.24
"2:6721","Desha",2021-09-01,24,1690,68,14.22
"2:6722","Drew",2021-09-01,52,2553,88,13.8
"2:6723","Faulkner",2021-09-01,190,17735,866,14.49
"2:6724","Franklin",2021-09-01,46,2342,170,13.17
"2:6725","Fulton",2021-09-01,51,1518,44,12.51
"2:6726","Garland",2021-09-01,332,14591,622,14.84
"2:6727","Grant",2021-09-01,44,2623,172,14.5
"2:6728","Greene",2021-09-01,97,8517,659,19.09
"2:6729","Hempstead",2021-09-01,21,2586,107,11.74
"2:6730","HotSpring",2021-09-01,100,6962,254,20.77
"2:6731","Howard",2021-09-01,28,2130,151,15.91
"2:6732","Independence",2021-09-01,142,5327,270,14.3
"2:6733","Izard",2021-09-01,52,2207,63,16.28
"2:6734","Jackson",2021-09-01,41,3724,104,21.62
"2:6735","Jefferson",2021-09-01,204,11687,379,16.6
"2:6736","Johnson",2021-09-01,49,3930,267,14.95
"2:6737","Lafayette",2021-09-01,11,740,40,10.7
"2:6738","Lawrence",2021-09-01,46,2717,175,16.3
"2:6739","Lee",2021-09-01,40,1936,51,20.6
"2:6740","Lincoln",2021-09-01,55,3556,36,25.97
"2:6741","LittleRiver",2021-09-01,44,1685,124,13.57
"2:6742","Logan",2021-09-01,32,3086,251,14.18
"2:6743","Lonoke",2021-09-01,156,10727,614,14.86
"2:6744","Madison",2021-09-01,32,2151,157,13.38
"2:6745","Marion",2021-09-01,49,1920,117,11.68
"2:6746","Miller",2021-09-01,39,5473,210,12.51
"2:6747","MissingCountyInfo",2021-09-01,0,4667,514,NA
"2:6748","Mississippi",2021-09-01,118,6966,319,16.26
"2:6749","Monroe",2021-09-01,21,1089,38,15.02
"2:6750","Montgomery",2021-09-01,34,999,75,11.11
"2:6751","Nevada",2021-09-01,29,1102,41,13.06
"2:6752","Newton",2021-09-01,29,1085,60,13.83
"2:6753","Ouachita",2021-09-01,68,3117,140,12.93
"2:6754","Perry",2021-09-01,15,1337,73,12.95
"2:6755","Phillips",2021-09-01,59,2734,227,14.36
"2:6756","Pike",2021-09-01,29,1434,129,13.27
"2:6757","Poinsett",2021-09-01,92,4252,288,17.68
"2:6758","Polk",2021-09-01,88,2581,183,12.8
"2:6759","Pope",2021-09-01,133,10682,706,16.78
"2:6760","Prairie",2021-09-01,27,1201,76,14.57
"2:6761","Pulaski",2021-09-01,808,54257,2026,13.79
"2:6762","Randolph",2021-09-01,50,2717,165,15.43
"2:6763","SaintFrancis",2021-09-01,52,4276,157,NA
"2:6764","Saline",2021-09-01,211,16912,714,14.33
"2:6765","Scott",2021-09-01,19,1272,97,12.18
"2:6766","Searcy",2021-09-01,20,1142,60,14.41
"2:6767","Sebastian",2021-09-01,305,19684,1165,15.44
"2:6768","Sevier",2021-09-01,31,3339,138,19.42
"2:6769","Sharp",2021-09-01,57,2318,110,13.6
"2:6770","Stone",2021-09-01,37,1462,73,11.75
"2:6771","Union",2021-09-01,119,4928,224,12.4
"2:6772","VanBuren",2021-09-01,34,1858,77,11.14
"2:6773","Washington",2021-09-01,412,40314,1977,17.64
"2:6774","White",2021-09-01,161,11780,591,14.95
"2:6775","Woodruff",2021-09-01,18,930,67,13.96
"2:6776","Yell",2021-09-01,69,4125,232,19.12
"2:6777","Arkansas_all_counties",2021-08-31,6934,452891,22422,15.28
"2:6778","Arkansas_county",2021-08-31,52,3094,184,17.07
"2:6779","Ashley",2021-08-31,39,2689,195,13.09
"2:6780","Baxter",2021-08-31,153,5395,217,13.09
"2:6781","Benton",2021-08-31,511,37639,1585,14.53
"2:6782","Boone",2021-08-31,99,5615,231,15.06
"2:6783","Bradley",2021-08-31,36,1775,78,16.21
"2:6784","Calhoun",2021-08-31,7,532,12,10.23
"2:6785","Carroll",2021-08-31,59,3867,199,13.87
"2:6786","Chicot",2021-08-31,42,1841,69,17.01
"2:6787","Clark",2021-08-31,44,2805,127,12.53
"2:6788","Clay",2021-08-31,52,2255,143,14.97
"2:6789","Cleburne",2021-08-31,81,3141,233,12.45
"2:6790","Cleveland",2021-08-31,29,1280,50,15.56
"2:6791","Columbia",2021-08-31,61,2994,171,12.53
"2:6792","Conway",2021-08-31,39,2794,132,13.36
"2:6793","Craighead",2021-08-31,210,18470,1253,17.47
"2:6794","Crawford",2021-08-31,139,9011,534,14.42
"2:6795","Crittenden",2021-08-31,109,7567,356,15.44
"2:6796","Cross",2021-08-31,58,2528,142,14.87
"2:6797","Dallas",2021-08-31,18,1053,33,14.17
"2:6798","Desha",2021-08-31,24,1679,67,14.12
"2:6799","Drew",2021-08-31,52,2535,85,13.7
"2:6800","Faulkner",2021-08-31,190,17637,827,14.41
"2:6801","Franklin",2021-08-31,46,2323,173,13.07
"2:6802","Fulton",2021-08-31,51,1512,42,12.46
"2:6803","Garland",2021-08-31,328,14479,577,14.73
"2:6804","Grant",2021-08-31,44,2606,168,14.41
"2:6805","Greene",2021-08-31,97,8459,664,18.96
