"","County_Name","Date","Active_Cases_Total","Total_Positives","Total_Deaths","Pct_Positive_Cumulative","New_Cases_Today","Active_Cases_10k_Pop"
"11481","Carroll",2021-01-28,116,2524,38,13.16,13,31.56
"11482","Chicot",2021-01-28,35,1547,38,11.07,3,25.86
"11483","Clark",2021-01-28,143,1804,33,7.78,21,52.27
"11484","Clay",2021-01-28,61,1552,41,9.55,7,23.9
"11485","Cleburne",2021-01-28,107,1733,57,8.81,10,24.18
"11486","Cleveland",2021-01-28,83,775,23,9.01,14,53.49
"11487","Columbia",2021-01-28,90,1894,49,10.21,7,15.9
"11488","Conway",2021-01-28,146,1940,26,9.89,11,57.4
"11489","Craighead",2021-01-28,502,12052,163,11.4,34,36.99
"11490","Crawford",2021-01-28,441,6093,87,10.05,23,53.62
"11491","Crittenden",2021-01-28,214,5313,82,13.82,27,37.13
"11492","Cross",2021-01-28,96,1803,43,11.51,9,38.24
"11493","Dallas",2021-01-28,46,657,12,10.01,6,45.75
"11494","Desha",2021-01-28,91,1182,17,10.97,11,54.68
"11495","Drew",2021-01-28,128,1833,31,10.65,17,52.97
"11496","Faulkner",2021-01-28,762,10441,134,9.5,86,39.46
"11497","Franklin",2021-01-28,133,1484,30,8.45,10,45.56
"11498","Fulton",2021-01-28,16,1023,42,15.19,1,8.24
"11499","Garland",2021-01-28,678,8284,202,9.79,117,56.56
"11500","Grant",2021-01-28,67,1354,28,9.62,10,22.67
"11501","Greene",2021-01-28,271,5418,64,12.34,27,42.8
"11502","Hempstead",2021-01-28,114,1605,14,11.03,16,42.24
"11503","HotSpring",2021-01-28,223,4339,62,9.91,26,53.1
"11504","Howard",2021-01-28,72,1331,21,13.1,9,28.38
"11505","Independence",2021-01-28,146,3410,111,9.79,4,16.91
"11506","Izard",2021-01-28,52,1538,35,10.36,3,16.23
"11507","Jackson",2021-01-28,32,3043,31,12.32,5,11.03
"11508","Jefferson",2021-01-28,462,7925,147,9.91,37,28.83
"11509","Johnson",2021-01-28,140,2454,26,10.9,35,41.46
"11510","Lafayette",2021-01-28,36,440,7,13.81,4,34.71
"11511","Lawrence",2021-01-28,61,1889,41,13.3,4,26.4
"11512","Lee",2021-01-28,39,1593,31,14.36,0,35.11
"11513","Lincoln",2021-01-28,66,3031,38,13.43,5,25.56
"11514","LittleRiver",2021-01-28,42,1016,39,13.29,2,24.97
"11515","Logan",2021-01-28,149,1949,15,8.08,14,34.47
"11516","Lonoke",2021-01-28,530,5836,101,9.82,56,41.13
"11517","Madison",2021-01-28,114,1321,18,10.79,12,42.92
"11518","Marion",2021-01-28,53,850,27,9.41,7,9.13
"11519","Miller",2021-01-28,91,3319,28,16.45,14,15.31
"11520","MissingCountyInfo",2021-01-28,130,2847,0,3.11,24,NA
"11521","Mississippi",2021-01-28,229,5172,105,13.91,24,42.03
"11522","Monroe",2021-01-28,98,703,14,10.34,15,102.08
"11523","Montgomery",2021-01-28,21,647,27,9.42,4,17.79
"11524","Nevada",2021-01-28,48,708,23,6.49,7,36.73
"11525","Newton",2021-01-28,31,643,26,10.39,6,30.58
"11526","Ouachita",2021-01-28,158,1925,44,11.53,18,55.59
"11527","Perry",2021-01-28,57,670,7,6.38,15,38.75
"11528","Phillips",2021-01-28,76,1574,31,9.4,10,36.78
"11529","Pike",2021-01-28,32,875,19,11.78,5,22.21
"11530","Poinsett",2021-01-28,172,2905,72,11.97,12,52.38
"11531","Polk",2021-01-28,85,1636,55,13.05,10,39.18
"11532","Pope",2021-01-28,420,7114,85,10.94,48,45.57
"11533","Prairie",2021-01-28,91,757,20,11.38,11,66.72
"11534","Pulaski",2021-01-28,2787,33125,496,9.27,286,57.77
"11535","Randolph",2021-01-28,58,1807,46,10.82,5,25.56
"11536","Saline",2021-01-28,685,10199,146,10.57,87,39.4
"11537","Scott",2021-01-28,60,853,14,8.42,10,28.73
"11538","Searcy",2021-01-28,28,604,14,10.48,3,12.62
"11539","Sebastian",2021-01-28,862,13357,222,10.28,68,43.15
"11540","Sevier",2021-01-28,40,2332,25,15.4,5,15.7
"11541","Sharp",2021-01-28,59,1433,44,9.52,7,15.26
"11542","St.Francis",2021-01-28,167,3294,31,11.12,16,50.96
"11543","Stone",2021-01-28,35,906,29,9.15,2,8.84
"11544","Union",2021-01-28,207,3272,90,12.38,39,39.51
"11545","VanBuren",2021-01-28,82,1069,13,8.11,1,25.77
"11546","Washington",2021-01-28,1479,27378,297,12.35,165,43.45
"11547","White",2021-01-28,344,6392,87,13.17,43,22.46
"11548","Woodruff",2021-01-28,52,542,6,7.53,4,31.53
"11549","Yell",2021-01-28,138,3011,61,10.76,7,47.28
"11550","Arkansas_all_counties",2021-01-29,17326,292563,4831,10.62,1707,40.16
"11551","Arkansas_county",2021-01-29,170,1756,36,9.07,26,49.66
"11552","Ashley",2021-01-29,88,1624,27,11.2,11,29.7
"11553","Baxter",2021-01-29,110,2604,94,13.89,14,17.23
"11554","Benton",2021-01-29,1470,24909,345,12.88,171,39
"11555","Boone",2021-01-29,249,3305,74,10.94,31,32.45
"11556","Bradley",2021-01-29,60,1237,29,12.01,9,40.19
"11557","Calhoun",2021-01-29,43,341,2,9.43,3,53.83
"11558","Carroll",2021-01-29,135,2554,39,13.22,30,36.22
"11559","Chicot",2021-01-29,34,1550,38,11.03,3,24.94
"11560","Clark",2021-01-29,148,1820,34,7.79,16,55.39
"11561","Clay",2021-01-29,58,1559,41,9.56,7,23.24
"11562","Cleburne",2021-01-29,106,1741,59,8.8,8,24.97
"11563","Cleveland",2021-01-29,83,780,23,9.04,5,58.35
"11564","Columbia",2021-01-29,94,1906,50,10.17,12,16.32
"11565","Conway",2021-01-29,150,1958,27,9.93,18,59.79
"11566","Craighead",2021-01-29,480,12082,165,11.37,30,35.38
"11567","Crawford",2021-01-29,415,6118,89,10.03,25,50.42
"11568","Crittenden",2021-01-29,202,5327,84,13.79,14,35.91
"11569","Cross",2021-01-29,97,1811,43,11.52,8,38.24
"11570","Dallas",2021-01-29,42,662,12,10.02,5,43.06
"11571","Desha",2021-01-29,98,1195,17,11.02,13,59.73
"11572","Drew",2021-01-29,127,1843,31,10.65,10,52.43
"11573","Faulkner",2021-01-29,766,10518,134,9.51,77,39.62
"11574","Franklin",2021-01-29,131,1493,30,8.43,9,46.12
"11575","Fulton",2021-01-29,16,1023,42,15.15,0,8.24
"11576","Garland",2021-01-29,658,8322,202,9.81,38,54.22
"11577","Grant",2021-01-29,70,1364,28,9.62,10,23.78
"11578","Greene",2021-01-29,270,5440,65,12.27,22,41.91
"11579","Hempstead",2021-01-29,107,1616,14,10.99,11,41.33
"11580","HotSpring",2021-01-29,215,4362,62,9.9,23,51.31
"11581","Howard",2021-01-29,67,1333,21,13,2,26.14
"11582","Independence",2021-01-29,139,3428,112,9.75,18,14.76
"11583","Izard",2021-01-29,52,1545,36,10.35,7,14.75
"11584","Jackson",2021-01-29,32,3050,32,12.33,7,12.19
"11585","Jefferson",2021-01-29,441,7970,148,9.93,45,26.98
"11586","Johnson",2021-01-29,139,2471,28,10.92,17,41.08
"11587","Lafayette",2021-01-29,34,442,7,13.77,2,33.26
"11588","Lawrence",2021-01-29,58,1893,41,13.25,4,25.2
"11589","Lee",2021-01-29,35,1595,31,14.35,2,30.86
"11590","Lincoln",2021-01-29,67,3035,38,13.43,4,24.83
"11591","LittleRiver",2021-01-29,39,1019,39,13.28,3,24.16
"11592","Logan",2021-01-29,144,1962,15,8.08,13,31.25
"11593","Lonoke",2021-01-29,535,5883,102,9.82,47,42.24
"11594","Madison",2021-01-29,117,1329,18,10.81,8,42.3
"11595","Marion",2021-01-29,51,852,27,9.39,2,7.91
"11596","Miller",2021-01-29,86,3328,29,16.41,9,15.08
"11597","MissingCountyInfo",2021-01-29,129,2858,0,3.12,11,NA
"11598","Mississippi",2021-01-29,230,5187,105,13.82,15,42.26
"11599","Monroe",2021-01-29,99,716,14,10.43,13,96.57
"11600","Montgomery",2021-01-29,20,648,27,9.42,1,17.79
"11601","Nevada",2021-01-29,43,711,23,6.47,3,36.73
"11602","Newton",2021-01-29,30,643,26,10.37,0,28.03
"11603","Ouachita",2021-01-29,159,1934,45,11.47,9,55.17
"11604","Perry",2021-01-29,58,674,7,6.38,4,39.72
"11605","Phillips",2021-01-29,87,1588,31,9.39,14,41.5
"11606","Pike",2021-01-29,24,875,19,11.73,0,17.58
"11607","Poinsett",2021-01-29,170,2915,72,11.94,10,49.89
"11608","Polk",2021-01-29,78,1642,55,13.03,6,35.71
"11609","Pope",2021-01-29,392,7139,85,10.9,25,41.17
"11610","Prairie",2021-01-29,101,774,20,11.5,17,76.42
"11611","Pulaski",2021-01-29,2758,33378,500,9.28,253,57.9
"11612","Randolph",2021-01-29,66,1822,46,10.74,15,26.13
"11613","Saline",2021-01-29,695,10280,146,10.58,81,40.25
"11614","Scott",2021-01-29,57,858,14,8.43,5,22.98
"11615","Searcy",2021-01-29,33,611,14,10.54,7,16.41
"11616","Sebastian",2021-01-29,838,13445,227,10.28,88,40.88
"11617","Sevier",2021-01-29,38,2336,25,15.36,4,14.54
"11618","Sharp",2021-01-29,57,1437,46,9.48,4,15.84
"11619","St.Francis",2021-01-29,129,3301,32,11.09,7,37.27
"11620","Stone",2021-01-29,38,913,29,9.16,7,10.45
"11621","Union",2021-01-29,191,3288,92,12.34,16,36.24
"11622","VanBuren",2021-01-29,115,1112,13,8.28,43,45.55
"11623","Washington",2021-01-29,1438,27530,302,12.35,152,41.88
"11624","White",2021-01-29,335,6422,89,13.15,30,21.83
"11625","Woodruff",2021-01-29,52,545,6,7.5,3,30.03
"11626","Yell",2021-01-29,138,3026,61,10.75,15,48.21
"11627","Arkansas_all_counties",2021-01-30,17608,294387,4838,10.62,1824,40.83
"11628","Arkansas_county",2021-01-30,168,1770,36,9.07,14,46.35
"11629","Ashley",2021-01-30,94,1637,27,11.19,13,32.62
"11630","Baxter",2021-01-30,118,2629,94,13.86,25,18.2
"11631","Benton",2021-01-30,1453,25025,345,12.87,116,38.77
"11632","Boone",2021-01-30,255,3329,74,10.89,24,34.6
"11633","Bradley",2021-01-30,57,1247,29,12.07,10,35.62
"11634","Calhoun",2021-01-30,45,344,2,9.45,3,57.67
"11635","Carroll",2021-01-30,145,2575,39,13.21,21,39.8
"11636","Chicot",2021-01-30,32,1551,38,11.01,1,23.09
"11637","Clark",2021-01-30,142,1831,34,7.81,11,53.16
"11638","Clay",2021-01-30,55,1562,41,9.53,3,22.57
"11639","Cleburne",2021-01-30,114,1753,59,8.78,12,28.14
"11640","Cleveland",2021-01-30,91,791,23,9.12,11,60.78
"11641","Columbia",2021-01-30,109,1926,50,10.21,20,18.83
"11642","Conway",2021-01-30,154,1974,27,9.96,16,60.27
"11643","Craighead",2021-01-30,477,12123,166,11.33,41,35.48
"11644","Crawford",2021-01-30,413,6163,89,10.07,45,49.14
"11645","Crittenden",2021-01-30,206,5358,84,13.82,31,36.72
"11646","Cross",2021-01-30,91,1818,43,11.51,7,37.06
"11647","Dallas",2021-01-30,39,664,12,9.93,2,40.37
"11648","Desha",2021-01-30,99,1204,17,11.02,9,63.94
"11649","Drew",2021-01-30,132,1858,31,10.68,15,55.13
"11650","Faulkner",2021-01-30,786,10596,134,9.52,78,40.6
"11651","Franklin",2021-01-30,126,1500,30,8.44,7,42.18
"11652","Fulton",2021-01-30,14,1024,42,15.11,1,7.41
"11653","Garland",2021-01-30,630,8354,203,9.81,32,51.38
"11654","Grant",2021-01-30,84,1383,28,9.66,19,28.75
"11655","Greene",2021-01-30,284,5482,65,12.32,42,44.15
"11656","Hempstead",2021-01-30,109,1628,14,10.99,12,44.05
"11657","HotSpring",2021-01-30,218,4382,62,9.9,20,51.91
"11658","Howard",2021-01-30,79,1348,21,13.05,15,27.63
"11659","Independence",2021-01-30,152,3451,112,9.71,23,16.37
"11660","Izard",2021-01-30,51,1555,36,10.35,10,14.75
"11661","Jackson",2021-01-30,46,3065,32,12.35,15,12.77
"11662","Jefferson",2021-01-30,483,8041,148,9.96,71,31.81
"11663","Johnson",2021-01-30,146,2488,28,10.95,17,42.22
"11664","Lafayette",2021-01-30,34,444,7,13.71,2,33.26
"11665","Lawrence",2021-01-30,65,1905,41,13.26,12,27
"11666","Lee",2021-01-30,30,1597,31,14.33,2,25.54
"11667","Lincoln",2021-01-30,72,3045,38,13.42,10,26.29
"11668","LittleRiver",2021-01-30,42,1031,39,13.36,12,25.77
"11669","Logan",2021-01-30,142,1965,15,8.06,3,32.63
"11670","Lonoke",2021-01-30,550,5939,103,9.87,56,43.9
"11671","Madison",2021-01-30,115,1333,18,10.79,4,42.92
"11672","Marion",2021-01-30,54,861,27,9.36,9,8.52
"11673","Miller",2021-01-30,99,3363,29,16.16,35,15.54
"11674","MissingCountyInfo",2021-01-30,151,2885,0,3.11,27,NA
"11675","Mississippi",2021-01-30,266,5234,105,13.89,47,49.73
"11676","Monroe",2021-01-30,107,730,14,10.54,14,103.46
"11677","Montgomery",2021-01-30,23,653,27,9.46,5,18.9
"11678","Nevada",2021-01-30,47,717,23,6.51,6,40.28
"11679","Newton",2021-01-30,28,646,26,10.39,3,25.48
"11680","Ouachita",2021-01-30,175,1963,45,11.56,29,60.57
"11681","Perry",2021-01-30,57,677,7,6.39,3,39.72
"11682","Phillips",2021-01-30,92,1602,31,9.42,14,44.66
"11683","Pike",2021-01-30,21,877,19,11.73,2,15.73
"11684","Poinsett",2021-01-30,169,2926,72,11.93,11,49.89
"11685","Polk",2021-01-30,83,1652,55,13.02,10,38.19
"11686","Pope",2021-01-30,378,7167,85,10.9,28,40.22
"11687","Prairie",2021-01-30,102,785,20,11.56,11,76.42
"11688","Pulaski",2021-01-30,2786,33624,503,9.3,246,58.63
"11689","Randolph",2021-01-30,71,1831,46,10.68,9,27.84
"11690","Saline",2021-01-30,710,10370,147,10.61,90,41.1
"11691","Scott",2021-01-30,58,867,14,8.49,9,21.07
"11692","Searcy",2021-01-30,34,615,14,10.58,4,15.15
"11693","Sebastian",2021-01-30,834,13517,227,10.31,72,40.8
"11694","Sevier",2021-01-30,42,2341,25,15.33,5,15.12
"11695","Sharp",2021-01-30,60,1445,46,9.49,8,17.02
"11696","St.Francis",2021-01-30,118,3310,32,11.08,9,33.47
"11697","Stone",2021-01-30,41,921,29,9.2,8,14.46
"11698","Union",2021-01-30,219,3327,92,12.4,39,42.28
"11699","VanBuren",2021-01-30,114,1117,13,8.27,5,45.55
"11700","Washington",2021-01-30,1380,27620,302,12.34,90,40.21
"11701","White",2021-01-30,352,6467,89,13.19,45,24.11
"11702","Woodruff",2021-01-30,51,552,6,7.52,7,27.03
"11703","Yell",2021-01-30,139,3037,61,10.73,11,47.74
"11704","Arkansas_all_counties",2021-01-31,17154,295268,4868,10.61,881,40.4
"11705","Arkansas_county",2021-01-31,164,1774,36,9.03,4,46.9
"11706","Ashley",2021-01-31,91,1640,27,11.14,3,32.62
"11707","Baxter",2021-01-31,111,2635,95,13.86,6,16.74
"11708","Benton",2021-01-31,1400,25105,348,12.87,80,38.34
"11709","Boone",2021-01-31,244,3334,74,10.86,5,34.06
"11710","Bradley",2021-01-31,56,1250,29,12.07,3,34.71
"11711","Calhoun",2021-01-31,43,346,2,9.45,2,57.67
"11712","Carroll",2021-01-31,144,2580,39,13.2,5,40.16
"11713","Chicot",2021-01-31,31,1551,38,10.98,0,23.09
"11714","Clark",2021-01-31,137,1837,34,7.81,6,50.48
"11715","Clay",2021-01-31,52,1564,42,9.49,2,20.58
"11716","Cleburne",2021-01-31,118,1761,59,8.8,8,30.52
"11717","Cleveland",2021-01-31,86,796,23,9.06,5,57.14
"11718","Columbia",2021-01-31,110,1930,50,10.21,4,18.42
"11719","Conway",2021-01-31,154,1983,27,9.95,9,61.23
"11720","Craighead",2021-01-31,459,12141,166,11.31,18,34.44
"11721","Crawford",2021-01-31,404,6196,90,10.09,33,47.06
"11722","Crittenden",2021-01-31,201,5360,84,13.73,2,35.7
"11723","Cross",2021-01-31,85,1819,43,11.44,1,35.89
"11724","Dallas",2021-01-31,41,668,12,9.94,4,43.06
"11725","Desha",2021-01-31,101,1206,17,10.95,2,65.62
"11726","Drew",2021-01-31,129,1864,31,10.66,6,54.05
"11727","Faulkner",2021-01-31,750,10624,135,9.51,28,40.03
"11728","Franklin",2021-01-31,119,1502,30,8.42,2,41.06
"11729","Fulton",2021-01-31,12,1024,42,15.09,0,6.59
"11730","Garland",2021-01-31,589,8370,206,9.78,16,48.73
"11731","Grant",2021-01-31,82,1386,28,9.67,3,27.09
"11732","Greene",2021-01-31,275,5498,65,12.32,16,43.7
"11733","Hempstead",2021-01-31,106,1632,14,10.97,4,43.15
"11734","HotSpring",2021-01-31,221,4399,62,9.89,17,52.8
"11735","Howard",2021-01-31,75,1352,21,13.06,4,26.14
"11736","Independence",2021-01-31,147,3454,113,9.66,3,16.1
"11737","Izard",2021-01-31,51,1557,36,10.36,2,13.28
"11738","Jackson",2021-01-31,47,3066,32,12.33,1,13.35
"11739","Jefferson",2021-01-31,479,8061,148,9.94,20,32.38
"11740","Johnson",2021-01-31,153,2505,28,10.97,17,46.4
"11741","Lafayette",2021-01-31,29,445,7,13.67,1,28.92
"11742","Lawrence",2021-01-31,59,1907,41,13.23,2,25.2
"11743","Lee",2021-01-31,26,1597,31,14.31,0,21.28
"11744","Lincoln",2021-01-31,77,3051,38,13.42,6,29.94
"11745","LittleRiver",2021-01-31,42,1036,39,13.34,5,26.58
"11746","Logan",2021-01-31,146,1974,17,8.06,9,34.01
"11747","Lonoke",2021-01-31,520,5963,103,9.86,24,42.1
"11748","Madison",2021-01-31,106,1340,18,10.81,7,38.57
"11749","Marion",2021-01-31,58,867,27,9.32,6,10.95
"11750","Miller",2021-01-31,101,3376,29,16.14,13,16.23
"11751","MissingCountyInfo",2021-01-31,169,2907,0,3.11,22,NA
"11752","Mississippi",2021-01-31,266,5250,105,13.9,16,50.43
"11753","Monroe",2021-01-31,98,732,14,10.51,2,100.7
"11754","Montgomery",2021-01-31,22,654,27,9.46,1,18.9
"11755","Nevada",2021-01-31,43,717,23,6.5,0,39.1
"11756","Newton",2021-01-31,27,647,26,10.39,1,25.48
"11757","Ouachita",2021-01-31,163,1964,45,11.42,1,56
"11758","Perry",2021-01-31,56,678,7,6.34,1,39.72
"11759","Phillips",2021-01-31,93,1607,31,9.42,5,45.18
"11760","Pike",2021-01-31,18,877,19,11.69,0,12.95
"11761","Poinsett",2021-01-31,158,2927,72,11.88,1,45.31
"11762","Polk",2021-01-31,78,1656,56,13,4,35.21
"11763","Pope",2021-01-31,381,7188,86,10.87,21,41.79
"11764","Prairie",2021-01-31,94,790,21,11.52,5,73.99
"11765","Pulaski",2021-01-31,2809,33841,508,9.3,217,59.78
"11766","Randolph",2021-01-31,71,1834,46,10.68,3,27.27
"11767","Saline",2021-01-31,686,10403,148,10.61,33,40.59
"11768","Scott",2021-01-31,56,869,14,8.48,2,22.03
"11769","Searcy",2021-01-31,32,615,14,10.56,0,15.15
"11770","Sebastian",2021-01-31,808,13555,230,10.29,38,40.17
"11771","Sevier",2021-01-31,41,2343,25,15.26,2,15.12
"11772","Sharp",2021-01-31,58,1445,46,9.48,0,17.02
"11773","St.Francis",2021-01-31,105,3315,32,11.04,5,31.57
"11774","Stone",2021-01-31,42,924,29,9.21,3,16.07
"11775","Union",2021-01-31,212,3331,92,12.35,4,41.78
"11776","VanBuren",2021-01-31,111,1117,13,8.24,0,44.95
"11777","Washington",2021-01-31,1306,27660,307,12.33,40,38.68
"11778","White",2021-01-31,332,6496,89,13.17,29,21.7
"11779","Woodruff",2021-01-31,49,552,6,7.45,0,25.53
"11780","Yell",2021-01-31,139,3048,61,10.73,11,49.6
"11781","Arkansas_all_counties",2021-02-01,16665,296494,4895,10.62,1226,39.48
"11782","Arkansas_county",2021-02-01,153,1777,36,9.02,3,44.14
"11783","Ashley",2021-02-01,93,1648,27,11.12,8,33.11
"11784","Baxter",2021-02-01,107,2646,95,13.83,11,14.8
"11785","Benton",2021-02-01,1340,25180,350,12.86,75,37.11
"11786","Boone",2021-02-01,232,3346,74,10.88,12,33.25
"11787","Bradley",2021-02-01,52,1252,29,12.07,2,32.88
"11788","Calhoun",2021-02-01,44,350,2,9.52,4,59.59
"11789","Carroll",2021-02-01,138,2590,39,13.23,10,38.73
"11790","Chicot",2021-02-01,34,1556,38,11.01,5,26.79
"11791","Clark",2021-02-01,134,1847,34,7.84,10,46.91
"11792","Clay",2021-02-01,57,1573,42,9.53,9,25.89
"11793","Cleburne",2021-02-01,109,1765,60,8.8,4,29.33
"11794","Cleveland",2021-02-01,89,802,23,9.12,6,58.35
"11795","Columbia",2021-02-01,109,1942,51,10.24,12,19.25
"11796","Conway",2021-02-01,149,1989,28,9.97,6,58.83
"11797","Craighead",2021-02-01,449,12188,166,11.32,47,33.59
"11798","Crawford",2021-02-01,367,6215,91,10.1,19,41.14
"11799","Crittenden",2021-02-01,208,5377,84,13.74,17,37.54
"11800","Cross",2021-02-01,79,1821,43,11.44,2,34.71
"11801","Dallas",2021-02-01,41,669,12,9.95,1,43.06
"11802","Desha",2021-02-01,108,1218,17,11.02,12,70.67
"11803","Drew",2021-02-01,125,1870,31,10.66,6,52.43
"11804","Faulkner",2021-02-01,714,10680,136,9.54,56,38.31
"11805","Franklin",2021-02-01,108,1509,30,8.44,7,39.93
"11806","Fulton",2021-02-01,13,1026,42,15.09,2,8.24
"11807","Garland",2021-02-01,588,8411,207,9.78,41,48.43
"11808","Grant",2021-02-01,80,1390,28,9.67,4,29.3
"11809","Greene",2021-02-01,292,5543,65,12.37,45,49.08
"11810","Hempstead",2021-02-01,95,1642,14,10.95,10,38.15
"11811","HotSpring",2021-02-01,216,4421,62,9.91,22,51.61
"11812","Howard",2021-02-01,70,1359,23,13.11,7,23.9
"11813","Independence",2021-02-01,141,3464,113,9.67,10,16.1
"11814","Izard",2021-02-01,49,1558,36,10.33,1,14.01
"11815","Jackson",2021-02-01,60,3082,32,12.38,16,12.19
"11816","Jefferson",2021-02-01,464,8089,150,9.96,28,31.38
"11817","Johnson",2021-02-01,145,2514,29,10.95,9,44.12
"11818","Lafayette",2021-02-01,34,455,7,13.91,10,39.05
"11819","Lawrence",2021-02-01,65,1920,41,13.24,13,28.8
"11820","Lee",2021-02-01,24,1597,33,14.27,0,20.22
"11821","Lincoln",2021-02-01,73,3054,39,13.39,3,27.75
"11822","LittleRiver",2021-02-01,46,1043,39,13.41,7,26.58
"11823","Logan",2021-02-01,132,1981,17,8.07,7,32.17
"11824","Lonoke",2021-02-01,489,5993,103,9.86,30,41.41
"11825","Madison",2021-02-01,98,1343,18,10.81,3,36.08
"11826","Marion",2021-02-01,53,870,27,9.3,3,10.34
"11827","Miller",2021-02-01,108,3398,29,16.21,22,15.77
"11828","MissingCountyInfo",2021-02-01,186,2913,0,3.11,6,NA
"11829","Mississippi",2021-02-01,281,5284,106,13.92,34,54.63
"11830","Monroe",2021-02-01,94,735,14,10.51,3,96.57
"11831","Montgomery",2021-02-01,22,657,27,9.5,3,18.9
"11832","Nevada",2021-02-01,40,719,23,6.46,2,35.55
"11833","Newton",2021-02-01,24,648,26,10.39,1,21.66
"11834","Ouachita",2021-02-01,162,1974,45,11.44,10,55.59
"11835","Perry",2021-02-01,58,682,7,6.36,4,42.63
"11836","Phillips",2021-02-01,90,1611,31,9.44,4,44.13
"11837","Pike",2021-02-01,16,879,19,11.7,2,11.1
"11838","Poinsett",2021-02-01,140,2939,72,11.89,12,39.08
"11839","Polk",2021-02-01,80,1664,56,13.04,8,34.72
"11840","Pope",2021-02-01,357,7204,86,10.87,16,38.81
"11841","Prairie",2021-02-01,91,797,21,11.56,7,71.57
"11842","Pulaski",2021-02-01,2774,34046,510,9.31,205,59.45
"11843","Randolph",2021-02-01,74,1843,46,10.7,9,30.68
"11844","Saline",2021-02-01,659,10448,149,10.62,45,39.49
"11845","Scott",2021-02-01,50,870,14,8.47,1,19.15
"11846","Searcy",2021-02-01,29,616,14,10.55,1,15.15
"11847","Sebastian",2021-02-01,745,13589,232,10.3,34,36.4
"11848","Sevier",2021-02-01,47,2355,25,15.31,12,14.54
"11849","Sharp",2021-02-01,53,1448,46,9.48,3,15.84
"11850","St.Francis",2021-02-01,99,3319,32,11.04,4,30.43
"11851","Stone",2021-02-01,40,925,29,9.21,1,15.27
"11852","Union",2021-02-01,188,3337,92,12.32,6,37
"11853","VanBuren",2021-02-01,100,1118,14,8.23,1,42.56
"11854","Washington",2021-02-01,1238,27719,307,12.34,59,36.89
"11855","White",2021-02-01,373,6576,90,13.29,80,25
"11856","Woodruff",2021-02-01,52,560,7,7.53,8,34.53
"11857","Yell",2021-02-01,129,3056,63,10.74,8,45.43
"11858","Arkansas_all_counties",2021-02-02,16331,298004,4939,10.61,1510,38.02
"11859","Arkansas_county",2021-02-02,151,1798,36,9.08,21,39.73
"11860","Ashley",2021-02-02,90,1654,27,11.1,6,30.19
"11861","Baxter",2021-02-02,105,2653,95,13.82,7,14.07
"11862","Benton",2021-02-02,1301,25307,357,12.86,127,34.37
"11863","Boone",2021-02-02,221,3364,74,10.86,18,31.11
"11864","Bradley",2021-02-02,49,1254,29,12.06,2,30.14
"11865","Calhoun",2021-02-02,43,352,2,9.49,2,61.51
"11866","Carroll",2021-02-02,135,2597,39,13.22,7,36.22
"11867","Chicot",2021-02-02,38,1563,38,11.01,7,29.56
"11868","Clark",2021-02-02,120,1855,35,7.85,8,41.55
"11869","Clay",2021-02-02,60,1581,42,9.52,8,25.89
"11870","Cleburne",2021-02-02,99,1771,60,8.77,6,26.56
"11871","Cleveland",2021-02-02,88,814,23,9.22,12,49.84
"11872","Columbia",2021-02-02,109,1957,52,10.26,15,19.25
"11873","Conway",2021-02-02,141,2001,28,9.98,12,54.05
"11874","Craighead",2021-02-02,439,12236,170,11.28,48,32.73
"11875","Crawford",2021-02-02,358,6251,92,10.11,36,38.42
"11876","Crittenden",2021-02-02,209,5402,86,13.72,25,37.54
"11877","Cross",2021-02-02,73,1828,45,11.44,7,29.42
"11878","Dallas",2021-02-02,43,676,12,10,7,40.37
"11879","Desha",2021-02-02,105,1223,17,10.92,5,66.46
"11880","Drew",2021-02-02,118,1874,32,10.65,4,49.18
