"","County_Name","Date","Keej_ko_rej_active","Oran_Case_ko_rej_Positive","Oran_rimej_ro","Percent_in_Aolepen_Oran","Case_ko_rōkāāl_rainin","Keej_ko_rej_Active_iaan_10K_armej"
"11938","Baxter",2021-02-03,106,2669,95,13.8,16,25.72
"11939","Benton",2021-02-03,1298,25477,359,12.79,170,50.12
"11940","Boone",2021-02-03,232,3400,75,10.86,36,62.22
"11941","Bradley",2021-02-03,48,1259,29,12.07,5,43.84
"11942","Calhoun",2021-02-03,41,358,3,9.58,6,78.82
"11943","Carroll",2021-02-03,142,2615,39,13.19,18,50.92
"11944","Chicot",2021-02-03,41,1569,38,10.97,6,37.87
"11945","Clark",2021-02-03,111,1870,35,7.65,15,49.59
"11946","Clay",2021-02-03,66,1600,42,9.41,19,43.82
"11947","Cleburne",2021-02-03,97,1786,60,8.57,15,38.45
"11948","Cleveland",2021-02-03,101,834,23,9.29,20,122.78
"11949","Columbia",2021-02-03,115,1974,52,10.22,17,48.13
"11950","Conway",2021-02-03,138,2021,28,9.98,20,66.01
"11951","Craighead",2021-02-03,447,12290,171,11.04,54,42.29
"11952","Crawford",2021-02-03,343,6314,93,9.94,63,54.9
"11953","Crittenden",2021-02-03,228,5445,87,13.69,43,46.52
"11954","Cross",2021-02-03,70,1834,45,11.35,6,41.18
"11955","Dallas",2021-02-03,38,682,12,9.96,6,51.13
"11956","Desha",2021-02-03,111,1238,17,10.96,15,93.38
"11957","Drew",2021-02-03,117,1883,32,10.65,9,63.24
"11958","Faulkner",2021-02-03,738,10929,138,9.57,174,60.29
"11959","Franklin",2021-02-03,92,1518,31,8.41,2,51.74
"11960","Fulton",2021-02-03,16,1041,43,14.97,11,13.18
"11961","Garland",2021-02-03,586,8628,210,9.81,177,59.62
"11962","Grant",2021-02-03,94,1425,28,9.67,18,51.97
"11963","Greene",2021-02-03,278,5584,67,12.19,19,62.3
"11964","Hempstead",2021-02-03,107,1669,14,10.56,25,48.6
"11965","HotSpring",2021-02-03,228,4488,65,9.6,48,68.02
"11966","Howard",2021-02-03,93,1400,23,13.11,19,69.46
"11967","Independence",2021-02-03,167,3512,114,9.61,23,44.82
"11968","Izard",2021-02-03,60,1588,36,10.22,9,44.25
"11969","Jackson",2021-02-03,68,3098,32,12.24,10,39.48
"11970","Jefferson",2021-02-03,450,8172,152,9.89,54,63.9
"11971","Johnson",2021-02-03,137,2541,29,10.91,13,52.11
"11972","Lafayette",2021-02-03,34,461,7,13.59,4,49.17
"11973","Lawrence",2021-02-03,65,1933,41,13.03,6,38.99
"11974","Lee",2021-02-03,23,1606,33,14.06,6,24.47
"11975","Lincoln",2021-02-03,64,3062,41,13.03,5,46.73
"11976","LittleRiver",2021-02-03,43,1062,40,13.48,14,34.63
"11977","Logan",2021-02-03,122,2007,17,8.07,17,56.07
"11978","Lonoke",2021-02-03,486,6103,103,9.86,59,67.31
"11979","Madison",2021-02-03,105,1356,18,10.84,8,65.31
"11980","Marion",2021-02-03,54,882,27,9.35,6,32.85
"11981","Miller",2021-02-03,138,3467,29,16.16,57,31.54
"11982","MissingCountyInfo",2021-02-03,143,2853,0,3,8,NA
"11983","Mississippi",2021-02-03,273,5326,109,13.61,15,63.74
"11984","Monroe",2021-02-03,84,744,16,10.32,5,115.88
"11985","Montgomery",2021-02-03,21,662,27,9.48,2,23.35
"11986","Nevada",2021-02-03,37,727,24,6.35,5,43.84
"11987","Newton",2021-02-03,23,654,26,10.4,0,29.31
"11988","Ouachita",2021-02-03,161,2010,46,11.53,24,66.79
"11989","Perry",2021-02-03,57,697,7,6.36,12,55.22
"11990","Phillips",2021-02-03,91,1625,31,9.38,9,47.81
"11991","Pike",2021-02-03,19,891,19,11.61,9,17.58
"11992","Poinsett",2021-02-03,131,2964,73,11.55,14,54.46
"11993","Polk",2021-02-03,88,1713,56,13.16,37,43.64
"11994","Pope",2021-02-03,319,7272,87,10.84,41,50.12
"11995","Prairie",2021-02-03,94,812,21,11.43,9,114.02
"11996","Pulaski",2021-02-03,2812,34651,524,9.34,320,71.47
"11997","Randolph",2021-02-03,78,1859,46,10.54,9,44.31
"11998","Saline",2021-02-03,678,10625,152,10.6,106,57.45
"11999","Scott",2021-02-03,49,885,14,8.49,11,46.93
"12000","Searcy",2021-02-03,32,625,14,10.51,4,40.39
"12001","Sebastian",2021-02-03,702,13715,235,10.21,64,55.08
"12002","Sevier",2021-02-03,73,2397,25,15.32,32,42.46
"12003","Sharp",2021-02-03,47,1469,47,9.43,20,27.58
"12004","St.Francis",2021-02-03,90,3336,34,10.93,10,34.23
"12005","Stone",2021-02-03,31,926,29,9.13,0,24.91
"12006","Union",2021-02-03,190,3396,93,12.31,33,47.82
"12007","VanBuren",2021-02-03,100,1137,14,8.27,7,59.94
"12008","Washington",2021-02-03,1149,27963,312,12.26,157,50.28
"12009","White",2021-02-03,400,6681,94,13.3,50,50.76
"12010","Woodruff",2021-02-03,52,572,8,7.58,7,78.08
"12011","Yell",2021-02-03,140,3110,64,10.59,32,64.9
"12012","Arkansas_all_counties",2021-02-04,16992,302899,5009,10.57,2469,56.82
"12013","Arkansas_county",2021-02-04,159,1837,36,8.93,19,87.73
"12014","Ashley",2021-02-04,76,1672,29,11.01,7,37.01
"12015","Baxter",2021-02-04,114,2686,95,13.84,17,27.66
"12016","Benton",2021-02-04,1336,25652,361,12.73,175,51.59
"12017","Boone",2021-02-04,226,3425,75,10.88,25,60.61
"12018","Bradley",2021-02-04,47,1274,29,12.13,15,42.93
"12019","Calhoun",2021-02-04,40,363,3,9.59,5,76.89
"12020","Carroll",2021-02-04,144,2627,39,13.18,12,51.64
"12021","Chicot",2021-02-04,36,1570,38,10.92,1,33.25
"12022","Clark",2021-02-04,117,1893,35,7.65,23,52.27
"12023","Clay",2021-02-04,77,1623,42,9.49,23,51.13
"12024","Cleburne",2021-02-04,97,1799,62,8.59,13,38.45
"12025","Cleveland",2021-02-04,112,853,23,9.43,19,136.15
"12026","Columbia",2021-02-04,133,2003,52,10.24,29,55.67
"12027","Conway",2021-02-04,140,2039,28,9.99,18,66.97
"12028","Craighead",2021-02-04,447,12339,171,10.99,49,42.29
"12029","Crawford",2021-02-04,374,6410,94,9.97,96,59.87
"12030","Crittenden",2021-02-04,222,5473,87,13.59,28,45.29
"12031","Cross",2021-02-04,73,1847,45,11.37,13,42.95
"12032","Dallas",2021-02-04,41,687,12,9.98,5,55.17
"12033","Desha",2021-02-04,110,1248,17,11,10,92.54
"12034","Drew",2021-02-04,109,1888,32,10.64,5,58.91
"12035","Faulkner",2021-02-04,778,11049,139,9.61,120,63.55
"12036","Franklin",2021-02-04,83,1527,31,8.36,9,46.68
"12037","Fulton",2021-02-04,15,1043,43,14.92,2,12.36
"12038","Garland",2021-02-04,664,8825,211,9.94,197,67.55
"12039","Grant",2021-02-04,107,1460,29,9.82,35,59.16
"12040","Greene",2021-02-04,282,5609,67,12.18,25,63.2
"12041","Hempstead",2021-02-04,108,1698,14,10.64,29,49.05
"12042","HotSpring",2021-02-04,234,4529,67,9.63,41,69.81
"12043","Howard",2021-02-04,108,1423,24,13.16,23,80.66
"12044","Independence",2021-02-04,171,3533,115,9.58,21,45.89
"12045","Izard",2021-02-04,60,1597,36,10.19,9,44.25
"12046","Jackson",2021-02-04,70,3104,32,12.21,6,40.64
"12047","Jefferson",2021-02-04,449,8222,152,9.9,50,63.76
"12048","Johnson",2021-02-04,133,2551,29,10.9,10,50.59
"12049","Lafayette",2021-02-04,42,472,7,13.76,11,60.74
"12050","Lawrence",2021-02-04,66,1942,41,12.99,9,39.59
"12051","Lee",2021-02-04,19,1609,33,14.04,3,20.22
"12052","Lincoln",2021-02-04,65,3070,41,12.98,8,47.46
"12053","LittleRiver",2021-02-04,45,1069,40,13.34,7,36.24
"12054","Logan",2021-02-04,131,2032,17,8.11,25,60.21
"12055","Lonoke",2021-02-04,485,6153,103,9.88,50,67.17
"12056","Madison",2021-02-04,89,1359,19,10.81,3,55.36
"12057","Marion",2021-02-04,55,891,27,9.41,9,33.46
"12058","Miller",2021-02-04,137,3511,29,16.26,44,31.31
"12059","MissingCountyInfo",2021-02-04,178,2892,0,3.08,39,NA
"12060","Mississippi",2021-02-04,263,5351,109,13.58,25,61.4
"12061","Monroe",2021-02-04,90,761,16,10.43,17,124.16
"12062","Montgomery",2021-02-04,28,672,27,9.58,10,31.14
"12063","Nevada",2021-02-04,37,735,24,6.39,8,43.84
"12064","Newton",2021-02-04,24,660,26,10.47,6,30.58
"12065","Ouachita",2021-02-04,155,2027,47,11.56,17,64.3
"12066","Perry",2021-02-04,64,711,7,6.41,14,62
"12067","Phillips",2021-02-04,90,1633,31,9.4,8,47.28
"12068","Pike",2021-02-04,23,900,19,11.66,9,21.28
"12069","Poinsett",2021-02-04,126,2979,73,11.44,15,52.38
"12070","Polk",2021-02-04,102,1738,56,13.26,25,50.59
"12071","Pope",2021-02-04,313,7307,88,10.84,35,49.18
"12072","Prairie",2021-02-04,94,820,21,11.44,8,114.02
"12073","Pulaski",2021-02-04,2885,34999,529,9.37,348,73.32
"12074","Randolph",2021-02-04,82,1875,46,10.52,16,46.58
"12075","Saline",2021-02-04,688,10702,153,10.61,77,58.3
"12076","Scott",2021-02-04,50,891,14,8.49,6,47.88
"12077","Searcy",2021-02-04,32,628,14,10.51,3,40.39
"12078","Sebastian",2021-02-04,709,13822,237,10.19,107,55.62
"12079","Sevier",2021-02-04,94,2418,25,15.32,21,54.67
"12080","Sharp",2021-02-04,45,1475,47,9.28,6,26.4
"12081","St.Francis",2021-02-04,91,3347,34,10.91,11,34.61
"12082","Stone",2021-02-04,34,931,29,9.09,5,27.32
"12083","Union",2021-02-04,220,3443,94,12.41,47,55.37
"12084","VanBuren",2021-02-04,104,1149,14,8.29,12,62.34
"12085","Washington",2021-02-04,1140,28113,312,12.26,150,49.88
"12086","White",2021-02-04,395,6709,94,13.25,28,50.12
"12087","Woodruff",2021-02-04,53,580,8,7.56,8,79.58
"12088","Yell",2021-02-04,157,3145,64,10.64,35,72.78
"12089","Arkansas_all_counties",2021-02-05,16944,304723,5050,10.57,1824,56.66
"12090","Arkansas_county",2021-02-05,167,1855,36,8.95,18,92.14
"12091","Ashley",2021-02-05,81,1683,29,11,11,39.44
"12092","Baxter",2021-02-05,132,2718,95,13.89,32,32.02
"12093","Benton",2021-02-05,1307,25781,366,12.73,129,50.47
"12094","Boone",2021-02-05,226,3448,75,10.84,23,60.61
"12095","Bradley",2021-02-05,44,1277,29,12.08,3,40.19
"12096","Calhoun",2021-02-05,39,365,3,9.51,2,74.97
"12097","Carroll",2021-02-05,143,2647,39,13.2,20,51.28
"12098","Chicot",2021-02-05,31,1571,38,10.9,1,28.63
"12099","Clark",2021-02-05,120,1912,35,7.69,19,53.61
"12100","Clay",2021-02-05,83,1633,42,9.5,10,55.11
"12101","Cleburne",2021-02-05,101,1811,63,8.59,12,40.03
"12102","Cleveland",2021-02-05,111,865,23,9.49,12,134.94
"12103","Columbia",2021-02-05,123,2012,52,10.17,9,51.48
"12104","Conway",2021-02-05,137,2052,28,9.99,13,65.53
"12105","Craighead",2021-02-05,455,12401,172,10.99,62,43.05
"12106","Crawford",2021-02-05,362,6450,95,10,40,57.95
"12107","Crittenden",2021-02-05,224,5499,88,13.6,26,45.7
"12108","Cross",2021-02-05,72,1851,46,11.34,4,42.36
"12109","Dallas",2021-02-05,43,690,12,9.95,3,57.86
"12110","Desha",2021-02-05,106,1253,17,10.95,5,89.17
"12111","Drew",2021-02-05,103,1899,32,10.6,11,55.67
"12112","Faulkner",2021-02-05,786,11126,140,9.62,77,64.21
"12113","Franklin",2021-02-05,80,1531,32,8.34,4,44.99
"12114","Fulton",2021-02-05,16,1045,43,14.89,2,13.18
"12115","Garland",2021-02-05,629,8905,214,9.97,80,63.99
"12116","Grant",2021-02-05,116,1478,29,9.9,18,64.14
"12117","Greene",2021-02-05,283,5641,69,12.18,32,63.42
"12118","Hempstead",2021-02-05,102,1712,15,10.65,14,46.33
"12119","HotSpring",2021-02-05,250,4558,67,9.63,29,74.58
"12120","Howard",2021-02-05,117,1438,24,13.14,15,87.39
"12121","Independence",2021-02-05,170,3545,117,9.56,12,45.62
"12122","Izard",2021-02-05,58,1599,36,10.08,2,42.78
"12123","Jackson",2021-02-05,73,3110,32,12.19,6,42.38
"12124","Jefferson",2021-02-05,444,8255,153,9.9,33,63.05
"12125","Johnson",2021-02-05,128,2558,29,10.89,7,48.69
"12126","Lafayette",2021-02-05,40,472,7,13.68,0,57.85
"12127","Lawrence",2021-02-05,68,1948,41,12.96,6,40.79
"12128","Lee",2021-02-05,14,1610,34,14.01,1,14.9
"12129","Lincoln",2021-02-05,64,3079,42,12.95,9,46.73
"12130","LittleRiver",2021-02-05,48,1077,40,13.41,8,38.66
"12131","Logan",2021-02-05,130,2047,17,8.14,15,59.75
"12132","Lonoke",2021-02-05,500,6220,106,9.91,67,69.25
"12133","Madison",2021-02-05,87,1367,19,10.84,8,54.12
"12134","Marion",2021-02-05,54,897,27,9.41,6,32.85
"12135","Miller",2021-02-05,152,3537,29,16.3,26,34.74
"12136","MissingCountyInfo",2021-02-05,206,2925,0,3.12,33,NA
"12137","Mississippi",2021-02-05,257,5375,110,13.53,24,60
"12138","Monroe",2021-02-05,88,765,16,10.43,4,121.4
"12139","Montgomery",2021-02-05,29,678,27,9.53,6,32.25
"12140","Nevada",2021-02-05,35,737,24,6.35,2,41.47
"12141","Newton",2021-02-05,25,664,26,10.5,4,31.86
"12142","Ouachita",2021-02-05,157,2049,47,11.58,22,65.13
"12143","Perry",2021-02-05,66,717,7,6.44,6,63.94
"12144","Phillips",2021-02-05,85,1637,31,9.36,4,44.66
"12145","Pike",2021-02-05,25,903,20,11.64,3,23.13
"12146","Poinsett",2021-02-05,124,2993,74,11.44,14,51.55
"12147","Polk",2021-02-05,102,1751,56,13.32,13,50.59
"12148","Pope",2021-02-05,294,7330,90,10.81,23,46.19
"12149","Prairie",2021-02-05,84,825,21,11.28,5,101.89
"12150","Pulaski",2021-02-05,2821,35193,531,9.37,194,71.7
"12151","Randolph",2021-02-05,91,1893,47,10.5,18,51.7
"12152","Saline",2021-02-05,687,10788,153,10.64,86,58.22
"12153","Scott",2021-02-05,50,898,14,8.53,7,47.88
"12154","Searcy",2021-02-05,31,630,14,10.49,2,39.13
"12155","Sebastian",2021-02-05,683,13886,238,10.2,64,53.59
"12156","Sevier",2021-02-05,114,2447,25,15.4,29,66.31
"12157","Sharp",2021-02-05,46,1478,47,9.23,3,26.99
"12158","St.Francis",2021-02-05,88,3355,35,10.92,8,33.47
"12159","Stone",2021-02-05,36,935,29,9.09,4,28.92
"12160","Union",2021-02-05,218,3482,94,12.42,39,54.87
"12161","VanBuren",2021-02-05,95,1155,14,8.19,6,56.94
"12162","Washington",2021-02-05,1120,28247,314,12.24,134,49.01
"12163","White",2021-02-05,451,6797,96,13.35,88,57.23
"12164","Woodruff",2021-02-05,62,590,8,7.62,10,93.09
"12165","Yell",2021-02-05,155,3172,65,10.68,27,71.85
"12166","Arkansas_all_counties",2021-02-06,16811,306064,5061,10.56,1341,56.21
"12167","Arkansas_county",2021-02-06,173,1870,37,8.99,15,95.45
"12168","Ashley",2021-02-06,75,1692,29,10.95,9,36.52
"12169","Baxter",2021-02-06,129,2721,95,13.87,3,31.3
"12170","Benton",2021-02-06,1316,25891,368,12.71,110,50.81
"12171","Boone",2021-02-06,229,3468,76,10.83,20,61.41
"12172","Bradley",2021-02-06,45,1284,29,12.12,7,41.1
"12173","Calhoun",2021-02-06,39,369,3,9.53,4,74.97
"12174","Carroll",2021-02-06,148,2665,39,13.16,18,53.07
"12175","Chicot",2021-02-06,30,1572,38,10.86,1,27.71
"12176","Clark",2021-02-06,119,1918,35,7.65,6,53.16
"12177","Clay",2021-02-06,80,1637,42,9.5,4,53.12
"12178","Cleburne",2021-02-06,107,1823,63,8.59,12,42.41
"12179","Cleveland",2021-02-06,119,876,23,9.52,11,144.66
"12180","Columbia",2021-02-06,126,2026,52,10.19,14,52.74
"12181","Conway",2021-02-06,138,2065,28,10,13,66.01
"12182","Craighead",2021-02-06,435,12426,172,10.97,25,41.15
"12183","Crawford",2021-02-06,356,6477,95,10.01,27,56.99
"12184","Crittenden",2021-02-06,221,5507,88,13.56,8,45.09
"12185","Cross",2021-02-06,75,1856,46,11.33,5,44.12
"12186","Dallas",2021-02-06,39,692,12,9.95,2,52.48
"12187","Desha",2021-02-06,107,1264,17,10.96,11,90.01
"12188","Drew",2021-02-06,100,1911,32,10.63,12,54.05
"12189","Faulkner",2021-02-06,790,11195,141,9.63,69,64.53
"12190","Franklin",2021-02-06,76,1546,32,8.38,15,42.74
"12191","Fulton",2021-02-06,17,1048,43,14.9,3,14
"12192","Garland",2021-02-06,592,8962,214,9.95,57,60.23
"12193","Grant",2021-02-06,111,1483,29,9.87,5,61.37
"12194","Greene",2021-02-06,277,5663,69,12.19,22,62.08
"12195","Hempstead",2021-02-06,102,1719,15,10.59,7,46.33
"12196","HotSpring",2021-02-06,245,4571,68,9.61,13,73.09
"12197","Howard",2021-02-06,114,1441,24,13.04,3,85.14
"12198","Independence",2021-02-06,174,3556,117,9.53,11,46.69
"12199","Izard",2021-02-06,54,1605,36,10.09,6,39.83
"12200","Jackson",2021-02-06,71,3110,32,12.18,0,41.22
"12201","Jefferson",2021-02-06,433,8293,154,9.91,38,61.48
"12202","Johnson",2021-02-06,128,2570,29,10.87,12,48.69
"12203","Lafayette",2021-02-06,36,472,7,13.58,0,52.06
"12204","Lawrence",2021-02-06,67,1951,41,12.93,3,40.19
"12205","Lee",2021-02-06,18,1614,34,13.98,4,19.15
"12206","Lincoln",2021-02-06,65,3085,42,12.96,6,47.46
"12207","LittleRiver",2021-02-06,45,1083,40,13.34,6,36.24
"12208","Logan",2021-02-06,126,2054,17,8.13,7,57.91
"12209","Lonoke",2021-02-06,525,6275,106,9.94,55,72.71
"12210","Madison",2021-02-06,85,1373,19,10.81,6,52.87
"12211","Marion",2021-02-06,51,897,27,9.33,0,31.03
"12212","Miller",2021-02-06,146,3561,29,16.33,24,33.36
"12213","MissingCountyInfo",2021-02-06,229,2938,0,3.1,13,NA
"12214","Mississippi",2021-02-06,250,5387,110,13.53,12,58.37
"12215","Monroe",2021-02-06,91,771,16,10.45,6,125.53
"12216","Montgomery",2021-02-06,36,687,27,9.61,9,40.03
"12217","Nevada",2021-02-06,30,739,24,6.34,2,35.55
"12218","Newton",2021-02-06,24,664,26,10.48,0,30.58
"12219","Ouachita",2021-02-06,158,2058,47,11.52,9,65.54
"12220","Perry",2021-02-06,64,721,7,6.46,4,62
"12221","Phillips",2021-02-06,87,1647,31,9.37,10,45.71
"12222","Pike",2021-02-06,31,910,20,11.6,7,28.68
"12223","Poinsett",2021-02-06,120,3002,74,11.44,9,49.89
"12224","Polk",2021-02-06,108,1765,56,13.36,14,53.56
"12225","Pope",2021-02-06,298,7363,90,10.8,33,46.82
"12226","Prairie",2021-02-06,85,831,22,11.33,6,103.11
"12227","Pulaski",2021-02-06,2760,35370,533,9.37,177,70.15
"12228","Randolph",2021-02-06,84,1896,47,10.48,3,47.72
"12229","Saline",2021-02-06,693,10851,153,10.63,63,58.72
"12230","Scott",2021-02-06,50,901,14,8.53,3,47.88
"12231","Searcy",2021-02-06,32,633,15,10.52,3,40.39
"12232","Sebastian",2021-02-06,669,13938,238,10.2,52,52.49
"12233","Sevier",2021-02-06,116,2454,25,15.38,7,67.47
"12234","Sharp",2021-02-06,42,1482,47,9.23,4,24.64
"12235","St.Francis",2021-02-06,87,3361,35,10.87,6,33.09
"12236","Stone",2021-02-06,30,936,29,9.08,1,24.1
"12237","Union",2021-02-06,219,3501,94,12.42,19,55.12
"12238","VanBuren",2021-02-06,100,1164,14,8.21,9,59.94
"12239","Washington",2021-02-06,1080,28345,314,12.22,98,47.26
"12240","White",2021-02-06,459,6825,96,13.29,28,58.25
"12241","Woodruff",2021-02-06,61,592,8,7.61,2,91.59
"12242","Yell",2021-02-06,164,3195,65,10.71,23,76.02
"12243","Arkansas_all_counties",2021-02-07,16324,306736,5076,10.55,672,54.58
"12244","Arkansas_county",2021-02-07,175,1881,37,9,11,96.56
"12245","Ashley",2021-02-07,75,1695,29,10.94,3,36.52
"12246","Baxter",2021-02-07,118,2722,95,13.85,1,28.63
"12247","Benton",2021-02-07,1294,25959,369,12.7,68,49.97
"12248","Boone",2021-02-07,208,3471,76,10.83,3,55.78
"12249","Bradley",2021-02-07,46,1288,29,12.12,4,42.02
"12250","Calhoun",2021-02-07,40,372,3,9.59,3,76.89
"12251","Carroll",2021-02-07,140,2666,39,13.14,1,50.2
"12252","Chicot",2021-02-07,31,1574,38,10.86,2,28.63
"12253","Clark",2021-02-07,112,1921,35,7.64,3,50.03
"12254","Clay",2021-02-07,78,1638,42,9.48,1,51.79
"12255","Cleburne",2021-02-07,100,1822,63,8.57,-1,39.64
"12256","Cleveland",2021-02-07,127,888,23,9.61,12,154.39
"12257","Columbia",2021-02-07,121,2028,52,10.18,2,50.64
"12258","Conway",2021-02-07,138,2071,29,10,6,66.01
"12259","Craighead",2021-02-07,419,12441,172,10.95,15,39.64
"12260","Crawford",2021-02-07,351,6494,95,9.98,17,56.19
"12261","Crittenden",2021-02-07,224,5521,88,13.52,14,45.7
"12262","Cross",2021-02-07,67,1858,47,11.24,2,39.42
"12263","Dallas",2021-02-07,40,693,12,9.91,1,53.82
"12264","Desha",2021-02-07,104,1268,19,11,4,87.49
"12265","Drew",2021-02-07,92,1913,32,10.61,2,49.72
"12266","Faulkner",2021-02-07,745,11211,141,9.62,16,60.86
"12267","Franklin",2021-02-07,71,1550,32,8.38,4,39.93
"12268","Fulton",2021-02-07,17,1048,43,14.89,0,14
"12269","Garland",2021-02-07,579,8998,214,9.96,36,58.9
"12270","Grant",2021-02-07,111,1489,30,9.89,6,61.37
"12271","Greene",2021-02-07,273,5671,69,12.19,8,61.18
"12272","Hempstead",2021-02-07,101,1722,15,10.58,3,45.87
"12273","HotSpring",2021-02-07,247,4586,68,9.61,15,73.69
"12274","Howard",2021-02-07,104,1440,24,13.01,-1,77.68
"12275","Independence",2021-02-07,165,3558,117,9.48,2,44.28
"12276","Izard",2021-02-07,49,1605,36,10.08,0,36.14
"12277","Jackson",2021-02-07,70,3110,32,12.17,0,40.64
"12278","Jefferson",2021-02-07,419,8311,155,9.91,18,59.5
"12279","Johnson",2021-02-07,124,2575,29,10.86,5,47.16
"12280","Lafayette",2021-02-07,36,475,7,13.63,3,52.06
"12281","Lawrence",2021-02-07,66,1954,41,12.89,3,39.59
"12282","Lee",2021-02-07,21,1617,34,13.97,3,22.35
"12283","Lincoln",2021-02-07,63,3090,42,12.92,5,46
"12284","LittleRiver",2021-02-07,42,1083,40,13.33,0,33.82
"12285","Logan",2021-02-07,124,2064,17,8.14,10,56.99
"12286","Lonoke",2021-02-07,512,6304,106,9.95,29,70.91
"12287","Madison",2021-02-07,74,1373,19,10.8,0,46.03
"12288","Marion",2021-02-07,50,898,28,9.33,1,30.42
"12289","Miller",2021-02-07,141,3563,30,16.33,2,32.22
"12290","MissingCountyInfo",2021-02-07,201,2903,0,3.04,-35,NA
"12291","Mississippi",2021-02-07,250,5407,110,13.54,20,58.37
"12292","Monroe",2021-02-07,86,774,16,10.45,3,118.64
"12293","Montgomery",2021-02-07,36,688,27,9.61,1,40.03
"12294","Nevada",2021-02-07,28,739,24,6.31,0,33.18
"12295","Newton",2021-02-07,22,664,26,10.48,0,28.03
"12296","Ouachita",2021-02-07,148,2063,47,11.53,5,61.4
"12297","Perry",2021-02-07,86,748,7,6.63,27,83.32
"12298","Phillips",2021-02-07,88,1651,31,9.37,4,46.23
"12299","Pike",2021-02-07,29,911,20,11.57,1,26.83
"12300","Poinsett",2021-02-07,112,3005,74,11.37,3,46.56
"12301","Polk",2021-02-07,104,1767,57,13.35,2,51.58
"12302","Pope",2021-02-07,291,7382,90,10.8,19,45.72
"12303","Prairie",2021-02-07,80,836,22,11.27,5,97.04
"12304","Pulaski",2021-02-07,2713,35510,535,9.37,140,68.95
"12305","Randolph",2021-02-07,83,1896,47,10.45,0,47.15
"12306","Saline",2021-02-07,671,10878,153,10.64,27,56.86
"12307","Scott",2021-02-07,50,902,14,8.52,1,47.88
"12308","Searcy",2021-02-07,31,633,15,10.51,0,39.13
"12309","Sebastian",2021-02-07,642,13957,239,10.18,19,50.37
"12310","Sevier",2021-02-07,119,2462,25,15.4,8,69.21
"12311","Sharp",2021-02-07,43,1488,47,9.25,6,25.23
"12312","St.Francis",2021-02-07,84,3367,35,10.86,6,31.95
"12313","Stone",2021-02-07,30,938,29,9.07,2,24.1
"12314","Union",2021-02-07,201,3506,94,12.4,5,50.59
"12315","VanBuren",2021-02-07,100,1167,14,8.22,3,59.94
"12316","Washington",2021-02-07,1035,28385,314,12.21,40,45.29
"12317","White",2021-02-07,437,6832,97,13.29,7,55.45
"12318","Woodruff",2021-02-07,58,592,8,7.53,0,87.09
"12319","Yell",2021-02-07,162,3206,66,10.69,11,75.09
"12320","Arkansas_all_counties",2021-02-08,15320,307373,5106,10.54,637,51.23
"12321","Arkansas_county",2021-02-08,155,1884,37,8.97,3,85.52
"12322","Ashley",2021-02-08,73,1698,29,10.93,3,35.55
"12323","Baxter",2021-02-08,109,2724,95,13.83,2,26.44
"12324","Benton",2021-02-08,1208,26005,370,12.67,46,46.64
"12325","Boone",2021-02-08,198,3486,76,10.82,15,53.1
"12326","Bradley",2021-02-08,42,1293,29,12.14,5,38.36
"12327","Calhoun",2021-02-08,35,372,3,9.56,0,67.28
"12328","Carroll",2021-02-08,132,2674,40,13.15,8,47.33
"12329","Chicot",2021-02-08,33,1577,38,10.84,3,30.48
"12330","Clark",2021-02-08,98,1924,35,7.65,3,43.78
"12331","Clay",2021-02-08,78,1643,42,9.47,5,51.79
"12332","Cleburne",2021-02-08,85,1822,63,8.54,0,33.69
"12333","Cleveland",2021-02-08,120,889,23,9.59,1,145.88
"12334","Columbia",2021-02-08,113,2033,52,10.17,5,47.3
"12335","Conway",2021-02-08,122,2075,29,9.99,4,58.36
"12336","Craighead",2021-02-08,393,12465,173,10.93,24,37.18
"12337","Crawford",2021-02-08,340,6516,97,9.99,22,54.42
"12338","Crittenden",2021-02-08,212,5529,88,13.49,8,43.25
"12339","Cross",2021-02-08,62,1860,47,11.22,2,36.47
"12340","Dallas",2021-02-08,40,695,12,9.92,2,53.82
"12341","Desha",2021-02-08,95,1268,19,10.95,0,79.92
"12342","Drew",2021-02-08,96,1922,33,10.6,9,51.89
"12343","Faulkner",2021-02-08,694,11231,142,9.6,20,56.69
"12344","Franklin",2021-02-08,69,1557,32,8.39,7,38.81
"12345","Fulton",2021-02-08,17,1049,43,14.87,1,14
"12346","Garland",2021-02-08,580,9043,215,9.97,45,59.01
"12347","Grant",2021-02-08,107,1489,30,9.87,0,59.16
"12348","Greene",2021-02-08,284,5698,69,12.17,27,63.64
"12349","Hempstead",2021-02-08,97,1724,16,10.55,2,44.05
"12350","HotSpring",2021-02-08,226,4592,68,9.6,6,67.42
"12351","Howard",2021-02-08,99,1445,24,13.04,5,73.94
"12352","Independence",2021-02-08,154,3563,118,9.44,5,41.33
"12353","Izard",2021-02-08,47,1608,36,10.02,3,34.66
"12354","Jackson",2021-02-08,64,3112,32,12.17,2,37.16
"12355","Jefferson",2021-02-08,397,8327,155,9.91,16,56.37
"12356","Johnson",2021-02-08,117,2580,29,10.85,5,44.5
"12357","Lafayette",2021-02-08,32,475,7,13.58,0,46.28
"12358","Lawrence",2021-02-08,62,1957,41,12.87,3,37.19
"12359","Lee",2021-02-08,22,1618,34,13.96,1,23.41
"12360","Lincoln",2021-02-08,62,3095,42,12.92,5,45.27
