"","County_Name","Date","Keej_ko_rej_active","Oran_Case_ko_rej_Positive","Oran_rimej_ro","Percent_in_Aolepen_Oran","Case_ko_rōkāāl_rainin","Keej_ko_rej_Active_iaan_10K_armej"
"12361","LittleRiver",2021-02-08,42,1086,40,13.35,3,33.82
"12362","Logan",2021-02-08,116,2071,17,8.14,7,53.32
"12363","Lonoke",2021-02-08,494,6339,106,9.94,35,68.42
"12364","Madison",2021-02-08,65,1374,19,10.79,1,40.43
"12365","Marion",2021-02-08,47,899,28,9.3,1,28.59
"12366","Miller",2021-02-08,127,3569,31,16.33,6,29.02
"12367","MissingCountyInfo",2021-02-08,181,2883,0,3.07,-20,NA
"12368","Mississippi",2021-02-08,251,5424,111,13.54,17,58.6
"12369","Monroe",2021-02-08,79,777,16,10.45,3,108.98
"12370","Montgomery",2021-02-08,36,689,27,9.59,1,40.03
"12371","Nevada",2021-02-08,25,739,24,6.29,0,29.62
"12372","Newton",2021-02-08,22,665,26,10.33,1,28.03
"12373","Ouachita",2021-02-08,133,2064,47,11.51,1,55.17
"12374","Perry",2021-02-08,81,748,7,6.62,0,78.47
"12375","Phillips",2021-02-08,78,1651,31,9.36,0,40.98
"12376","Pike",2021-02-08,28,913,20,11.58,2,25.91
"12377","Poinsett",2021-02-08,102,3011,74,11.37,6,42.4
"12378","Polk",2021-02-08,103,1769,58,13.34,2,51.08
"12379","Pope",2021-02-08,284,7396,90,10.79,14,44.62
"12380","Prairie",2021-02-08,71,839,22,11.24,3,86.12
"12381","Pulaski",2021-02-08,2543,35629,540,9.37,119,64.63
"12382","Randolph",2021-02-08,80,1897,47,10.42,1,45.45
"12383","Saline",2021-02-08,617,10897,155,10.62,19,52.28
"12384","Scott",2021-02-08,41,902,14,8.51,0,39.26
"12385","Searcy",2021-02-08,27,633,15,10.49,0,34.08
"12386","Sebastian",2021-02-08,595,13989,242,10.18,32,46.68
"12387","Sevier",2021-02-08,115,2464,25,15.37,2,66.89
"12388","Sharp",2021-02-08,35,1490,47,9.21,2,20.54
"12389","St.Francis",2021-02-08,80,3371,36,10.84,4,30.43
"12390","Stone",2021-02-08,30,938,29,9.01,0,24.1
"12391","Union",2021-02-08,182,3513,96,12.39,7,45.81
"12392","VanBuren",2021-02-08,96,1167,15,8.21,0,57.54
"12393","Washington",2021-02-08,926,28416,316,12.18,31,40.52
"12394","White",2021-02-08,412,6844,98,13.23,12,52.28
"12395","Woodruff",2021-02-08,54,592,8,7.48,0,81.08
"12396","Yell",2021-02-08,153,3208,66,10.68,2,70.92
"12397","Arkansas_all_counties",2021-02-09,14898,308848,5148,10.55,1475,49.81
"12398","Arkansas_county",2021-02-09,143,1894,37,8.97,10,78.9
"12399","Ashley",2021-02-09,62,1699,29,10.92,1,30.19
"12400","Baxter",2021-02-09,100,2731,95,13.81,7,24.26
"12401","Benton",2021-02-09,1163,26125,374,12.67,120,44.91
"12402","Boone",2021-02-09,191,3505,76,10.82,19,51.22
"12403","Bradley",2021-02-09,36,1304,30,12.22,11,32.88
"12404","Calhoun",2021-02-09,28,374,3,9.59,2,53.83
"12405","Carroll",2021-02-09,119,2678,40,13.12,4,42.67
"12406","Chicot",2021-02-09,27,1576,39,10.82,-1,24.94
"12407","Clark",2021-02-09,97,1939,36,7.65,15,43.33
"12408","Clay",2021-02-09,75,1644,42,9.46,1,49.8
"12409","Cleburne",2021-02-09,91,1835,65,8.58,13,36.07
"12410","Cleveland",2021-02-09,117,894,23,9.62,5,142.23
"12411","Columbia",2021-02-09,116,2051,53,10.19,18,48.55
"12412","Conway",2021-02-09,125,2086,29,10.01,11,59.79
"12413","Craighead",2021-02-09,390,12500,173,10.91,35,36.9
"12414","Crawford",2021-02-09,337,6544,98,10,28,53.94
"12415","Crittenden",2021-02-09,208,5547,89,13.51,18,42.44
"12416","Cross",2021-02-09,54,1862,47,11.21,2,31.77
"12417","Dallas",2021-02-09,37,696,12,9.89,1,49.78
"12418","Desha",2021-02-09,93,1274,19,10.94,6,78.24
"12419","Drew",2021-02-09,91,1925,34,10.59,3,49.18
"12420","Faulkner",2021-02-09,682,11296,144,9.61,65,55.71
"12421","Franklin",2021-02-09,66,1559,32,8.39,2,37.12
"12422","Fulton",2021-02-09,17,1050,43,14.83,1,14
"12423","Garland",2021-02-09,607,9121,217,9.99,78,61.75
"12424","Grant",2021-02-09,103,1494,30,9.86,5,56.95
"12425","Greene",2021-02-09,240,5709,70,12.15,11,53.78
"12426","Hempstead",2021-02-09,89,1731,17,10.56,7,40.42
"12427","HotSpring",2021-02-09,222,4618,68,9.62,26,66.23
"12428","Howard",2021-02-09,101,1460,24,13.12,15,75.44
"12429","Independence",2021-02-09,151,3575,118,9.44,12,40.52
"12430","Izard",2021-02-09,41,1623,38,10.05,15,30.24
"12431","Jackson",2021-02-09,54,3112,32,12.16,0,31.35
"12432","Jefferson",2021-02-09,373,8355,157,9.91,28,52.96
"12433","Johnson",2021-02-09,108,2594,30,10.84,14,41.08
"12434","Lafayette",2021-02-09,39,484,7,13.74,9,56.4
"12435","Lawrence",2021-02-09,59,1959,41,12.86,2,35.4
"12436","Lee",2021-02-09,23,1621,34,13.98,3,24.47
"12437","Lincoln",2021-02-09,60,3099,42,12.92,4,43.81
"12438","LittleRiver",2021-02-09,42,1093,40,13.4,7,33.82
"12439","Logan",2021-02-09,121,2089,17,8.19,18,55.61
"12440","Lonoke",2021-02-09,515,6415,106,9.99,76,71.32
"12441","Madison",2021-02-09,57,1375,19,10.77,1,35.46
"12442","Marion",2021-02-09,46,905,28,9.28,6,27.98
"12443","Miller",2021-02-09,119,3599,32,16.42,30,27.19
"12444","MissingCountyInfo",2021-02-09,198,2910,0,3.1,27,NA
"12445","Mississippi",2021-02-09,225,5440,111,13.52,16,52.53
"12446","Monroe",2021-02-09,81,785,16,10.52,8,111.74
"12447","Montgomery",2021-02-09,39,693,27,9.62,4,43.37
"12448","Nevada",2021-02-09,26,745,24,6.32,6,30.81
"12449","Newton",2021-02-09,21,667,26,10.31,2,26.76
"12450","Ouachita",2021-02-09,128,2073,47,11.5,9,53.1
"12451","Perry",2021-02-09,79,755,7,6.66,7,76.54
"12452","Phillips",2021-02-09,64,1654,31,9.36,3,33.62
"12453","Pike",2021-02-09,30,918,20,11.61,5,27.76
"12454","Poinsett",2021-02-09,96,3023,74,11.37,12,39.91
"12455","Polk",2021-02-09,101,1785,58,13.44,16,50.09
"12456","Pope",2021-02-09,266,7418,90,10.79,22,41.79
"12457","Prairie",2021-02-09,67,844,22,11.27,5,81.27
"12458","Pulaski",2021-02-09,2470,35851,546,9.37,222,62.78
"12459","Randolph",2021-02-09,72,1899,49,10.42,2,40.9
"12460","Saline",2021-02-09,614,10971,156,10.62,74,52.03
"12461","Scott",2021-02-09,45,910,14,8.56,8,43.1
"12462","Searcy",2021-02-09,26,634,15,10.49,1,32.82
"12463","Sebastian",2021-02-09,601,14058,243,10.19,69,47.15
"12464","Sevier",2021-02-09,127,2484,26,15.47,20,73.87
"12465","Sharp",2021-02-09,32,1493,49,9.16,3,18.78
"12466","St.Francis",2021-02-09,82,3382,36,10.86,11,31.19
"12467","Stone",2021-02-09,25,940,29,9.01,2,20.09
"12468","Union",2021-02-09,173,3523,97,12.37,10,43.54
"12469","VanBuren",2021-02-09,97,1171,15,8.19,4,58.14
"12470","Washington",2021-02-09,895,28505,319,12.17,89,39.16
"12471","White",2021-02-09,382,6881,98,13.26,37,48.47
"12472","Woodruff",2021-02-09,50,594,8,7.47,2,75.08
"12473","Yell",2021-02-09,151,3223,66,10.7,15,69.99
"12474","Arkansas_all_counties",2021-02-10,14190,309940,5174,10.54,1092,47.45
"12475","Arkansas_county",2021-02-10,136,1908,37,8.99,14,75.04
"12476","Ashley",2021-02-10,64,1710,29,10.93,11,31.16
"12477","Baxter",2021-02-10,93,2734,95,13.76,3,22.56
"12478","Benton",2021-02-10,1057,26188,372,12.64,63,40.81
"12479","Boone",2021-02-10,177,3516,76,10.78,11,47.47
"12480","Bradley",2021-02-10,35,1311,30,12.25,7,31.97
"12481","Calhoun",2021-02-10,25,375,3,9.55,1,48.06
"12482","Carroll",2021-02-10,105,2680,40,13.06,2,37.65
"12483","Chicot",2021-02-10,24,1575,39,10.73,-1,22.17
"12484","Clark",2021-02-10,90,1945,36,7.62,6,40.21
"12485","Clay",2021-02-10,71,1646,43,9.43,2,47.14
"12486","Cleburne",2021-02-10,94,1844,65,8.57,9,37.26
"12487","Cleveland",2021-02-10,110,896,23,9.48,2,133.72
"12488","Columbia",2021-02-10,112,2055,53,10.16,4,46.88
"12489","Conway",2021-02-10,119,2094,29,10,8,56.92
"12490","Craighead",2021-02-10,373,12520,173,10.88,20,35.29
"12491","Crawford",2021-02-10,311,6558,99,10,14,49.78
"12492","Crittenden",2021-02-10,190,5565,89,13.49,18,38.77
"12493","Cross",2021-02-10,50,1864,47,11.2,2,29.42
"12494","Dallas",2021-02-10,33,700,12,9.91,4,44.4
"12495","Desha",2021-02-10,92,1280,20,10.95,6,77.4
"12496","Drew",2021-02-10,77,1927,34,10.58,2,41.62
"12497","Faulkner",2021-02-10,646,11351,145,9.61,55,52.77
"12498","Franklin",2021-02-10,63,1565,32,8.37,6,35.43
"12499","Fulton",2021-02-10,17,1050,43,14.78,0,14
"12500","Garland",2021-02-10,572,9152,218,9.98,31,58.19
"12501","Grant",2021-02-10,100,1504,31,9.89,10,55.29
"12502","Greene",2021-02-10,210,5709,71,12.12,0,47.06
"12503","Hempstead",2021-02-10,85,1749,17,10.58,18,38.6
"12504","HotSpring",2021-02-10,227,4648,68,9.6,30,67.72
"12505","Howard",2021-02-10,90,1464,24,13.03,4,67.22
"12506","Independence",2021-02-10,148,3587,118,9.44,12,39.72
"12507","Izard",2021-02-10,48,1631,38,10.06,8,35.4
"12508","Jackson",2021-02-10,50,3118,32,12.17,6,29.03
"12509","Jefferson",2021-02-10,364,8387,158,9.92,32,51.69
"12510","Johnson",2021-02-10,101,2600,30,10.81,6,38.42
"12511","Lafayette",2021-02-10,42,487,7,13.75,3,60.74
"12512","Lawrence",2021-02-10,58,1965,41,12.77,6,34.8
"12513","Lee",2021-02-10,21,1622,34,13.92,1,22.35
"12514","Lincoln",2021-02-10,66,3107,42,12.93,8,48.19
"12515","LittleRiver",2021-02-10,40,1097,40,13.33,4,32.21
"12516","Logan",2021-02-10,119,2099,17,8.17,10,54.7
"12517","Lonoke",2021-02-10,521,6466,106,10.02,51,72.15
"12518","Madison",2021-02-10,46,1380,19,10.76,5,28.61
"12519","Marion",2021-02-10,37,907,28,9.29,2,22.51
"12520","Miller",2021-02-10,126,3623,32,16.34,24,28.79
"12521","MissingCountyInfo",2021-02-10,204,2920,0,3.11,10,NA
"12522","Mississippi",2021-02-10,203,5448,111,13.5,8,47.4
"12523","Monroe",2021-02-10,80,795,16,10.61,10,110.36
"12524","Montgomery",2021-02-10,42,698,27,9.65,5,46.7
"12525","Nevada",2021-02-10,23,746,24,6.28,1,27.25
"12526","Newton",2021-02-10,19,668,26,10.3,1,24.21
"12527","Ouachita",2021-02-10,124,2085,47,11.54,12,51.44
"12528","Perry",2021-02-10,80,763,7,6.69,8,77.5
"12529","Phillips",2021-02-10,64,1660,32,9.34,6,33.62
"12530","Pike",2021-02-10,31,921,20,11.55,3,28.68
"12531","Poinsett",2021-02-10,92,3034,74,11.34,11,38.25
"12532","Polk",2021-02-10,94,1797,58,13.39,12,46.62
"12533","Pope",2021-02-10,262,7443,91,10.77,25,41.17
"12534","Prairie",2021-02-10,63,848,23,11.26,4,76.42
"12535","Pulaski",2021-02-10,2335,36023,551,9.38,172,59.34
"12536","Randolph",2021-02-10,65,1900,49,10.38,1,36.93
"12537","Saline",2021-02-10,623,11039,157,10.62,68,52.79
"12538","Scott",2021-02-10,42,910,14,8.5,0,40.22
"12539","Searcy",2021-02-10,25,636,15,10.48,2,31.55
"12540","Sebastian",2021-02-10,551,14086,245,10.18,28,43.23
"12541","Sevier",2021-02-10,123,2492,27,15.44,8,71.54
"12542","Sharp",2021-02-10,29,1495,49,9.15,2,17.02
"12543","St.Francis",2021-02-10,74,3386,36,10.84,4,28.14
"12544","Stone",2021-02-10,26,943,30,9.02,3,20.89
"12545","Union",2021-02-10,170,3537,97,12.33,14,42.79
"12546","VanBuren",2021-02-10,94,1175,15,8.21,4,56.34
"12547","Washington",2021-02-10,836,28582,324,12.15,77,36.58
"12548","White",2021-02-10,375,6920,100,13.24,39,47.59
"12549","Woodruff",2021-02-10,52,597,8,7.47,3,78.08
"12550","Yell",2021-02-10,154,3234,66,10.67,11,71.39
"12551","Arkansas_all_counties",2021-02-11,13518,311043,5199,10.53,1103,45.2
"12552","Arkansas_county",2021-02-11,124,1914,37,8.93,6,68.42
"12553","Ashley",2021-02-11,65,1719,29,10.93,9,31.65
"12554","Baxter",2021-02-11,84,2743,96,13.72,9,20.38
"12555","Benton",2021-02-11,991,26270,372,12.64,82,38.27
"12556","Boone",2021-02-11,168,3526,76,10.76,10,45.05
"12557","Bradley",2021-02-11,32,1312,30,12.23,1,29.23
"12558","Calhoun",2021-02-11,26,380,3,9.62,5,49.98
"12559","Carroll",2021-02-11,97,2690,40,13.07,10,34.78
"12560","Chicot",2021-02-11,20,1575,39,10.68,0,18.47
"12561","Clark",2021-02-11,82,1952,36,7.62,7,36.63
"12562","Clay",2021-02-11,59,1651,44,9.39,5,39.17
"12563","Cleburne",2021-02-11,84,1850,65,8.56,6,33.29
"12564","Cleveland",2021-02-11,107,900,23,9.47,4,130.08
"12565","Columbia",2021-02-11,102,2063,53,10.14,8,42.69
"12566","Conway",2021-02-11,120,2105,31,10,11,57.4
"12567","Craighead",2021-02-11,373,12563,174,10.87,43,35.29
"12568","Crawford",2021-02-11,285,6586,99,10,28,45.62
"12569","Crittenden",2021-02-11,183,5580,90,13.42,15,37.34
"12570","Cross",2021-02-11,46,1867,47,11.11,3,27.06
"12571","Dallas",2021-02-11,36,704,12,9.85,4,48.44
"12572","Desha",2021-02-11,83,1284,20,10.94,4,69.82
"12573","Drew",2021-02-11,72,1930,34,10.56,3,38.91
"12574","Faulkner",2021-02-11,609,11385,147,9.6,34,49.75
"12575","Franklin",2021-02-11,61,1569,32,8.36,4,34.31
"12576","Fulton",2021-02-11,18,1052,44,14.75,2,14.83
"12577","Garland",2021-02-11,540,9192,219,9.98,40,54.94
"12578","Grant",2021-02-11,98,1513,31,9.91,9,54.19
"12579","Greene",2021-02-11,194,5726,72,12.08,17,43.48
"12580","Hempstead",2021-02-11,80,1757,17,10.54,8,36.33
"12581","HotSpring",2021-02-11,208,4657,68,9.59,9,62.05
"12582","Howard",2021-02-11,84,1470,24,13.01,6,62.74
"12583","Independence",2021-02-11,147,3601,118,9.38,14,39.45
"12584","Izard",2021-02-11,41,1631,38,10.01,0,30.24
"12585","Jackson",2021-02-11,39,3119,32,12.13,1,22.64
"12586","Jefferson",2021-02-11,343,8415,159,9.89,28,48.7
"12587","Johnson",2021-02-11,93,2612,30,10.8,12,35.37
"12588","Lafayette",2021-02-11,40,487,7,13.67,0,57.85
"12589","Lawrence",2021-02-11,69,1982,41,12.84,17,41.39
"12590","Lee",2021-02-11,22,1624,34,13.92,2,23.41
"12591","Lincoln",2021-02-11,64,3111,42,12.9,4,46.73
"12592","LittleRiver",2021-02-11,37,1102,40,13.35,5,29.8
"12593","Logan",2021-02-11,115,2108,17,8.17,9,52.86
"12594","Lonoke",2021-02-11,509,6512,107,10.04,46,70.49
"12595","Madison",2021-02-11,44,1384,19,10.76,4,27.37
"12596","Marion",2021-02-11,33,911,28,9.3,4,20.08
"12597","Miller",2021-02-11,129,3642,32,16.36,19,29.48
"12598","MissingCountyInfo",2021-02-11,201,2914,0,3.08,-6,NA
"12599","Mississippi",2021-02-11,198,5468,111,13.47,20,46.23
"12600","Monroe",2021-02-11,69,796,17,10.53,1,95.19
"12601","Montgomery",2021-02-11,40,702,27,9.58,4,44.48
"12602","Nevada",2021-02-11,23,749,24,6.29,3,27.25
"12603","Newton",2021-02-11,19,669,26,10.3,1,24.21
"12604","Ouachita",2021-02-11,113,2098,48,11.56,13,46.88
"12605","Perry",2021-02-11,83,769,7,6.7,6,80.41
"12606","Phillips",2021-02-11,56,1663,32,9.34,3,29.42
"12607","Pike",2021-02-11,30,921,21,11.53,0,27.76
"12608","Poinsett",2021-02-11,93,3037,74,11.3,3,38.66
"12609","Polk",2021-02-11,102,1814,59,13.47,17,50.59
"12610","Pope",2021-02-11,267,7476,91,10.77,33,41.95
"12611","Prairie",2021-02-11,51,850,23,11.21,2,61.86
"12612","Pulaski",2021-02-11,2227,36192,554,9.38,169,56.6
"12613","Randolph",2021-02-11,58,1904,49,10.32,4,32.95
"12614","Saline",2021-02-11,611,11097,159,10.62,58,51.78
"12615","Scott",2021-02-11,35,911,14,8.49,1,33.52
"12616","Searcy",2021-02-11,21,634,15,10.43,-2,26.51
"12617","Sebastian",2021-02-11,522,14140,248,10.18,54,40.95
"12618","Sevier",2021-02-11,132,2510,27,15.48,18,76.78
"12619","Sharp",2021-02-11,36,1505,49,9.1,10,21.12
"12620","St.Francis",2021-02-11,75,3392,36,10.84,6,28.52
"12621","Stone",2021-02-11,27,946,30,8.92,3,21.69
"12622","Union",2021-02-11,165,3563,97,12.35,26,41.53
"12623","VanBuren",2021-02-11,57,1141,15,7.93,-34,34.16
"12624","Washington",2021-02-11,780,28641,324,12.13,59,34.13
"12625","White",2021-02-11,369,6964,100,13.26,44,46.83
"12626","Woodruff",2021-02-11,49,599,8,7.37,2,73.57
"12627","Yell",2021-02-11,153,3252,66,10.67,18,70.92
"12628","Arkansas_all_counties",2021-02-12,12573,311608,5212,10.51,565,42.04
"12629","Arkansas_county",2021-02-12,120,1917,37,8.93,3,66.21
"12630","Ashley",2021-02-12,56,1722,29,10.92,3,27.27
"12631","Baxter",2021-02-12,76,2742,94,13.67,-1,18.44
"12632","Benton",2021-02-12,917,26330,375,12.63,60,35.41
"12633","Boone",2021-02-12,152,3533,76,10.73,7,40.76
"12634","Bradley",2021-02-12,28,1312,30,12.21,0,25.58
"12635","Calhoun",2021-02-12,25,380,3,9.6,0,48.06
"12636","Carroll",2021-02-12,83,2693,40,13.06,3,29.76
"12637","Chicot",2021-02-12,22,1578,39,10.65,3,20.32
"12638","Clark",2021-02-12,88,1962,36,7.61,10,39.31
"12639","Clay",2021-02-12,54,1652,44,9.39,1,35.85
"12640","Cleburne",2021-02-12,77,1854,65,8.56,4,30.52
"12641","Cleveland",2021-02-12,99,901,23,9.46,1,120.35
"12642","Columbia",2021-02-12,100,2072,53,10.14,9,41.86
"12643","Conway",2021-02-12,111,2111,31,9.97,6,53.09
"12644","Craighead",2021-02-12,334,12579,174,10.83,16,31.6
"12645","Crawford",2021-02-12,281,6617,99,10.01,31,44.98
"12646","Crittenden",2021-02-12,174,5589,90,13.41,9,35.5
"12647","Cross",2021-02-12,44,1871,47,11.11,4,25.89
"12648","Dallas",2021-02-12,36,708,12,9.83,4,48.44
"12649","Desha",2021-02-12,71,1285,20,10.92,1,59.73
"12650","Drew",2021-02-12,61,1933,34,10.53,3,32.97
"12651","Faulkner",2021-02-12,570,11409,147,9.58,24,46.56
"12652","Franklin",2021-02-12,56,1571,32,8.33,2,31.5
"12653","Fulton",2021-02-12,17,1053,44,14.73,1,14
"12654","Garland",2021-02-12,523,9214,220,9.99,22,53.21
"12655","Grant",2021-02-12,92,1516,31,9.9,3,50.87
"12656","Greene",2021-02-12,169,5731,72,12.02,5,37.87
"12657","Hempstead",2021-02-12,76,1760,17,10.52,3,34.52
"12658","HotSpring",2021-02-12,203,4673,68,9.6,16,60.56
"12659","Howard",2021-02-12,88,1480,24,13.06,10,65.73
"12660","Independence",2021-02-12,130,3607,118,9.37,6,34.89
"12661","Izard",2021-02-12,36,1631,38,9.98,0,26.55
"12662","Jackson",2021-02-12,34,3119,32,12.11,0,19.74
"12663","Jefferson",2021-02-12,316,8434,160,9.89,19,44.87
"12664","Johnson",2021-02-12,83,2616,31,10.78,4,31.57
"12665","Lafayette",2021-02-12,31,487,7,13.65,0,44.83
"12666","Lawrence",2021-02-12,55,1980,41,12.79,-2,33
"12667","Lee",2021-02-12,22,1624,34,13.9,0,23.41
"12668","Lincoln",2021-02-12,66,3117,42,12.91,6,48.19
"12669","LittleRiver",2021-02-12,37,1103,40,13.34,1,29.8
"12670","Logan",2021-02-12,112,2114,18,8.15,6,51.48
"12671","Lonoke",2021-02-12,485,6533,107,10.04,21,67.17
"12672","Madison",2021-02-12,37,1386,19,10.77,2,23.02
"12673","Marion",2021-02-12,30,914,30,9.31,3,18.25
"12674","Miller",2021-02-12,116,3648,32,16.34,6,26.51
"12675","MissingCountyInfo",2021-02-12,152,2823,0,3,-91,NA
"12676","Mississippi",2021-02-12,168,5472,111,13.44,4,39.22
"12677","Monroe",2021-02-12,64,802,17,10.58,6,88.29
"12678","Montgomery",2021-02-12,38,705,28,9.59,3,42.26
"12679","Nevada",2021-02-12,25,754,24,6.27,5,29.62
"12680","Newton",2021-02-12,16,669,26,10.28,0,20.39
"12681","Ouachita",2021-02-12,101,2105,48,11.55,7,41.9
"12682","Perry",2021-02-12,82,770,7,6.69,1,79.44
"12683","Phillips",2021-02-12,47,1662,32,9.31,-1,24.69
"12684","Pike",2021-02-12,33,925,21,11.55,4,30.53
"12685","Poinsett",2021-02-12,90,3039,74,11.29,2,37.42
"12686","Polk",2021-02-12,96,1824,59,13.5,10,47.61
"12687","Pope",2021-02-12,250,7493,92,10.75,17,39.28
"12688","Prairie",2021-02-12,45,853,23,11.15,3,54.59
"12689","Pulaski",2021-02-12,2054,36274,555,9.37,82,52.2
"12690","Randolph",2021-02-12,46,1905,49,10.31,1,26.13
"12691","Saline",2021-02-12,571,11123,159,10.59,26,48.39
"12692","Scott",2021-02-12,29,911,14,8.47,0,27.77
"12693","Searcy",2021-02-12,18,634,15,10.42,0,22.72
"12694","Sebastian",2021-02-12,495,14180,249,10.18,40,38.84
"12695","Sevier",2021-02-12,128,2517,28,15.5,7,74.45
"12696","Sharp",2021-02-12,36,1508,49,9.09,3,21.12
"12697","St.Francis",2021-02-12,72,3398,36,10.83,6,27.38
"12698","Stone",2021-02-12,20,946,30,8.91,0,16.07
"12699","Union",2021-02-12,165,3573,97,12.32,10,41.53
"12700","VanBuren",2021-02-12,55,1141,16,7.91,0,32.97
"12701","Washington",2021-02-12,754,28705,324,12.12,64,32.99
"12702","White",2021-02-12,330,6970,100,13.25,6,41.88
"12703","Woodruff",2021-02-12,44,600,8,7.35,1,66.07
"12704","Yell",2021-02-12,156,3266,66,10.68,14,72.31
"12705","Arkansas_all_counties",2021-02-13,12222,312562,5252,10.5,954,40.87
"12706","Arkansas_county",2021-02-13,114,1919,37,8.89,2,62.9
"12707","Ashley",2021-02-13,61,1734,29,10.93,12,29.7
"12708","Baxter",2021-02-13,81,2760,95,13.69,18,19.65
"12709","Benton",2021-02-13,881,26433,377,12.64,103,34.02
"12710","Boone",2021-02-13,154,3548,76,10.74,15,41.3
"12711","Bradley",2021-02-13,21,1314,31,12.21,2,19.18
"12712","Calhoun",2021-02-13,25,383,3,9.62,3,48.06
"12713","Carroll",2021-02-13,79,2698,40,12.99,5,28.33
"12714","Chicot",2021-02-13,19,1579,39,10.63,1,17.55
"12715","Clark",2021-02-13,88,1967,36,7.58,5,39.31
"12716","Clay",2021-02-13,51,1654,44,9.37,2,33.86
"12717","Cleburne",2021-02-13,70,1854,65,8.53,0,27.74
"12718","Cleveland",2021-02-13,96,905,23,9.47,4,116.7
"12719","Columbia",2021-02-13,103,2083,53,10.15,11,43.11
"12720","Conway",2021-02-13,106,2118,31,9.97,7,50.7
"12721","Craighead",2021-02-13,333,12606,174,10.8,27,31.5
"12722","Crawford",2021-02-13,261,6630,101,10.01,13,41.78
"12723","Crittenden",2021-02-13,169,5597,91,13.39,8,34.48
"12724","Cross",2021-02-13,43,1874,47,11.11,3,25.3
"12725","Dallas",2021-02-13,36,711,12,9.84,3,48.44
"12726","Desha",2021-02-13,68,1295,21,10.92,10,57.21
"12727","Drew",2021-02-13,63,1939,34,10.53,6,34.05
"12728","Faulkner",2021-02-13,547,11437,148,9.58,28,44.68
"12729","Franklin",2021-02-13,61,1581,32,8.36,10,34.31
"12730","Fulton",2021-02-13,17,1054,44,14.72,1,14
"12731","Garland",2021-02-13,513,9258,223,9.99,44,52.19
"12732","Grant",2021-02-13,88,1524,31,9.91,8,48.66
"12733","Greene",2021-02-13,156,5740,73,11.97,9,34.96
"12734","Hempstead",2021-02-13,69,1773,17,10.54,13,31.34
"12735","HotSpring",2021-02-13,192,4686,68,9.58,13,57.28
"12736","Howard",2021-02-13,84,1491,24,13.11,11,62.74
"12737","Independence",2021-02-13,122,3614,119,9.3,7,32.74
"12738","Izard",2021-02-13,34,1635,39,9.98,4,25.08
"12739","Jackson",2021-02-13,32,3120,32,12.1,1,18.58
"12740","Jefferson",2021-02-13,309,8453,161,9.87,19,43.88
"12741","Johnson",2021-02-13,96,2633,31,10.79,17,36.51
"12742","Lafayette",2021-02-13,28,488,7,13.64,1,40.49
"12743","Lawrence",2021-02-13,54,1985,41,12.78,5,32.4
"12744","Lee",2021-02-13,23,1625,35,13.9,1,24.47
"12745","Lincoln",2021-02-13,58,3119,42,12.85,2,42.35
"12746","LittleRiver",2021-02-13,38,1111,40,13.37,8,30.6
"12747","Logan",2021-02-13,113,2125,18,8.15,11,51.94
"12748","Lonoke",2021-02-13,488,6568,107,10.05,35,67.58
"12749","Madison",2021-02-13,37,1389,20,10.73,3,23.02
"12750","Marion",2021-02-13,31,917,30,9.31,3,18.86
"12751","Miller",2021-02-13,112,3691,33,16.39,43,25.59
"12752","MissingCountyInfo",2021-02-13,150,2796,0,2.96,-27,NA
"12753","Mississippi",2021-02-13,166,5494,111,13.42,22,38.76
"12754","Monroe",2021-02-13,68,809,17,10.65,7,93.81
"12755","Montgomery",2021-02-13,33,705,28,9.58,0,36.7
"12756","Nevada",2021-02-13,29,760,24,6.3,6,34.36
"12757","Newton",2021-02-13,16,670,26,10.28,1,20.39
"12758","Ouachita",2021-02-13,104,2118,48,11.57,13,43.14
"12759","Perry",2021-02-13,87,778,7,6.73,8,84.29
"12760","Phillips",2021-02-13,45,1664,32,9.29,2,23.64
"12761","Pike",2021-02-13,35,928,21,11.49,3,32.38
