"","Date","Name","Cumulative_Total","Active_Cases","Cumulative_Student_Cases","Cumulative_Faculty_Staff_Cases","Type"
"470",2021-09-23,"GREEN FOREST SCHOOL DIST",33,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"619",2021-09-20,"GREEN FOREST SCHOOL DIST",32,9,NA,NA,"PUBLIC SCHOOL DISTRICT"
"845",2021-09-16,"GREEN FOREST SCHOOL DIST",31,9,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1065",2021-09-13,"GREEN FOREST SCHOOL DIST",28,9,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1281",2021-09-09,"GREEN FOREST SCHOOL DIST",21,8,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1492",2021-09-06,"GREEN FOREST SCHOOL DIST",21,12,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1776",2021-09-02,"GREEN FOREST SCHOOL DIST",12,8,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2023",2021-08-30,"GREEN FOREST SCHOOL DIST",10,6,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2242",2021-08-26,"GREEN FOREST SCHOOL DIST",8,6,NA,NA,"PUBLIC SCHOOL DISTRICT"
"20",2021-10-04,"GREENBRIER SCHOOL DIST",157,21,124,18,"PUBLIC SCHOOL DISTRICT"
"3110",2021-09-30,"GREENBRIER SCHOOL DIST",150,18,116,18,"PUBLIC SCHOOL DISTRICT"
"229",2021-09-27,"GREENBRIER SCHOOL DIST",137,9,107,18,"PUBLIC SCHOOL DISTRICT"
"366",2021-09-23,"GREENBRIER SCHOOL DIST",134,20,104,18,"PUBLIC SCHOOL DISTRICT"
"541",2021-09-20,"GREENBRIER SCHOOL DIST",129,26,100,17,"PUBLIC SCHOOL DISTRICT"
"751",2021-09-16,"GREENBRIER SCHOOL DIST",120,29,94,16,"PUBLIC SCHOOL DISTRICT"
"962",2021-09-13,"GREENBRIER SCHOOL DIST",109,36,86,13,"PUBLIC SCHOOL DISTRICT"
"1171",2021-09-09,"GREENBRIER SCHOOL DIST",89,40,70,9,"PUBLIC SCHOOL DISTRICT"
"1387",2021-09-06,"GREENBRIER SCHOOL DIST",84,43,68,8,"PUBLIC SCHOOL DISTRICT"
"1673",2021-09-02,"GREENBRIER SCHOOL DIST",62,26,47,6,"PUBLIC SCHOOL DISTRICT"
"1918",2021-08-30,"GREENBRIER SCHOOL DIST",45,19,36,6,"PUBLIC SCHOOL DISTRICT"
"2148",2021-08-26,"GREENBRIER SCHOOL DIST",35,15,28,6,"PUBLIC SCHOOL DISTRICT"
"2350",2021-08-23,"GREENBRIER SCHOOL DIST",29,11,23,6,"PUBLIC SCHOOL DISTRICT"
"2551",2021-08-19,"GREENBRIER SCHOOL DIST",21,5,15,6,"PUBLIC SCHOOL DISTRICT"
"2650",2021-08-16,"GREENBRIER SCHOOL DIST",17,7,12,5,"PUBLIC SCHOOL DISTRICT"
"8",2021-10-04,"GREENE COUNTY TECH SCHOOL DIST",258,31,197,28,"PUBLIC SCHOOL DISTRICT"
"8100",2021-09-30,"GREENE COUNTY TECH SCHOOL DIST",248,40,189,26,"PUBLIC SCHOOL DISTRICT"
"164",2021-09-27,"GREENE COUNTY TECH SCHOOL DIST",234,50,177,26,"PUBLIC SCHOOL DISTRICT"
"337",2021-09-23,"GREENE COUNTY TECH SCHOOL DIST",225,59,166,25,"PUBLIC SCHOOL DISTRICT"
"530",2021-09-20,"GREENE COUNTY TECH SCHOOL DIST",200,50,148,25,"PUBLIC SCHOOL DISTRICT"
"738",2021-09-16,"GREENE COUNTY TECH SCHOOL DIST",184,52,132,24,"PUBLIC SCHOOL DISTRICT"
"953",2021-09-13,"GREENE COUNTY TECH SCHOOL DIST",160,47,113,22,"PUBLIC SCHOOL DISTRICT"
"1166",2021-09-09,"GREENE COUNTY TECH SCHOOL DIST",135,43,97,18,"PUBLIC SCHOOL DISTRICT"
"1379",2021-09-06,"GREENE COUNTY TECH SCHOOL DIST",120,56,88,16,"PUBLIC SCHOOL DISTRICT"
"1630",2021-09-02,"GREENE COUNTY TECH SCHOOL DIST",112,57,81,16,"PUBLIC SCHOOL DISTRICT"
"1874",2021-08-30,"GREENE COUNTY TECH SCHOOL DIST",81,38,57,13,"PUBLIC SCHOOL DISTRICT"
"2101",2021-08-26,"GREENE COUNTY TECH SCHOOL DIST",69,35,45,13,"PUBLIC SCHOOL DISTRICT"
"2313",2021-08-23,"GREENE COUNTY TECH SCHOOL DIST",45,26,29,10,"PUBLIC SCHOOL DISTRICT"
"2474",2021-08-19,"GREENE COUNTY TECH SCHOOL DIST",30,21,19,8,"PUBLIC SCHOOL DISTRICT"
"2622",2021-08-16,"GREENE COUNTY TECH SCHOOL DIST",15,11,8,5,"PUBLIC SCHOOL DISTRICT"
"11710",2021-09-30,"GREENLAND SCHOOL DIST",60,5,47,8,"PUBLIC SCHOOL DISTRICT"
"457",2021-09-23,"GREENLAND SCHOOL DIST",57,6,45,7,"PUBLIC SCHOOL DISTRICT"
"672",2021-09-20,"GREENLAND SCHOOL DIST",54,5,43,6,"PUBLIC SCHOOL DISTRICT"
"808",2021-09-16,"GREENLAND SCHOOL DIST",53,14,42,6,"PUBLIC SCHOOL DISTRICT"
"995",2021-09-13,"GREENLAND SCHOOL DIST",52,19,41,6,"PUBLIC SCHOOL DISTRICT"
"1199",2021-09-09,"GREENLAND SCHOOL DIST",39,24,28,6,"PUBLIC SCHOOL DISTRICT"
"1420",2021-09-06,"GREENLAND SCHOOL DIST",36,26,27,6,"PUBLIC SCHOOL DISTRICT"
"1700",2021-09-02,"GREENLAND SCHOOL DIST",25,18,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2010",2021-08-30,"GREENLAND SCHOOL DIST",14,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2541",2021-08-19,"GREENLAND SCHOOL DIST",7,6,7,0,"PUBLIC SCHOOL DISTRICT"
"2653",2021-08-16,"GREENLAND SCHOOL DIST",6,6,6,0,"PUBLIC SCHOOL DISTRICT"
"25",2021-10-04,"GREENWOOD SCHOOL DIST",149,17,102,16,"PUBLIC SCHOOL DISTRICT"
"17",2021-09-30,"GREENWOOD SCHOOL DIST",143,23,99,14,"PUBLIC SCHOOL DISTRICT"
"186",2021-09-27,"GREENWOOD SCHOOL DIST",133,19,90,14,"PUBLIC SCHOOL DISTRICT"
"356",2021-09-23,"GREENWOOD SCHOOL DIST",127,23,81,14,"PUBLIC SCHOOL DISTRICT"
"543",2021-09-20,"GREENWOOD SCHOOL DIST",116,24,73,14,"PUBLIC SCHOOL DISTRICT"
"752",2021-09-16,"GREENWOOD SCHOOL DIST",110,29,68,13,"PUBLIC SCHOOL DISTRICT"
"965",2021-09-13,"GREENWOOD SCHOOL DIST",96,32,60,12,"PUBLIC SCHOOL DISTRICT"
"1173",2021-09-09,"GREENWOOD SCHOOL DIST",82,34,48,9,"PUBLIC SCHOOL DISTRICT"
"1397",2021-09-06,"GREENWOOD SCHOOL DIST",71,37,41,9,"PUBLIC SCHOOL DISTRICT"
"1659",2021-09-02,"GREENWOOD SCHOOL DIST",60,31,29,8,"PUBLIC SCHOOL DISTRICT"
"1989",2021-08-30,"GREENWOOD SCHOOL DIST",30,9,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2171",2021-08-26,"GREENWOOD SCHOOL DIST",27,11,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2357",2021-08-23,"GREENWOOD SCHOOL DIST",24,10,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2522",2021-08-19,"GREENWOOD SCHOOL DIST",16,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2662",2021-08-16,"GREENWOOD SCHOOL DIST",10,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"42",2021-10-04,"GURDON SCHOOL DIST",49,12,NA,NA,"PUBLIC SCHOOL DISTRICT"
"4910",2021-09-30,"GURDON SCHOOL DIST",49,13,NA,NA,"PUBLIC SCHOOL DISTRICT"
"200",2021-09-27,"GURDON SCHOOL DIST",46,14,NA,NA,"PUBLIC SCHOOL DISTRICT"
"417",2021-09-23,"GURDON SCHOOL DIST",37,10,NA,NA,"PUBLIC SCHOOL DISTRICT"
"634",2021-09-20,"GURDON SCHOOL DIST",36,8,NA,NA,"PUBLIC SCHOOL DISTRICT"
"870",2021-09-16,"GURDON SCHOOL DIST",32,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1546",2021-09-06,"GURDON SCHOOL DIST",25,6,15,0,"PUBLIC SCHOOL DISTRICT"
"2417",2021-08-23,"GURDON SCHOOL DIST",18,5,10,0,"PUBLIC SCHOOL DISTRICT"
"2503",2021-08-19,"GURDON SCHOOL DIST",17,11,10,0,"PUBLIC SCHOOL DISTRICT"
"2628",2021-08-16,"GURDON SCHOOL DIST",12,10,6,0,"PUBLIC SCHOOL DISTRICT"
"1324",2021-09-09,"GUY",27,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1483",2021-09-06,"GUY",26,13,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1708",2021-09-02,"GUY",25,17,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1926",2021-08-30,"GUY",18,18,17,0,"PUBLIC SCHOOL DISTRICT"
"2149",2021-08-26,"GUY",15,15,13,0,"PUBLIC SCHOOL DISTRICT"
"8710",2021-09-30,"HACKETT SCHOOL DIST",36,7,27,5,"PUBLIC SCHOOL DISTRICT"
"282",2021-09-27,"HACKETT SCHOOL DIST",34,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"879",2021-09-16,"HACKETT SCHOOL DIST",29,6,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1066",2021-09-13,"HACKETT SCHOOL DIST",28,9,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1251",2021-09-09,"HACKETT SCHOOL DIST",25,12,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1455",2021-09-06,"HACKETT SCHOOL DIST",22,17,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1726",2021-09-02,"HACKETT SCHOOL DIST",19,14,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1990",2021-08-30,"HACKETT SCHOOL DIST",12,9,10,0,"PUBLIC SCHOOL DISTRICT"
"75",2021-10-04,"HAMBURG SCHOOL DIST",108,8,75,18,"PUBLIC SCHOOL DISTRICT"
"283",2021-09-27,"HAMBURG SCHOOL DIST",100,5,67,18,"PUBLIC SCHOOL DISTRICT"
"428",2021-09-23,"HAMBURG SCHOOL DIST",99,9,66,18,"PUBLIC SCHOOL DISTRICT"
"585",2021-09-20,"HAMBURG SCHOOL DIST",96,13,64,18,"PUBLIC SCHOOL DISTRICT"
"799",2021-09-16,"HAMBURG SCHOOL DIST",94,15,63,18,"PUBLIC SCHOOL DISTRICT"
"970",2021-09-13,"HAMBURG SCHOOL DIST",91,28,61,17,"PUBLIC SCHOOL DISTRICT"
"1179",2021-09-09,"HAMBURG SCHOOL DIST",80,31,52,16,"PUBLIC SCHOOL DISTRICT"
"1393",2021-09-06,"HAMBURG SCHOOL DIST",70,39,47,12,"PUBLIC SCHOOL DISTRICT"
"1660",2021-09-02,"HAMBURG SCHOOL DIST",57,31,37,9,"PUBLIC SCHOOL DISTRICT"
"1890",2021-08-30,"HAMBURG SCHOOL DIST",44,28,29,6,"PUBLIC SCHOOL DISTRICT"
"2108",2021-08-26,"HAMBURG SCHOOL DIST",37,29,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2341",2021-08-23,"HAMBURG SCHOOL DIST",17,12,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2496",2021-08-19,"HAMBURG SCHOOL DIST",13,12,NA,NA,"PUBLIC SCHOOL DISTRICT"
"491",2021-09-23,"HARDING ACADEMY, SEARCY",21,5,NA,NA,"PRIVATE SCHOOL"
"905",2021-09-16,"HARDING ACADEMY, SEARCY",17,6,NA,NA,"PRIVATE SCHOOL"
"2432",2021-08-23,"HARDING ACADEMY, SEARCY",9,7,6,0,"PRIVATE SCHOOL"
"2569",2021-08-19,"HARDING ACADEMY, SEARCY",9,8,6,0,"PRIVATE SCHOOL"
"137",2021-09-30,"HARDING UNIVERSITY, SEARCY",187,10,73,9,"COLLEGE/UNIVERSITY"
"303",2021-09-27,"HARDING UNIVERSITY, SEARCY",185,24,73,9,"COLLEGE/UNIVERSITY"
"495",2021-09-23,"HARDING UNIVERSITY, SEARCY",177,39,68,9,"COLLEGE/UNIVERSITY"
"696",2021-09-20,"HARDING UNIVERSITY, SEARCY",164,60,68,9,"COLLEGE/UNIVERSITY"
"911",2021-09-16,"HARDING UNIVERSITY, SEARCY",149,77,56,7,"COLLEGE/UNIVERSITY"
"1120",2021-09-13,"HARDING UNIVERSITY, SEARCY",113,61,47,5,"COLLEGE/UNIVERSITY"
"1337",2021-09-09,"HARDING UNIVERSITY, SEARCY",79,46,NA,NA,"COLLEGE/UNIVERSITY"
"1581",2021-09-06,"HARDING UNIVERSITY, SEARCY",49,37,NA,NA,"COLLEGE/UNIVERSITY"
"1826",2021-09-02,"HARDING UNIVERSITY, SEARCY",38,32,NA,NA,"COLLEGE/UNIVERSITY"
"2060",2021-08-30,"HARDING UNIVERSITY, SEARCY",18,13,NA,NA,"COLLEGE/UNIVERSITY"
"2287",2021-08-26,"HARDING UNIVERSITY, SEARCY",9,5,6,0,"COLLEGE/UNIVERSITY"
"442",2021-09-23,"HARMONY GROVE SCH DIST(SALINE)",42,7,33,5,"PUBLIC SCHOOL DISTRICT"
"1092",2021-09-13,"HARMONY GROVE SCH DIST(SALINE)",36,6,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1282",2021-09-09,"HARMONY GROVE SCH DIST(SALINE)",33,8,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1469",2021-09-06,"HARMONY GROVE SCH DIST(SALINE)",31,15,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1709",2021-09-02,"HARMONY GROVE SCH DIST(SALINE)",29,17,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1953",2021-08-30,"HARMONY GROVE SCH DIST(SALINE)",21,13,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2224",2021-08-26,"HARMONY GROVE SCH DIST(SALINE)",16,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2552",2021-08-19,"HARMONY GROVE SCH DIST(SALINE)",8,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"94",2021-10-04,"HARRISBURG SCHOOL DIST",104,6,69,14,"PUBLIC SCHOOL DISTRICT"
"8810",2021-09-30,"HARRISBURG SCHOOL DIST",104,7,69,14,"PUBLIC SCHOOL DISTRICT"
"262",2021-09-27,"HARRISBURG SCHOOL DIST",102,6,67,14,"PUBLIC SCHOOL DISTRICT"
"435",2021-09-23,"HARRISBURG SCHOOL DIST",97,8,62,14,"PUBLIC SCHOOL DISTRICT"
"594",2021-09-20,"HARRISBURG SCHOOL DIST",93,12,59,14,"PUBLIC SCHOOL DISTRICT"
"768",2021-09-16,"HARRISBURG SCHOOL DIST",94,22,60,14,"PUBLIC SCHOOL DISTRICT"
"976",2021-09-13,"HARRISBURG SCHOOL DIST",91,26,59,13,"PUBLIC SCHOOL DISTRICT"
"1190",2021-09-09,"HARRISBURG SCHOOL DIST",76,27,47,12,"PUBLIC SCHOOL DISTRICT"
"1409",2021-09-06,"HARRISBURG SCHOOL DIST",67,31,41,12,"PUBLIC SCHOOL DISTRICT"
"1663",2021-09-02,"HARRISBURG SCHOOL DIST",61,29,34,11,"PUBLIC SCHOOL DISTRICT"
"1903",2021-08-30,"HARRISBURG SCHOOL DIST",47,24,25,9,"PUBLIC SCHOOL DISTRICT"
"2119",2021-08-26,"HARRISBURG SCHOOL DIST",37,23,17,8,"PUBLIC SCHOOL DISTRICT"
"2329",2021-08-23,"HARRISBURG SCHOOL DIST",25,15,12,7,"PUBLIC SCHOOL DISTRICT"
"2482",2021-08-19,"HARRISBURG SCHOOL DIST",19,15,9,6,"PUBLIC SCHOOL DISTRICT"
"2629",2021-08-16,"HARRISBURG SCHOOL DIST",12,10,NA,NA,"PUBLIC SCHOOL DISTRICT"
"105",2021-10-04,"HARRISON SCHOOL DIST",64,5,45,9,"PUBLIC SCHOOL DISTRICT"
"8910",2021-09-30,"HARRISON SCHOOL DIST",62,7,43,9,"PUBLIC SCHOOL DISTRICT"
"263",2021-09-27,"HARRISON SCHOOL DIST",59,6,41,8,"PUBLIC SCHOOL DISTRICT"
"471",2021-09-23,"HARRISON SCHOOL DIST",55,5,38,7,"PUBLIC SCHOOL DISTRICT"
"673",2021-09-20,"HARRISON SCHOOL DIST",53,5,36,7,"PUBLIC SCHOOL DISTRICT"
"880",2021-09-16,"HARRISON SCHOOL DIST",49,6,33,7,"PUBLIC SCHOOL DISTRICT"
"1067",2021-09-13,"HARRISON SCHOOL DIST",47,9,32,7,"PUBLIC SCHOOL DISTRICT"
"1266",2021-09-09,"HARRISON SCHOOL DIST",44,10,29,7,"PUBLIC SCHOOL DISTRICT"
"1520",2021-09-06,"HARRISON SCHOOL DIST",38,9,24,7,"PUBLIC SCHOOL DISTRICT"
"1735",2021-09-02,"HARRISON SCHOOL DIST",37,13,23,7,"PUBLIC SCHOOL DISTRICT"
"1930",2021-08-30,"HARRISON SCHOOL DIST",33,17,19,7,"PUBLIC SCHOOL DISTRICT"
"2188",2021-08-26,"HARRISON SCHOOL DIST",22,10,11,5,"PUBLIC SCHOOL DISTRICT"
"2367",2021-08-23,"HARRISON SCHOOL DIST",18,9,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2553",2021-08-19,"HARRISON SCHOOL DIST",11,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1306",2021-09-09,"HAZEN SCHOOL DIST",25,6,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1470",2021-09-06,"HAZEN SCHOOL DIST",25,15,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1690",2021-09-02,"HAZEN SCHOOL DIST",24,20,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1946",2021-08-30,"HAZEN SCHOOL DIST",17,15,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2172",2021-08-26,"HAZEN SCHOOL DIST",13,11,NA,NA,"PUBLIC SCHOOL DISTRICT"
"63",2021-10-04,"HEBER SPRINGS SCHOOL DIST",116,9,78,14,"PUBLIC SCHOOL DISTRICT"
"5810",2021-09-30,"HEBER SPRINGS SCHOOL DIST",114,11,77,14,"PUBLIC SCHOOL DISTRICT"
"187",2021-09-27,"HEBER SPRINGS SCHOOL DIST",113,19,76,14,"PUBLIC SCHOOL DISTRICT"
"362",2021-09-23,"HEBER SPRINGS SCHOOL DIST",110,21,73,14,"PUBLIC SCHOOL DISTRICT"
"581",2021-09-20,"HEBER SPRINGS SCHOOL DIST",100,14,67,11,"PUBLIC SCHOOL DISTRICT"
"809",2021-09-16,"HEBER SPRINGS SCHOOL DIST",95,14,64,11,"PUBLIC SCHOOL DISTRICT"
"982",2021-09-13,"HEBER SPRINGS SCHOOL DIST",88,23,59,10,"PUBLIC SCHOOL DISTRICT"
"1177",2021-09-09,"HEBER SPRINGS SCHOOL DIST",81,32,53,9,"PUBLIC SCHOOL DISTRICT"
"1388",2021-09-06,"HEBER SPRINGS SCHOOL DIST",77,41,50,9,"PUBLIC SCHOOL DISTRICT"
"1635",2021-09-02,"HEBER SPRINGS SCHOOL DIST",65,41,39,7,"PUBLIC SCHOOL DISTRICT"
"1879",2021-08-30,"HEBER SPRINGS SCHOOL DIST",45,33,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2102",2021-08-26,"HEBER SPRINGS SCHOOL DIST",40,34,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2332",2021-08-23,"HEBER SPRINGS SCHOOL DIST",18,14,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2523",2021-08-19,"HEBER SPRINGS SCHOOL DIST",9,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"472",2021-09-23,"HECTOR SCHOOL DIST",31,5,24,6,"PUBLIC SCHOOL DISTRICT"
"659",2021-09-20,"HECTOR SCHOOL DIST",29,6,23,5,"PUBLIC SCHOOL DISTRICT"
"858",2021-09-16,"HECTOR SCHOOL DIST",28,8,22,5,"PUBLIC SCHOOL DISTRICT"
"1086",2021-09-13,"HECTOR SCHOOL DIST",26,7,20,5,"PUBLIC SCHOOL DISTRICT"
"1273",2021-09-09,"HECTOR SCHOOL DIST",20,9,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1476",2021-09-06,"HECTOR SCHOOL DIST",20,14,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1721",2021-09-02,"HECTOR SCHOOL DIST",20,15,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1991",2021-08-30,"HECTOR SCHOOL DIST",13,9,NA,NA,"PUBLIC SCHOOL DISTRICT"
"284",2021-09-27,"HELENA/WEST HELENA SCHOOL DIST",40,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"443",2021-09-23,"HELENA/WEST HELENA SCHOOL DIST",39,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"571",2021-09-20,"HELENA/WEST HELENA SCHOOL DIST",39,16,NA,NA,"PUBLIC SCHOOL DISTRICT"
"836",2021-09-16,"HELENA/WEST HELENA SCHOOL DIST",30,10,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1093",2021-09-13,"HELENA/WEST HELENA SCHOOL DIST",24,6,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1307",2021-09-09,"HELENA/WEST HELENA SCHOOL DIST",22,6,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1497",2021-09-06,"HELENA/WEST HELENA SCHOOL DIST",21,11,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1749",2021-09-02,"HELENA/WEST HELENA SCHOOL DIST",18,11,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1976",2021-08-30,"HELENA/WEST HELENA SCHOOL DIST",16,10,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2212",2021-08-26,"HELENA/WEST HELENA SCHOOL DIST",12,8,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2554",2021-08-19,"HELENA/WEST HELENA SCHOOL DIST",6,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"511",2021-09-23,"HENDERSON STATE UNIVERSITY, ARKADELPHIA",54,5,21,8,"COLLEGE/UNIVERSITY"
"714",2021-09-20,"HENDERSON STATE UNIVERSITY, ARKADELPHIA",53,6,21,8,"COLLEGE/UNIVERSITY"
"1135",2021-09-13,"HENDERSON STATE UNIVERSITY, ARKADELPHIA",47,6,21,8,"COLLEGE/UNIVERSITY"
"1344",2021-09-09,"HENDERSON STATE UNIVERSITY, ARKADELPHIA",44,11,19,8,"COLLEGE/UNIVERSITY"
"1587",2021-09-06,"HENDERSON STATE UNIVERSITY, ARKADELPHIA",42,17,18,8,"COLLEGE/UNIVERSITY"
"1833",2021-09-02,"HENDERSON STATE UNIVERSITY, ARKADELPHIA",37,13,14,7,"COLLEGE/UNIVERSITY"
"2061",2021-08-30,"HENDERSON STATE UNIVERSITY, ARKADELPHIA",29,12,13,5,"COLLEGE/UNIVERSITY"
"2273",2021-08-26,"HENDERSON STATE UNIVERSITY, ARKADELPHIA",25,15,11,5,"COLLEGE/UNIVERSITY"
"2439",2021-08-23,"HENDERSON STATE UNIVERSITY, ARKADELPHIA",20,13,7,5,"PUBLIC SCHOOL DISTRICT"
"2577",2021-08-19,"HENDERSON STATE UNIVERSITY, ARKADELPHIA",13,8,NA,NA,"COLLEGE/UNIVERSITY"
"2288",2021-08-26,"HENDRIX COLLEGE, CONWAY",8,5,NA,NA,"COLLEGE/UNIVERSITY"
"894",2021-09-16,"HERMITAGE SCHOOL DIST",24,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1087",2021-09-13,"HERMITAGE SCHOOL DIST",24,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1257",2021-09-09,"HERMITAGE SCHOOL DIST",19,11,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1498",2021-09-06,"HERMITAGE SCHOOL DIST",16,11,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1804",2021-09-02,"HERMITAGE SCHOOL DIST",10,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"35",2021-10-04,"HIGHLAND SCHOOL DIST",123,13,90,10,"PUBLIC SCHOOL DISTRICT"
"4310",2021-09-30,"HIGHLAND SCHOOL DIST",119,15,86,10,"PUBLIC SCHOOL DISTRICT"
"188",2021-09-27,"HIGHLAND SCHOOL DIST",112,19,82,9,"PUBLIC SCHOOL DISTRICT"
"349",2021-09-23,"HIGHLAND SCHOOL DIST",109,28,80,9,"PUBLIC SCHOOL DISTRICT"
"550",2021-09-20,"HIGHLAND SCHOOL DIST",100,22,75,7,"PUBLIC SCHOOL DISTRICT"
"757",2021-09-16,"HIGHLAND SCHOOL DIST",91,27,64,7,"PUBLIC SCHOOL DISTRICT"
"969",2021-09-13,"HIGHLAND SCHOOL DIST",80,30,57,7,"PUBLIC SCHOOL DISTRICT"
"1186",2021-09-09,"HIGHLAND SCHOOL DIST",67,28,46,6,"PUBLIC SCHOOL DISTRICT"
"1441",2021-09-06,"HIGHLAND SCHOOL DIST",52,21,36,6,"PUBLIC SCHOOL DISTRICT"
"1691",2021-09-02,"HIGHLAND SCHOOL DIST",47,20,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1977",2021-08-30,"HIGHLAND SCHOOL DIST",35,10,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2173",2021-08-26,"HIGHLAND SCHOOL DIST",31,11,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2338",2021-08-23,"HIGHLAND SCHOOL DIST",26,13,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2483",2021-08-19,"HIGHLAND SCHOOL DIST",25,15,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2623",2021-08-16,"HIGHLAND SCHOOL DIST",18,11,NA,NA,"PUBLIC SCHOOL DISTRICT"
"95",2021-10-04,"HILLCREST SCHOOL DIST",23,6,NA,NA,"PUBLIC SCHOOL DISTRICT"
"9010",2021-09-30,"HILLCREST SCHOOL DIST",21,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"250",2021-09-27,"HILLCREST SCHOOL DIST",19,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"458",2021-09-23,"HILLCREST SCHOOL DIST",17,6,NA,NA,"PUBLIC SCHOOL DISTRICT"
"76",2021-10-04,"HOPE SCHOOL DIST",49,8,33,9,"PUBLIC SCHOOL DISTRICT"
"9110",2021-09-30,"HOPE SCHOOL DIST",50,7,34,9,"PUBLIC SCHOOL DISTRICT"
"230",2021-09-27,"HOPE SCHOOL DIST",44,9,29,8,"PUBLIC SCHOOL DISTRICT"
"429",2021-09-23,"HOPE SCHOOL DIST",42,9,27,8,"PUBLIC SCHOOL DISTRICT"
"609",2021-09-20,"HOPE SCHOOL DIST",39,10,25,8,"PUBLIC SCHOOL DISTRICT"
"837",2021-09-16,"HOPE SCHOOL DIST",37,10,24,7,"PUBLIC SCHOOL DISTRICT"
"1046",2021-09-13,"HOPE SCHOOL DIST",30,11,18,6,"PUBLIC SCHOOL DISTRICT"
"1308",2021-09-09,"HOPE SCHOOL DIST",22,6,12,6,"PUBLIC SCHOOL DISTRICT"
"2202",2021-08-26,"HOPE SCHOOL DIST",16,9,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2358",2021-08-23,"HOPE SCHOOL DIST",15,10,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2508",2021-08-19,"HOPE SCHOOL DIST",11,10,NA,NA,"PUBLIC SCHOOL DISTRICT"
